EXPEDIENTE,DATETIME,CALLE,NUMERO,DISTRITO,TIPOACCIDENTE,TIEMPO,TIPOVEHICULO,VICTIMA,TIPOPERSONA,RANGOEDAD,SEXO,LESIVIDAD
2021S013834,2021-02-08T10:00:00Z,CARRETERA BOADILLA DEL MONTE,34,Latina,Colisión frontal,Despejado,Bicicleta,10429,Conductor,De 55 a 59 años,Hombre,2
2021S013842,2021-07-25T01:00:00Z,Avenida de Asturias,62,Tetuán,Caída,Despejado,Bicicleta,10431,Conductor,De 25 a 29 años,Mujer,
2021S013891,2021-03-08T22:38:00Z,AVENIDA DEMOCRACIA,19,Puente de Vallecas,Colisión fronto-lateral,Despejado,Bicicleta,10434,Conductor,De 45 a 49 años,Hombre,6
2021S013974,2021-05-08T19:50:00Z,PASEO MELANCOLICOS,47,Arganzuela,Colisión fronto-lateral,Despejado,Bicicleta,10436,Conductor,De 21 a 24 años,Mujer,2
2021S013975,2021-05-08T20:12:00Z,Avenida de la Albufera,323,Puente de Vallecas,Caída,Despejado,Bicicleta,10437,Conductor,De 60 a 64 años,Hombre,7
2021S013982,2021-06-08T00:15:00Z,AVENIDA HELLIN,21,San Blas,Colisión fronto-lateral,Despejado,Bicicleta,10438,Conductor,De 21 a 24 años,Hombre,
2021S014018,2021-05-08T21:55:00Z,Calle de la Ribera de Curtidores,47,Arganzuela,Colisión fronto-lateral,Despejado,Bicicleta,10439,Conductor,De 30 a 34 años,Mujer,7
2021S014084,2021-07-08T19:20:00Z,Paseo de la Castellana,81,Tetuán,Choque contra obstáculo fijo,Despejado,Bicicleta,10440,Conductor,De 40 a 44 años,Hombre,3
2021S014116,2021-08-08T13:50:00Z,"Calle de las Infantas, Madrid",3,Centro,Caída,Despejado,Bicicleta,10441,Conductor,De 25 a 29 años,Hombre,7
2021S014130,2021-08-08T17:30:00Z,PASEO FERNAN NUÑEZ,26,Retiro,Otro,Despejado,Bicicleta,10442,Conductor,De 6  a  9 años,Hombre,7
2021S014146,2021-04-08T12:00:00Z,PARQUE CASA DE CAMPO,0,Moncloa-Aravaca,Solo salida de la vía,Despejado,Bicicleta,10443,Conductor,De 55 a 59 años,Hombre,1
2021S014147,2021-08-08T08:40:00Z,"Paseo de las Yeserías, Madrid",33,Arganzuela,Colisión lateral,Despejado,Bicicleta,10444,Conductor,De 70 a 74 años,Hombre,14
2021S014148,2021-08-08T10:20:00Z,CALLE NURIA,1,Fuencarral-El Pardo,Atropello a persona,Despejado,Bicicleta,10445,Conductor,Desconocido,Desconocido,
2021S014148,2021-08-08T10:20:00Z,CALLE NURIA,1,Fuencarral-El Pardo,Atropello a persona,Despejado,Bicicleta,10446,Peatón,De 40 a 44 años,Mujer,1
2021S014174,2021-09-08T20:02:00Z,CALLE MINERVA,58,Vicálvaro,Colisión lateral,Despejado,Bicicleta,10447,Conductor,De 10 a 14 años,Hombre,2
2021S014182,2021-09-08T23:34:00Z,avenida de Pablo Iglesias,40,Tetuán,Colisión lateral,,Bicicleta,10448,Conductor,De 30 a 34 años,Hombre,
2021S014240,2021-10-08T16:50:00Z,PLAZA BEATA MARIA ANA DE JESUS,14,Arganzuela,Colisión lateral,Despejado,Bicicleta,10450,Conductor,De 40 a 44 años,Hombre,7
2021S014441,2021-08-14T16:00:00Z,"Ronda de Toledo, Madrid",14,Arganzuela,Alcance,Despejado,Bicicleta,10452,Conductor,De 18 a 20 años,Mujer,7
2021S014441,2021-08-14T16:00:00Z,"Ronda de Toledo, Madrid",14,Arganzuela,Alcance,Despejado,Bicicleta,10453,Conductor,De 21 a 24 años,Mujer,14
2021S014570,2021-08-19T01:30:00Z,AVENIDA OPORTO,8,Carabanchel,Colisión lateral,Despejado,Bicicleta,10454,Conductor,De 35 a 39 años,Hombre,7
2021S014602,2021-08-19T20:00:00Z,CALLE NUMANCIA,2,Tetuán,Caída,Despejado,Bicicleta,10455,Conductor,De 50 a 54 años,Mujer,6
2021S014841,2021-08-25T11:55:00Z,AVENIDA BLAS DE LEZO,26,Vicálvaro,Caída,Despejado,Bicicleta,10458,Conductor,De 70 a 74 años,Hombre,1
2021S014984,2021-08-28T10:20:00Z,CALLE SAN DALMACIO,43,Villaverde,Caída,Despejado,Bicicleta,10463,Conductor,De 60 a 64 años,Hombre,7
2021S015036,2021-08-29T19:20:00Z,CALLE AZCONA,27,Salamanca,Colisión fronto-lateral,Despejado,Bicicleta,10465,Conductor,De 25 a 29 años,Hombre,6
2021S015139,2021-08-31T16:15:00Z,PASEO MARQUES DE MONISTROL,140,Moncloa-Aravaca,Colisión fronto-lateral,Despejado,Bicicleta,10467,Conductor,De 60 a 64 años,Hombre,5
2021S015141,2021-08-30T21:38:00Z,Paseo de Recoletos,15,Centro,Colisión lateral,Despejado,Bicicleta,10468,Conductor,De 55 a 59 años,Hombre,7
2021S015143,2021-08-31T17:35:00Z,Avenida Paseo Colón,1,Retiro,Caída,Despejado,Bicicleta,10469,Conductor,De 10 a 14 años,Mujer,7
2021S015169,2021-08-31T08:00:00Z,"Paseo de las Delicias, Madrid",1,Arganzuela,Colisión fronto-lateral,Despejado,Bicicleta,10470,Conductor,De 30 a 34 años,Hombre,7
