num_expediente;fecha;hora;localizacion;numero;distrito;tipo_accidente;estado_meteorológico;tipo_vehiculo;victima;tipo_persona;rango_edad;sexo;lesividad;coordenada_x_utm;coordenada_y_utm;positiva_alcohol;positiva_droga
2021S011380;25/06/2021;1:10:00;CALL. BALTASAR SANTOS, 2;2;PUENTE DE VALLECAS;Caída;Despejado;Bicicleta;10350;Conductor;De 40 a 44 años;Mujer;7;444058,45;4472627,77;N;NULL
2021S011439;24/06/2021;22:15:00;AVDA. PLANETARIO, 18;18;ARGANZUELA;Caída;Despejado;Bicicleta;10351;Conductor;De 25 a 29 años;Hombre;1;441830,24;4471375,29;N;NULL
2021S011442;24/06/2021;21:50:00;PASEO. OLMOS, 14;14;ARGANZUELA;Caída;Despejado;Bicicleta;10352;Conductor;De 25 a 29 años;Hombre;7;439660,56;4472918,43;N;NULL
2021S011478;25/06/2021;23:25:00;CALL. PRINCIPE DE VERGARA / CALL. MALDONADO;69;SALAMANCA;Caída;Despejado;Bicicleta;10353;Conductor;De 30 a 34 años;Mujer;7;442358,69;4476182,5;N;NULL
2021S011535;26/06/2021;13:52:00;CALL. HORTALEZA, 73;73;CENTRO;Colisión lateral;Despejado;Bicicleta;10354;Conductor;De 30 a 34 años;Hombre;NULL;440795,08;4475165,57;N;NULL
2021S011544;26/06/2021;18:00:00;CALL. CRUZ / CALL. BARCELONA;33;CENTRO;Colisión lateral;Despejado;Bicicleta;10355;Conductor;De 35 a 39 años;Hombre;NULL;440395,87;4474047,63;N;NULL
2021S011553;26/06/2021;21:00:00;AVDA. INSTITUCION LIBRE DE ENSEÑANZA / CALL. CASTILLO DE UCLES;79;SAN BLAS-CANILLEJAS;Colisión fronto-lateral;Despejado;Bicicleta;10356;Conductor;De 6  a  9 años;Hombre;NULL;446642,49;4475246,08;N;NULL
2021S011563;27/06/2021;0:00:00;CALL. JORGE JUAN, 38;38;SALAMANCA;Colisión fronto-lateral;Despejado;Bicicleta;10357;Conductor;De 21 a 24 años;Mujer;6;442107,61;4474998,96;N;NULL
2021S011606;26/06/2021;11:12:00;CALL. FERMIN CABALLERO, 89;89;FUENCARRAL-EL PARDO;Colisión fronto-lateral;Despejado;Bicicleta;10358;Conductor;De 35 a 39 años;Hombre;7;438974,03;4481140,63;N;NULL
2021S011675;27/06/2021;23:35:00;CALL. PRINCIPE DE VERGARA, 209A;209A;CHAMARTÍN;Caída;Despejado;Bicicleta;10359;Conductor;De 25 a 29 años;Mujer;2;442506,62;4477987,95;N;NULL
2021S011676;27/06/2021;10:30:00;CALL. LA TABERNERA DEL PUERTO, 2;2;VILLAVERDE;Colisión fronto-lateral;Despejado;Bicicleta;10360;Conductor;De 60 a 64 años;Hombre;6;440363,54;4467805,74;N;NULL
2021S011682;27/06/2021;10:30:00;CALL. ENCOMIENDA DE PALACIOS, 1;1;MORATALAZ;Caída;Despejado;Bicicleta;10361;Conductor;De 18 a 20 años;Hombre;7;445117,63;4472440,19;N;NULL
2021S011690;27/06/2021;13:05:00;CALL. LA ALBERCA, 7;7;FUENCARRAL-EL PARDO;Caída;Despejado;Bicicleta;10362;Conductor;De 25 a 29 años;Hombre;6;436521,66;4481068,58;N;NULL
2021S011716;28/06/2021;17:55:00;PASEO. EMBARCADERO, 6;6;MONCLOA-ARAVACA;Caída;Despejado;Bicicleta;10363;Conductor;De 10 a 14 años;Hombre;6;438079,71;4474401,2;N;NULL
2021S011762;25/06/2021;20:04:00;CMNO. PERALES, 98;98;USERA;Caída;Despejado;Bicicleta;10364;Conductor;De 30 a 34 años;Hombre;7;441444,15;4469685,84;N;NULL
2021S011845;29/06/2021;19:00:00;CALL. SAN EPIFANIO, 5;5;ARGANZUELA;Colisión fronto-lateral;NULL;Bicicleta;10365;Conductor;De 30 a 34 años;Hombre;14;439003,72;4472557,04;N;NULL
2021S011847;30/06/2021;16:45:00;PASEO. RECOLETOS / CALL. ARMADA ESPAÑOLA;22;SALAMANCA;Colisión lateral;Despejado;Bicicleta;10366;Conductor;De 30 a 34 años;Hombre;14;441427,73;4475029,71;N;NULL
2021S011873;01/07/2021;1:30:00;AVDA. MIGUEL HERNANDEZ / CALL. ANDALUCES;48;PUENTE DE VALLECAS;Caída;Despejado;Bicicleta;10367;Conductor;De 55 a 59 años;Hombre;2;446103,96;4471072,86;N;NULL
2021S011906;01/07/2021;16:21:00;AVDA. LOS ROSALES, 42;42;VILLAVERDE;Caída;Despejado;Bicicleta;10368;Conductor;De 65 a 69 años;Hombre;2;442079,07;4467940,09;N;NULL
2021S011983;02/07/2021;12:10:00;AVDA. LOS ROSALES / PQUE. MADRID RIO;42;VILLAVERDE;Caída;Despejado;Bicicleta;10369;Conductor;De 60 a 64 años;Hombre;3;442079,07;4467940,09;N;NULL
2021S012045;03/07/2021;12:30:00;AVDA. POBLADOS / CALL. ILDEFONSO GONZALEZ VALENCIA;110;CARABANCHEL;Colisión fronto-lateral;Despejado;Bicicleta;10370;Conductor;De 21 a 24 años;Mujer;7;437808,78;4469462,88;N;NULL
2021S012099;03/07/2021;11:45:00;CALL. JULIO CANO LASSO / AVDA. JOSE ANTONIO CORRALES;4;BARAJAS;Colisión fronto-lateral;Despejado;Bicicleta;10371;Conductor;De 55 a 59 años;Hombre;14;448752,15;4481418,17;N;NULL
2021S012109;03/07/2021;21:30:00;CALL. COSTA BRAVA / CALL. MONASTERIO DE LAS HUELGAS;16;FUENCARRAL-EL PARDO;Caída;Despejado;Bicicleta;10372;Conductor;De 55 a 59 años;Mujer;2;439902,91;4483323,18;N;NULL
2021S012134;04/07/2021;2:05:00;CALL. RIBERA DE CURTIDORES / RONDA. TOLEDO;28;ARGANZUELA;Caída;Despejado;Bicicleta;10373;Conductor;De 40 a 44 años;Hombre;2;439995,08;4472986,33;N;NULL
2021S012177;05/07/2021;15:45:00;GTA. HAMBURGO, 1;1;BARAJAS;Choque contra obstáculo fijo;Despejado;Bicicleta;10374;Conductor;De 10 a 14 años;Mujer;2;448014,26;4479410,81;N;NULL
2021S012177;05/07/2021;15:45:00;GTA. HAMBURGO, 1;1;BARAJAS;Choque contra obstáculo fijo;Despejado;Bicicleta;10375;Conductor;De 25 a 29 años;Mujer;2;448014,26;4479410,81;N;NULL
2021S012191;05/07/2021;20:50:00;CALL. EMBAJADORES, 70;70;CENTRO;Otro;Despejado;Bicicleta;10376;Conductor;De 25 a 29 años;Mujer;2;440333,26;4473050,61;N;NULL
2021S012197;05/07/2021;22:30:00;CALL. VALLEHERMOSO / CALL. JOAQUIN MARIA LOPEZ;70;CHAMBERÍ;Alcance;Despejado;Bicicleta;10377;Conductor;De 30 a 34 años;Mujer;2;439929,12;4476531,58;N;NULL
2021S012202;04/07/2021;9:30:00;CTRA. ZARZON / ARRY. MEAQUES;6;MONCLOA-ARAVACA;Atropello a animal;Despejado;Bicicleta;10378;Conductor;De 50 a 54 años;Hombre;7;435150,93;4473206,23;N;NULL
2021S012216;06/07/2021;12:45:00;CALL. GOYA, 70;70;SALAMANCA;Caída;Lluvia débil;Bicicleta;10379;Conductor;De 15 a 17 años;Hombre;7;442607,21;4475114,04;N;NULL
2021S012216;06/07/2021;12:45:00;CALL. GOYA, 70;70;SALAMANCA;Caída;Lluvia débil;Bicicleta;10380;Conductor;De 55 a 59 años;Mujer;7;442607,21;4475114,04;N;NULL
2021S012242;06/07/2021;16:45:00;CALL. ARROYO DEL OLIVAR / CALL. SIERRA DE ALMIJARA;70;PUENTE DE VALLECAS;Caída;Nublado;Bicicleta;10381;Conductor;De 45 a 49 años;Hombre;1;443907,44;4471417,28;N;NULL
2021S012261;06/07/2021;20:15:00;PQUE. MADRID RIO, +00460E;+00460E;CARABANCHEL;Colisión fronto-lateral;Despejado;Bicicleta;10382;Conductor;De 55 a 59 años;Hombre;14;439159,23;4472359,3;N;NULL
2021S012268;07/07/2021;1:15:00;AVDA. AMERICA, 1;1;CHAMARTÍN;Alcance;Despejado;Bicicleta;10383;Conductor;De 45 a 49 años;Mujer;2;442539,21;4476579,15;N;NULL
2021S012276;06/07/2021;10:20:00;CALL. SEPULVEDA, 9;9;LATINA;Caída;Despejado;Bicicleta;10384;Conductor;De 25 a 29 años;Hombre;2;437363,11;4472857,7;N;NULL
2021S012280;06/07/2021;12:50:00;PASEO. CASTELLANA / PLAZA. SAN JUAN DE LA CRUZ;63;CHAMBERÍ;Caída;Lluvia débil;Bicicleta;10385;Conductor;De 40 a 44 años;Hombre;7;441299,98;4477112,76;N;NULL
2021S012287;06/07/2021;13:00:00;CALL. ANTONIO MAURA / CALL. RUIZ DE ALARCON;5;RETIRO;Caída;Lluvia débil;Bicicleta;10386;Conductor;De 45 a 49 años;Hombre;7;441375,64;4474238,66;N;NULL
2021S012316;06/07/2021;16:25:00;AVDA. CORDOBA, 2;2;USERA;Caída;Lluvia débil;Bicicleta;10387;Conductor;De 40 a 44 años;Hombre;7;440651,1;4470923,26;N;NULL
2021S012329;07/07/2021;20:15:00;CALL. BRAVO MURILLO, 102;102;TETUÁN;Alcance;Despejado;Bicicleta;10388;Conductor;De 40 a 44 años;Hombre;NULL;440327,82;4477676,09;N;NULL
2021S012441;09/07/2021;16:15:00;CALL. HILERAS, 12;12;CENTRO;Alcance;Despejado;Bicicleta;10389;Conductor;De 18 a 20 años;Hombre;7;439950,77;4474332,01;N;NULL
2021S012454;09/07/2021;20:50:00;CALL. CASTILLA / CALL. GOIRI;3;TETUÁN;Colisión fronto-lateral;Despejado;Bicicleta;10390;Conductor;De 25 a 29 años;Hombre;14;440297,87;4478259,87;N;NULL
2021S012454;09/07/2021;20:50:00;CALL. CASTILLA / CALL. GOIRI;3;TETUÁN;Colisión fronto-lateral;Despejado;Bicicleta;10391;Pasajero;De 21 a 24 años;Hombre;14;440297,87;4478259,87;N;NULL
2021S012530;11/07/2021;7:00:00;AVDA. CARABANCHEL ALTO / AVDA. PESETA;100;CARABANCHEL;Colisión fronto-lateral;Despejado;Bicicleta;10392;Conductor;De 45 a 49 años;Hombre;2;436020,4;4468780,65;N;NULL
2021S012574;12/07/2021;0:32:00;CALL. ARTURO SORIA, 197;197;CIUDAD LINEAL;Caída;Despejado;Bicicleta;10393;Conductor;De 45 a 49 años;Hombre;2;443993,21;4478954,82;N;NULL
2021S012589;11/07/2021;11:40:00;CTRA. ESTACION DE HORTALEZA / AUTOV. M-11;8;HORTALEZA;Caída;Despejado;Bicicleta;10394;Conductor;De 50 a 54 años;Hombre;14;444287;4480298,85;N;NULL
2021S012589;11/07/2021;11:40:00;CTRA. ESTACION DE HORTALEZA / AUTOV. M-11;8;HORTALEZA;Caída;Despejado;Bicicleta;10395;Conductor;De 70 a 74 años;Hombre;6;444287;4480298,85;N;NULL
2021S012596;12/07/2021;11:30:00;CALL. SAN SEVERO, 22;22;BARAJAS;Caída;Despejado;Bicicleta;10396;Conductor;De 15 a 17 años;Hombre;7;450665,16;4479190,9;N;NULL
2021S012603;09/07/2021;21:10:00;CALL. MORALZARZAL, 4;4;FUENCARRAL-EL PARDO;Colisión fronto-lateral;NULL;Bicicleta;10397;Conductor;De 30 a 34 años;Hombre;NULL;440326,08;4482171,93;N;NULL
2021S012617;12/07/2021;17:22:00;CMNO. VALDERRIBAS / CALL. ANGELA GONZALEZ;99;PUENTE DE VALLECAS;Colisión fronto-lateral;Despejado;Bicicleta;10398;Conductor;De 35 a 39 años;Hombre;6;444083,87;4472214,42;N;NULL
2021S012628;12/07/2021;17:55:00;CALL. AVELINO FERNANDEZ DE LA POZA / CALL. SIERRA DE ALBARRACIN;2;PUENTE DE VALLECAS;Colisión fronto-lateral;Despejado;Bicicleta;10399;Conductor;De 10 a 14 años;Hombre;7;442944,06;4470788,25;N;NULL
2021S012642;12/07/2021;22:45:00;CALL. HIJAS DE JESUS / AVDA. CORDOBA;1;USERA;Colisión lateral;Despejado;Bicicleta;10400;Conductor;De 35 a 39 años;Mujer;7;440665,28;4470791,23;N;NULL
2021S012666;12/07/2021;19:00:00;CALL. ENRIQUE VELASCO, 25;25;PUENTE DE VALLECAS;Caída;Despejado;Bicicleta;10401;Conductor;De 45 a 49 años;Hombre;14;443946,45;4471895,12;N;NULL
2021S012749;14/07/2021;19:35:00;AVDA. MANZANARES, 48;48;LATINA;Atropello a persona;Despejado;Bicicleta;10402;Conductor;De 50 a 54 años;Hombre;7;438616,03;4472969,12;N;NULL
2021S012749;14/07/2021;19:35:00;AVDA. MANZANARES, 48;48;LATINA;Atropello a persona;Despejado;Bicicleta;10403;Peatón;Menor de 5 años;Mujer;7;438616,03;4472969,12;N;NULL
2021S012818;15/07/2021;20:40:00;AVDA. PORTUGAL / Explanada Puente del Rey;1;LATINA;Caída;Despejado;Bicicleta;10404;Conductor;De 55 a 59 años;Mujer;6;438577,59;4474219,75;N;NULL
2021S012885;16/07/2021;19:57:00;CALL. PRINCIPE DE VERGARA, 197;197;CHAMARTÍN;Alcance;Despejado;Bicicleta;10405;Conductor;De 30 a 34 años;Hombre;2;442486,95;4477723,74;N;NULL
2021S012981;18/07/2021;20:45:00;CTRA. PARQUE DE ATRACCIONES, 1;1;MONCLOA-ARAVACA;Choque contra obstáculo fijo;Despejado;Bicicleta;10406;Conductor;De 40 a 44 años;Hombre;7;436695,61;4473802,84;N;NULL
2021S013003;19/07/2021;13:00:00;GTA. JAIME CAMPMANY, 0;0;SALAMANCA;Colisión fronto-lateral;Despejado;Bicicleta;10407;Conductor;De 25 a 29 años;Hombre;14;443491,86;4476893,01;N;NULL
2021S013025;19/07/2021;18:29:00;CALL. ARGOS / AVDA. INSTITUCION LIBRE DE ENSEÑANZA;21;SAN BLAS-CANILLEJAS;Atropello a persona;Despejado;Bicicleta;10408;Conductor;De 10 a 14 años;Hombre;14;446253,46;4476486,03;N;NULL
2021S013025;19/07/2021;18:29:00;CALL. ARGOS / AVDA. INSTITUCION LIBRE DE ENSEÑANZA;21;SAN BLAS-CANILLEJAS;Atropello a persona;Despejado;Bicicleta;10409;Peatón;De 50 a 54 años;Mujer;7;446253,46;4476486,03;N;NULL
2021S013065;15/07/2021;18:15:00;CALL. AMOR HERMOSO, 10;10;USERA;Colisión fronto-lateral;Despejado;Bicicleta;10410;Conductor;De 50 a 54 años;Hombre;7;440227,38;4470945,06;N;NULL
2021S013083;20/07/2021;18:27:00;AVDA. NICETO ALCALA ZAMORA / AVDA. INGENIERO EMILIO HERRERA;20;HORTALEZA;Otro;Despejado;Bicicleta;10411;Conductor;De 45 a 49 años;Hombre;5;445077,48;4482762,25;N;NULL
2021S013112;21/07/2021;9:15:00;CALL. MEJIA LEQUERICA, 8;8;CENTRO;Caída;Despejado;Bicicleta;10412;Conductor;De 55 a 59 años;Hombre;7;440769,36;4475370,35;N;NULL
2021S013150;21/07/2021;20:30:00;AVDA. LAS FUERZAS ARMADAS / GTA. ISIDRO GONZALEZ VELAZQUEZ;10;HORTALEZA;Colisión fronto-lateral;Despejado;Bicicleta;10413;Conductor;De 30 a 34 años;Hombre;2;445957,94;4481824,73;N;NULL
2021S013169;21/07/2021;22:55:00;CALL. ALCALDE SAINZ DE BARANDA, 101;101;RETIRO;Otro;Despejado;Bicicleta;10414;Conductor;De 35 a 39 años;Hombre;1;443428,72;4474347,67;N;NULL
2021S013299;22/07/2021;16:40:00;CALL. CIGARRERAS, 8;8;ARGANZUELA;Colisión fronto-lateral;Despejado;Bicicleta;10415;Conductor;De 45 a 49 años;Hombre;7;439993,07;4472932,03;N;NULL
2021S013310;25/07/2021;20:10:00;CALL. INFANTAS, 40;40;CENTRO;Caída;Despejado;Bicicleta;10416;Conductor;De 45 a 49 años;Hombre;1;440795,83;4474624,15;N;NULL
2021S013386;21/07/2021;21:15:00;PLAZA. ALONSO MARTINEZ / CALL. GENOVA;1;CHAMBERÍ;Colisión fronto-lateral;Despejado;Bicicleta;10417;Conductor;De 50 a 54 años;Hombre;NULL;440922,03;4475497,98;N;NULL
2021S013394;26/07/2021;21:00:00;CALL. MONSEÑOR OSCAR ROMERO / CALL. FERNANDO DELGADO;54;CARABANCHEL;Colisión fronto-lateral;Despejado;Bicicleta;10418;Conductor;De 35 a 39 años;Hombre;6;436739,54;4470440,71;N;NULL
2021S013403;27/07/2021;8:10:00;CALL. PIO BAROJA, 10;10;RETIRO;Colisión fronto-lateral;Despejado;Bicicleta;10419;Conductor;De 40 a 44 años;Hombre;2;442723,52;4473830,73;N;NULL
2021S013434;26/07/2021;15:50:00;PASEO. SANTA MARIA DE LA CABEZA, 1;1;ARGANZUELA;Alcance;Despejado;Bicicleta;10420;Conductor;De 30 a 34 años;Hombre;14;441140,11;4473147,21;N;NULL
2021S013471;27/07/2021;12:50:00;CALL. ANCORA, 15;15;ARGANZUELA;Otro;Despejado;Bicicleta;10421;Conductor;De 40 a 44 años;Hombre;7;441289,83;4472725,6;N;NULL
2021S013604;25/07/2021;0:07:00;PASEO. PRADO / ZORRILLA;8;CENTRO;Caída;Despejado;Bicicleta;10422;Conductor;De 21 a 24 años;Mujer;1;441058,56;4474164,31;N;NULL
2021S013686;31/07/2021;11:15:00;CALL. PADRE LLANOS, 24;24;PUENTE DE VALLECAS;Colisión frontal;Lluvia débil;Bicicleta;10423;Conductor;De 40 a 44 años;Hombre;7;444305,47;4469563,17;N;NULL
2021S013696;31/07/2021;16:15:00;CALL. EL TOBOSO / CALL. PRIMULA;49;CARABANCHEL;Colisión fronto-lateral;Despejado;Bicicleta;10424;Conductor;De 15 a 17 años;Hombre;7;437945,42;4471625,98;N;NULL
2021S013744;01/08/2021;15:00:00;PQUE. RETIRO / PASEO. FERNAN NUÑEZ;0;RETIRO;Atropello a persona;Despejado;Bicicleta;10425;Conductor;De 10 a 14 años;Mujer;14;442183,39;4474730,16;N;NULL
2021S013744;01/08/2021;15:00:00;PQUE. RETIRO / PASEO. FERNAN NUÑEZ;0;RETIRO;Atropello a persona;Despejado;Bicicleta;10426;Peatón;De 65 a 69 años;Hombre;14;442183,39;4474730,16;N;NULL
2021S013755;01/08/2021;19:45:00;CALL. MISTERIOS, 97;97;CIUDAD LINEAL;Choque contra obstáculo fijo;Despejado;Bicicleta;10427;Conductor;De 35 a 39 años;Hombre;2;445251,54;4477161,46;N;NULL
2021S013834;02/08/2021;10:00:00;CTRA. BOADILLA DEL MONTE / CALL. GALICIA;34;LATINA;Colisión frontal;Despejado;Bicicleta;10428;Conductor;De 40 a 44 años;Hombre;14;434303,13;4472362,79;N;NULL
2021S013834;02/08/2021;10:00:00;CTRA. BOADILLA DEL MONTE / CALL. GALICIA;34;LATINA;Colisión frontal;Despejado;Bicicleta;10429;Conductor;De 55 a 59 años;Hombre;2;434303,13;4472362,79;N;NULL
2021S013839;03/08/2021;12:00:00;CALL. AYALA, 72;72;SALAMANCA;Caída;Despejado;Bicicleta;10430;Conductor;De 25 a 29 años;Mujer;1;442374,54;4475419,49;N;NULL
2021S013842;25/07/2021;1:00:00;AVDA. ASTURIAS, 62;62;TETUÁN;Caída;Despejado;Bicicleta;10431;Conductor;De 25 a 29 años;Mujer;NULL;440799,49;4480371,17;N;NULL
2021S013863;03/08/2021;20:35:00;CALL. PARROCO DON EMILIO FRANCO, 10;10;PUENTE DE VALLECAS;Colisión fronto-lateral;Despejado;Bicicleta;10432;Conductor;De 50 a 54 años;Hombre;7;443463,93;4471499,34;S;NULL
2021S013873;31/07/2021;0:45:00;CALL. MAYOR, 25;25;CENTRO;Colisión lateral;Despejado;Bicicleta;10433;Conductor;De 21 a 24 años;Mujer;7;440030,75;4474192,64;N;NULL
2021S013891;03/08/2021;22:38:00;AVDA. DEMOCRACIA / BULEV. JOSE PRAT;19;PUENTE DE VALLECAS;Colisión fronto-lateral;Despejado;Bicicleta;10434;Conductor;De 45 a 49 años;Hombre;6;447133,24;4471107,87;N;NULL
2021S013972;04/08/2021;19:55:00;AVDA. AMERICA, 38;38;SALAMANCA;Caída;Despejado;Bicicleta;10435;Conductor;De 35 a 39 años;Hombre;7;443559,66;4476960,05;N;NULL
2021S013974;05/08/2021;19:50:00;PASEO. MELANCOLICOS / CALL. SAN ALEJANDRO;47;ARGANZUELA;Colisión fronto-lateral;Despejado;Bicicleta;10436;Conductor;De 21 a 24 años;Mujer;2;438882,8;4472902,52;N;NULL
2021S013975;05/08/2021;20:12:00;AVDA. ALBUFERA, 323;323;PUENTE DE VALLECAS;Caída;Despejado;Bicicleta;10437;Conductor;De 60 a 64 años;Hombre;7;446472,44;4470490,16;N;NULL
2021S013982;06/08/2021;0:15:00;AVDA. HELLIN / CALL. ALBERIQUE;21;SAN BLAS-CANILLEJAS;Colisión fronto-lateral;Despejado;Bicicleta;10438;Conductor;De 21 a 24 años;Hombre;NULL;447798,97;4475641,53;N;NULL
2021S014018;05/08/2021;21:55:00;CALL. RIBERA DE CURTIDORES, 47;47;ARGANZUELA;Colisión fronto-lateral;Despejado;Bicicleta;10439;Conductor;De 30 a 34 años;Mujer;7;440055,87;4472875,91;N;NULL
2021S014084;07/08/2021;19:20:00;PASEO. CASTELLANA, 81;81;TETUÁN;Choque contra obstáculo fijo;Despejado;Bicicleta;10440;Conductor;De 40 a 44 años;Hombre;3;441320,27;4477646,64;N;NULL
2021S014116;08/08/2021;13:50:00;CALL. INFANTAS, 3;3;CENTRO;Caída;Despejado;Bicicleta;10441;Conductor;De 25 a 29 años;Hombre;7;440550,32;4474731,56;N;NULL
2021S014130;08/08/2021;17:30:00;PASEO. FERNAN NUÑEZ, 26;26;RETIRO;Otro;Despejado;Bicicleta;10442;Conductor;De 6  a  9 años;Hombre;7;442275,8;4474394,02;N;NULL
2021S014146;04/08/2021;12:00:00;CTRA. CIUDAD UNIVERSITARIA / PQUE. CASA DE CAMPO;0;MONCLOA-ARAVACA;Solo salida de la vía;Despejado;Bicicleta;10443;Conductor;De 55 a 59 años;Hombre;1;435236,48;4477535,38;N;NULL
2021S014147;08/08/2021;8:40:00;PASEO. YESERIAS, 33;33;ARGANZUELA;Colisión lateral;Despejado;Bicicleta;10444;Conductor;De 70 a 74 años;Hombre;14;439891,68;4472222,31;N;NULL
2021S014148;08/08/2021;10:20:00;CALL. NURIA / CALL. LA MASO;1;FUENCARRAL-EL PARDO;Atropello a persona;Despejado;Bicicleta;10445;Conductor;Desconocido;Desconocido;NULL;440743,36;4482389,67;N;NULL
2021S014148;08/08/2021;10:20:00;CALL. NURIA / CALL. LA MASO;1;FUENCARRAL-EL PARDO;Atropello a persona;Despejado;Bicicleta;10446;Peatón;De 40 a 44 años;Mujer;1;440743,36;4482389,67;N;NULL
2021S014174;09/08/2021;20:02:00;CALL. MINERVA / CALL. CAMPO DE LA TORRE;58;VICÁLVARO;Colisión lateral;Despejado;Bicicleta;10447;Conductor;De 10 a 14 años;Hombre;2;448561,24;4471974,23;N;NULL
2021S014182;09/08/2021;23:34:00;AVDA. PABLO IGLESIAS, 40;40;TETUÁN;Colisión lateral;NULL;Bicicleta;10448;Conductor;De 30 a 34 años;Hombre;NULL;439872,68;4477810,78;S;NULL
2021S014189;09/08/2021;10:45:00;CTRA. CANILLAS, 122;122;HORTALEZA;Colisión fronto-lateral;Despejado;Bicicleta;10449;Conductor;De 50 a 54 años;Hombre;14;445594,63;4479494,49;N;NULL
2021S014240;10/08/2021;16:50:00;PLAZA. BEATA MARIA ANA DE JESUS / CALL. EMBAJADORES;14;ARGANZUELA;Colisión lateral;Despejado;Bicicleta;10450;Conductor;De 40 a 44 años;Hombre;7;440996,36;4471786,06;N;NULL
2021S014406;14/08/2021;2:30:00;CALL. BRAVO MURILLO, 211;211;TETUÁN;Caída;Despejado;Bicicleta;10451;Conductor;De 25 a 29 años;Hombre;7;440423,76;4478580,13;N;NULL
2021S014441;14/08/2021;16:00:00;RONDA. TOLEDO, 14;14;ARGANZUELA;Alcance;Despejado;Bicicleta;10452;Conductor;De 18 a 20 años;Mujer;7;439936,78;4473037,12;N;NULL
2021S014441;14/08/2021;16:00:00;RONDA. TOLEDO, 14;14;ARGANZUELA;Alcance;Despejado;Bicicleta;10453;Conductor;De 21 a 24 años;Mujer;14;439936,78;4473037,12;N;NULL
2021S014570;19/08/2021;1:30:00;AVDA. OPORTO / TRVA. ANTONIA LANCHA;8;CARABANCHEL;Colisión lateral;Despejado;Bicicleta;10454;Conductor;De 35 a 39 años;Hombre;7;438887,87;4470776,95;S;NULL
2021S014602;19/08/2021;20:00:00;CALL. NUMANCIA / AVDA. PABLO IGLESIAS;2;TETUÁN;Caída;Despejado;Bicicleta;10455;Conductor;De 50 a 54 años;Mujer;6;439536,34;4478290,62;N;NULL
2021S014625;19/08/2021;11:30:00;CALL. ARTURO SORIA, 71;71;CIUDAD LINEAL;Caída;Despejado;Bicicleta;10456;Conductor;De 50 a 54 años;Hombre;NULL;445143,2;4477373,74;N;NULL
2021S014828;24/08/2021;22:10:00;AVDA. COMPLUTENSE, 40;40;MONCLOA-ARAVACA;Caída;Despejado;Bicicleta;10457;Conductor;De 60 a 64 años;Hombre;2;438199,73;4478385,69;N;NULL
2021S014841;25/08/2021;11:55:00;AVDA. BLAS DE LEZO / CALL. CERRO DEL CAMPO;26;VICÁLVARO;Caída;Despejado;Bicicleta;10458;Conductor;De 70 a 74 años;Hombre;1;453181,82;4473080,51;N;NULL
2021S014844;25/08/2021;14:50:00;CALLE SERRANO 240;240;CHAMARTÍN;Colisión lateral;Despejado;Bicicleta;10459;Conductor;De 30 a 34 años;Mujer;6;442534,58;4478425,68;N;NULL
2021S014868;25/08/2021;5:50:00;CALL. ARROYO DE LA MEDIA LEGUA / CALL. ALCALDE GARRIDO JUARISTI;72;MORATALAZ;Caída;Despejado;Bicicleta;10460;Conductor;De 40 a 44 años;Hombre;2;444742,4;4473981,42;N;NULL
2021S014870;26/08/2021;8:20:00;AVDA. REAL DE PINTO / CALL. SAN NORBERTO;32;VILLAVERDE;Caída;Despejado;Bicicleta;10461;Conductor;De 60 a 64 años;Hombre;2;440007,63;4466386,06;N;NULL
2021S014934;27/08/2021;10:40:00;CALL. ALCALA, 81;81;SALAMANCA;Caída;NULL;Bicicleta;10462;Conductor;De 30 a 34 años;Hombre;NULL;441765,05;4474674,08;N;NULL
2021S014984;28/08/2021;10:20:00;CALL. SAN DALMACIO / CALL. SAN NORBERTO;43;VILLAVERDE;Caída;Despejado;Bicicleta;10463;Conductor;De 60 a 64 años;Hombre;7;440739,15;4465791,67;N;NULL
2021S015034;29/08/2021;19:26:00;CALL. ALCALA, 249;249;CIUDAD LINEAL;Colisión fronto-lateral;Despejado;Bicicleta;10464;Conductor;De 10 a 14 años;Hombre;1;444045,38;4475894,01;N;NULL
2021S015036;29/08/2021;19:20:00;CALL. AZCONA / CALL. AMOROS;27;SALAMANCA;Colisión fronto-lateral;Despejado;Bicicleta;10465;Conductor;De 25 a 29 años;Hombre;6;443266,02;4476209,89;N;NULL
2021S015057;30/08/2021;8:25:00;CALL. EMBAJADORES, 320;320;PUENTE DE VALLECAS;Colisión fronto-lateral;Despejado;Bicicleta;10466;Conductor;De 45 a 49 años;Hombre;1;441932,61;4470006,17;N;NULL
2021S015139;31/08/2021;16:15:00;PASEO. MARQUES DE MONISTROL / CTRA. DEHESA DE LA VILLA;140;MONCLOA-ARAVACA;Colisión fronto-lateral;Despejado;Bicicleta;10467;Conductor;De 60 a 64 años;Hombre;5;437513,4;4475765,22;N;NULL
2021S015141;30/08/2021;21:38:00;PASEO. RECOLETOS, 15;15;CENTRO;Colisión lateral;Despejado;Bicicleta;10468;Conductor;De 55 a 59 años;Hombre;7;441239,67;4474776,11;N;NULL
2021S015143;31/08/2021;17:35:00;PASEO. VENEZUELA, 1;1;RETIRO;Caída;Despejado;Bicicleta;10469;Conductor;De 10 a 14 años;Mujer;7;441987,61;4474112,61;N;NULL
