"tipo_elem";"distrito";"id";"id_cruce";"fecha_inst";"utm_x";"utm_y";"longitud";"latitud"
"SEMAFORO 3/200 BICI";7;53423;472;"1971-11-19 00:00:00";440568.633186451;4476775.12515242;-3.70075673994024;40.43950089957
"SEMAFORO 3/200 BICI";7;53424;472;"1971-11-19 00:00:00";440527.176408806;4476889.29656073;-3.70125621036472;40.4405264418654
"SEMAFORO 3/200 BICI";7;19834;188;"2017-06-02 00:00:00";440485.062567419;4477032.92922847;-3.70176620326498;40.4418173345355
"SEMAFORO 3/200 BICI";7;53439;188;"1966-09-06 00:00:00";440467.009464675;4477083.135017;-3.70198376484605;40.4422683177523
"SEMAFORO 3/200 BICI";7;53438;188;"1966-09-06 00:00:00";440471.855883648;4477077.3426562;-3.70192607955387;40.4422164846322
"SEMAFORO 3/200 BICI";7;53459;279;"1968-01-09 00:00:00";440347.767488461;4477442.66163944;-3.70342346945472;40.4454985417967
"SEMAFORO 3/200 BICI";7;53461;281;"1968-01-19 00:00:00";440387.197726335;4477322.07367414;-3.7029472211882;40.4444150619273
"SEMAFORO 3/200 BICI";7;53462;281;"1968-01-19 00:00:00";440396.98083071;4477294.47019703;-3.7028292781071;40.4441670993341
"SEMAFORO 2/200 PEATON - BICI";7;53467;281;"1968-01-19 00:00:00";440388.391504983;4477316.73562867;-3.70293264434049;40.4443670601143
"SEMAFORO 3/200 BICI";7;53469;280;"1968-01-09 00:00:00";440437.31294978;4477172.09817448;-3.70234224786351;40.4430676096578
"SEMAFORO 3/200 BICI";7;53470;280;"1968-01-09 00:00:00";440428.171642358;4477197.15429673;-3.70245238096353;40.4432926711365
"SEMAFORO 3/200 BICI";7;53346;476;"1971-11-25 00:00:00";440717.028970144;4476305.06053451;-3.69896327010615;40.4352769394525
"SEMAFORO 2/200 PEATON - BICI";7;27689;188;"2017-06-03 00:00:00";440466.607077323;4477063.06287358;-3.70198662825251;40.4420874703458
"SEMAFORO 2/200 PEATON - BICI";7;27688;188;"2017-06-15 00:00:00";440470.072347942;4477051.45893447;-3.7019446831408;40.4419831851161
"SEMAFORO 2/200 PEATON - BICI";7;37286;476;"2017-06-10 00:00:00";440705.307272143;4476265.21896736;-3.69909774517505;40.4349171930137
"SEMAFORO 2/200 PEATON - BICI";8;48299;2028;"2007-09-17 00:00:00";441230.784777541;4484125.48380714;-3.69363085722356;40.5057629592015
"SEMAFORO 2/200 PEATON - BICI";8;48298;2029;"2007-09-17 00:00:00";437396.450835439;4481289.98299414;-3.73860245678068;40.4799394890279
"SEMAFORO 2/200 PEATON - BICI";8;48297;2029;"2007-09-17 00:00:00";437401.201368816;4481294.96892234;-3.73854690620043;40.4799847619172
"SEMAFORO 2/200 PEATON - BICI";8;48178;2050;"2008-06-13 00:00:00";437626.231662824;4481797.36803673;-3.73594161081257;40.4845274600004
"SEMAFORO 2/200 PEATON - BICI";8;48177;2050;"2008-06-13 00:00:00";437614.634331814;4481797.14538813;-3.73607841388793;40.4845245829637
"SEMAFORO 2/200 PEATON - BICI";8;48176;1638;"2000-06-28 00:00:00";438129.587622255;4481992.56017236;-3.73002207678375;40.4863234746157
"SEMAFORO 2/200 PEATON - BICI";8;48175;1638;"2000-06-28 00:00:00";438130.327737141;4482006.35842929;-3.73001469147473;40.4864478287556
"SEMAFORO 2/200 PEATON - BICI";8;44299;2024;"2021-02-15 00:00:00";437838.446292566;4481864.49201485;-3.73344448959377;40.4851480492226
"SEMAFORO 2/200 PEATON - BICI";8;44289;1638;"2000-06-28 00:00:00";438131.409347054;4482037.09031937;-3.73000492987942;40.4867247517613
"SEMAFORO 2/200 PEATON - BICI";8;44288;1638;"2000-06-28 00:00:00";438126.728173031;4482044.21341448;-3.73006085542341;40.4867885699356
"SEMAFORO 2/200 PEATON - BICI";8;51854;843;"2015-10-29 00:00:00";437207.628202364;4480926.69414681;-3.74079405387757;40.4766526165581
"SEMAFORO 2/200 PEATON - BICI";8;228;2026;"2007-09-17 00:00:00";441051.276816792;4484241.59715834;-3.69576018290713;40.5067962130616
"SEMAFORO 2/200 PEATON - BICI";8;227;2026;"2007-09-17 00:00:00";441044.889985047;4484245.93949239;-3.69583596443391;40.5068348764524
"SEMAFORO 2/200 PEATON - BICI";8;226;2027;"2007-09-17 00:00:00";441138.10369091;4484185.4813725;-3.6947302377334;40.5062968676614
"SEMAFORO 2/200 PEATON - BICI";8;46692;2053;"2008-07-09 00:00:00";439512.857929368;4483871.3036503;-3.71388114890688;40.50334975119
"SEMAFORO 2/200 PEATON - BICI";8;46691;2053;"2008-07-09 00:00:00";439511.331338833;4483865.09296277;-3.7138985715285;40.5032936920599
"SEMAFORO 2/200 PEATON - BICI";8;46306;1818;"2004-08-02 00:00:00";443548.933313093;4484677.73266523;-3.66632165418312;40.5108988125337
"SEMAFORO 2/200 PEATON - BICI";8;46305;1818;"2004-08-02 00:00:00";443539.526723667;4484669.59440238;-3.66643195219163;40.5108248596198
"SEMAFORO 2/200 PEATON - BICI";8;46304;1818;"2004-08-02 00:00:00";443500.817703828;4484685.0603033;-3.66689020547838;40.5109615468056
"SEMAFORO 2/200 PEATON - BICI";8;46303;1818;"2004-08-02 00:00:00";443494.002915876;4484691.43600817;-3.66697120796839;40.5110185174469
"SEMAFORO 2/200 PEATON - BICI";8;46302;1818;"2004-08-02 00:00:00";443486.577635236;4484698.3550584;-3.66705946461972;40.5110803411043
"SEMAFORO 2/200 PEATON - BICI";8;46301;1818;"2004-08-02 00:00:00";443480.216418101;4484704.20799515;-3.66713506731509;40.5111326332295
"SEMAFORO 2/200 PEATON - BICI";8;46300;1818;"2004-08-02 00:00:00";443460.399304347;4484740.19244479;-3.66737217862166;40.5114554446834
"SEMAFORO 2/200 PEATON - BICI";8;46299;1818;"2004-08-02 00:00:00";443467.77310337;4484751.3090845;-3.6672861393736;40.5115560903281
"SEMAFORO 2/200 PEATON - BICI";8;46194;1832;"2004-08-02 00:00:00";443946.341330124;4483728.41133833;-3.66154710147078;40.5023738880184
"SEMAFORO 2/200 PEATON - BICI";8;46193;1832;"2004-08-02 00:00:00";443949.476510107;4483734.82310316;-3.66151066973826;40.5024318596649
"SEMAFORO 2/200 PEATON - BICI";8;54282;2238;"2018-04-25 00:00:00";438510.22623119;4482746.90266298;-3.72560437269353;40.4931471086975
"SEMAFORO 2/200 PEATON - BICI";8;54283;2238;"2018-04-25 00:00:00";438518.54101231;4482756.37105409;-3.72550718104244;40.4932330188443
"SEMAFORO 2/200 PEATON - BICI";8;44355;843;"2015-10-29 00:00:00";437209.463367146;4480936.6417696;-3.74077339012587;40.4767423665221
"SEMAFORO 2/200 PEATON - BICI";8;44354;843;"2015-10-29 00:00:00";437211.160895992;4480948.10736539;-3.74075450025077;40.4768457804373
"SEMAFORO 2/200 PEATON - BICI";8;44316;1640;"2000-06-28 00:00:00";438726.677659543;4482626.27614975;-3.72303868708182;40.4920764745887
"SEMAFORO 2/200 PEATON - BICI";8;44315;1640;"2000-06-28 00:00:00";438720.201178455;4482631.62658897;-3.72311562260989;40.4921241949071
"SEMAFORO 2/200 PEATON - BICI";8;44314;1640;"2000-06-28 00:00:00";438657.027044453;4482557.52911045;-3.72385386265385;40.491452035045
"SEMAFORO 2/200 PEATON - BICI";8;44313;1640;"2000-06-28 00:00:00";438663.620303149;4482552.10377543;-3.72377554225238;40.4914036491547
"SEMAFORO 2/200 PEATON - BICI";8;44312;1640;"2000-06-28 00:00:00";438710.698855326;4482563.44494387;-3.72322114941676;40.4915092915298
"SEMAFORO 2/200 PEATON - BICI";8;44311;1640;"2000-06-28 00:00:00";438714.376715348;4482568.22063793;-3.72317821536095;40.4915525840521
"SEMAFORO 2/200 PEATON - BICI";8;225;2027;"2007-09-17 00:00:00";441131.503368944;4484189.86486131;-3.69480854152804;40.5063358873277
"SEMAFORO 2/200 PEATON - BICI";8;51853;843;"2015-10-29 00:00:00";437206.976262288;4480924.27267687;-3.74080150478184;40.4766307539274
"SEMAFORO 2/200 PEATON - BICI";8;48300;2028;"2007-09-17 00:00:00";441241.289106264;4484118.53870835;-3.69350624279797;40.5057011393508
"SEMAFORO 2/200 PEATON - BICI";8;221;1530;"1998-06-08 00:00:00";441923.785728869;4484024.5100623;-3.68544292750865;40.5049021522051
"SEMAFORO 2/200 PEATON - BICI";8;222;1530;"1998-06-08 00:00:00";441917.247247281;4484024.45332342;-3.68552008731072;40.5049011833551
"SEMAFORO 2/200 PEATON - BICI";8;223;2025;"2021-03-02 00:00:00";440936.948058646;4484314.89250195;-3.69711632465344;40.5074483508733
"SEMAFORO 2/200 PEATON - BICI";8;224;2025;"2007-09-17 00:00:00";440947.549186073;4484308.22004539;-3.69699058693999;40.5073889977967
"SEMAFORO 2/200 PEATON - BICI";8;44310;1640;"2000-06-28 00:00:00";438722.607827762;4482566.38476842;-3.7230809169993;40.4915366536576
"SEMAFORO 2/200 PEATON - BICI";8;44309;1640;"2000-06-28 00:00:00";438727.15259672;4482569.20745712;-3.72302756513277;40.4915624168333
"SEMAFORO 2/200 PEATON - BICI";8;44300;2024;"2007-09-17 00:00:00";437832.905231724;4481855.81316778;-3.73350901239027;40.4850694526237
"SEMAFORO 2/200 PEATON - BICI";9;56903;4588;"";439419.775844429;4474776.36916939;-3.71411146712574;40.4214123452455
"SEMAFORO 2/200 PEATON - BICI";9;35869;195;"1966-10-01 00:00:00";438437.88342922;4476829.73826167;-3.72588387590808;40.4398378621555
"SEMAFORO 2/200 PEATON - BICI";9;29371;100;"1962-02-27 00:00:00";439635.033975185;4475096.32589655;-3.71160459272259;40.4243103023043
"SEMAFORO 2/200 PEATON - BICI";9;35830;387;"1969-11-12 00:00:00";438140.44574672;4478653.49616856;-3.7295683570932;40.4562448776323
"SEMAFORO 2/200 PEATON - BICI";9;35831;387;"1969-11-12 00:00:00";438143.831892607;4478655.92308133;-3.72952866060865;40.4562669921686
"SEMAFORO 2/200 PEATON - BICI";9;35832;387;"1969-11-12 00:00:00";438154.775872479;4478656.54291327;-3.72939965814741;40.4562733903199
"SEMAFORO 2/200 PEATON - BICI";9;35833;387;"1969-11-12 00:00:00";438160.369728859;4478655.16192311;-3.72933355501682;40.4562613661202
"SEMAFORO 2/200 PEATON - BICI";9;35846;1439;"1995-10-26 00:00:00";438316.281356797;4477500.29573584;-3.7273826976305;40.4458694898732
"SEMAFORO 2/200 PEATON - BICI";9;35847;1439;"1995-10-26 00:00:00";438312.980192929;4477509.46341862;-3.72742251279151;40.445951830898
"SEMAFORO 2/200 PEATON - BICI";9;35870;195;"1966-10-01 00:00:00";438440.186348375;4476820.61907027;-3.72585584050691;40.4397558833963
"SEMAFORO 2/200 PEATON - BICI";9;44131;978;"1980-10-17 00:00:00";438310.149249178;4477800.05877277;-3.72748411910748;40.4485694132818
"SEMAFORO 2/200 PEATON - BICI";9;44132;978;"1980-10-17 00:00:00";438316.663259213;4477793.79220675;-3.72740669917022;40.4485134450803
"SEMAFORO 2/200 PEATON - BICI";9;44133;978;"1980-10-17 00:00:00";438309.114908343;4477776.70457666;-3.72749404714614;40.4483589531705
"SEMAFORO 2/200 PEATON - BICI";9;44134;978;"1980-10-17 00:00:00";438307.466765401;4477767.63429321;-3.72751260040465;40.448277122345
"SEMAFORO 2/200 PEATON - BICI";9;44135;978;"1980-10-17 00:00:00";438221.443162463;4477752.13362734;-3.72852545289818;40.4481310981481
"SEMAFORO 2/200 PEATON - BICI";9;44136;978;"1980-10-17 00:00:00";438219.724199388;4477764.70524953;-3.72854694521311;40.4482442202659
"SEMAFORO 2/200 PEATON - BICI";9;44137;978;"1980-10-17 00:00:00";438221.862654841;4477771.41827037;-3.72852238231797;40.4483048525835
"SEMAFORO 2/200 PEATON - BICI";9;44138;978;"1980-10-17 00:00:00";438228.426830681;4477783.33425226;-3.72844613883142;40.448412683984
"SEMAFORO 2/200 PEATON - BICI";9;44139;978;"1980-10-17 00:00:00";438263.966688078;4477719.95488279;-3.7280209033656;40.4478443790077
"SEMAFORO 2/200 PEATON - BICI";9;44140;978;"1980-10-17 00:00:00";438268.934898332;4477720.64759405;-3.727962387666;40.4478509881496
"SEMAFORO 2/200 PEATON - BICI";9;44141;978;"1980-10-17 00:00:00";438272.755134488;4477721.19146854;-3.72791739391565;40.4478561712455
"SEMAFORO 2/200 PEATON - BICI";9;44142;978;"1980-10-17 00:00:00";438277.98382758;4477721.88417702;-3.72785580669044;40.44786279965
"SEMAFORO 2/200 PEATON - BICI";9;54584;573;"1973-06-08 00:00:00";437502.671967169;4476201.87906182;-3.73684841968802;40.4341121094369
"SEMAFORO 2/200 PEATON - BICI";9;54585;573;"1973-06-08 00:00:00";437503.410192071;4476206.50793148;-3.7368401718298;40.4341538635182
"SEMAFORO 2/200 PEATON - BICI";9;56383;418;"1995-10-26 00:00:00";438373.867079314;4477049.84203346;-3.7266599903293;40.4418159006559
"SEMAFORO 2/200 PEATON - BICI";9;56385;418;"1995-10-26 00:00:00";438374.384638292;4477046.31451861;-3.72665354585413;40.4417841617959
"SEMAFORO 2/200 PEATON - BICI";10;30482;1997;"2007-05-04 00:00:00";437291.117024131;4473656.76594659;-3.73909148845172;40.4111688102121
"SEMAFORO 2/200 BICI";10;52637;242;"2014-11-06 00:00:00";438582.64576061;4473974.00864101;-3.72390122541131;40.4141229682631
"SEMAFORO 2/200 PEATON - BICI";10;38769;1810;"2004-07-29 00:00:00";435020.614005777;4468935.06188237;-3.76536788619103;40.3684597195445
"SEMAFORO 2/200 PEATON - BICI";10;49255;939;"1980-01-02 00:00:00";435684.992869298;4472162.37602874;-3.75786883048738;40.3975842272917
"SEMAFORO 2/200 PEATON - BICI";10;49254;939;"1980-01-02 00:00:00";435686.397682804;4472166.35314107;-3.75785267968866;40.3976201631705
"SEMAFORO 2/200 PEATON - BICI";10;38770;1810;"2004-07-29 00:00:00";435013.090929788;4468931.34380233;-3.76545611125107;40.368425639079
"SEMAFORO 2/200 PEATON - BICI";10;47280;1745;"2003-02-11 00:00:00";435494.864725102;4470686.04813489;-3.75995953814935;40.3842701726869
"SEMAFORO 2/200 PEATON - BICI";10;47279;1745;"2003-02-11 00:00:00";435482.640242354;4470674.59896618;-3.76010238804276;40.3841660873805
"SEMAFORO 2/200 PEATON - BICI";10;34481;2039;"2021-04-06 00:00:00";435711.951727267;4472287.02065284;-3.75756376747462;40.3987091564968
"SEMAFORO 2/200 PEATON - BICI";10;34482;2039;"2007-12-13 00:00:00";435702.491647468;4472272.35779294;-3.75767375403102;40.3985763373555
"SEMAFORO 2/200 BICI";10;52636;242;"2014-11-06 00:00:00";438582.009398233;4473952.23831171;-3.72390662362348;40.4139268046895
"SEMAFORO 2/200 PEATON - BICI";10;46600;1996;"2007-05-04 00:00:00";438074.076016257;4474033.7401751;-3.72990088393783;40.4146233713874
"SEMAFORO 2/200 PEATON - BICI";10;46599;1996;"2007-05-04 00:00:00";438083.459400347;4474038.27817207;-3.7297907352061;40.4146649496974
"SEMAFORO 2/200 PEATON - BICI";10;30483;1997;"2007-05-04 00:00:00";437301.613784372;4473656.2039477;-3.7389677272456;40.4111645382138
"SEMAFORO 2/200 PEATON - BICI";10;46485;1011;"1981-07-02 00:00:00";438057.079774437;4472677.48648788;-3.72996917898652;40.4024043872214
"SEMAFORO 2/200 PEATON - BICI";10;46484;1011;"1981-07-02 00:00:00";438065.646870766;4472692.6812094;-3.72986970582918;40.4025419052764
"SEMAFORO 2/200 PEATON - BICI";10;46483;1011;"1981-07-02 00:00:00";438073.315842368;4472695.93981401;-3.72977965426743;40.4025718306333
"SEMAFORO 2/200 PEATON - BICI";10;46486;1011;"1981-07-02 00:00:00";438048.560028366;4472674.41917111;-3.73006927407147;40.4023761216241
"SEMAFORO 2/200 PEATON - BICI";10;38767;1810;"2004-07-29 00:00:00";435034.642394934;4468945.8008966;-3.76520375916241;40.3685575544667
"SEMAFORO 2/200 PEATON - BICI";10;38768;1810;"2004-07-29 00:00:00";435027.428362548;4468942.77165593;-3.76528841481994;40.3685297035675
"SEMAFORO 3/200 BICI";11;53826;346;"1969-04-12 00:00:00";438566.885800841;4470796.24213735;-3.72378032079423;40.3854950290366
"SEMAFORO 3/200 BICI";11;53828;598;"1973-09-28 00:00:00";438069.209838083;4470997.11307598;-3.72966281793707;40.3872677226658
"SEMAFORO 3/200 BICI";11;49403;647;"1975-01-29 00:00:00";438723.792813183;4470771.65937843;-3.72192948017414;40.3852851307037
"SEMAFORO 3/200 BICI";11;53830;598;"1973-09-28 00:00:00";438105.251061229;4470965.86588501;-3.72923518020497;40.3869889118547
"SEMAFORO 3/200 BICI";11;53833;320;"1968-09-16 00:00:00";438224.09323327;4470896.49531998;-3.72782837873054;40.3863728100413
"SEMAFORO 3/200 BICI";11;53834;320;"1968-09-16 00:00:00";438230.254018828;4470892.72331959;-3.72775543370107;40.3863392868872
"SEMAFORO 2/200 PEATON - BICI";11;38814;1013;"1981-07-24 00:00:00";437113.32372611;4470611.11108264;-3.7408859912386;40.3837188366872
"SEMAFORO 2/200 PEATON - BICI";11;38815;1013;"1981-07-24 00:00:00";437104.576265448;4470608.12685921;-3.74098874482792;40.3836912931869
"SEMAFORO 2/200 PEATON - BICI";11;38816;1013;"1981-07-24 00:00:00";437099.974020627;4470603.95377189;-3.74104254889988;40.3836533527203
"SEMAFORO 2/200 PEATON - BICI";11;38863;1069;"1983-02-09 00:00:00";436988.518056323;4470519.25843029;-3.74234716203363;40.3828819576891
"SEMAFORO 3/200 BICI";11;53838;128;"1964-11-23 00:00:00";438372.248886822;4470835.08790569;-3.72607703832572;40.3858305955427
"SEMAFORO 3/200 BICI";11;53841;128;"1964-11-23 00:00:00";438396.079683877;4470830.56317758;-3.72579585587225;40.3857915970944
"SEMAFORO 3/200 BICI";11;53839;128;"1964-11-23 00:00:00";438365.58990699;4470836.9971883;-3.72615567088574;40.3858473026674
"SEMAFORO 3/200 BICI";11;22096;2272;"2017-08-09 00:00:00";438971.929641817;4470766.95369092;-3.71900580846459;40.3852609526047
"SEMAFORO 2/200 PEATON - BICI";11;38864;1069;"1983-02-09 00:00:00";436987.888804158;4470517.38392944;-3.74235438937594;40.3828650237599
"SEMAFORO 2/200 PEATON - BICI";11;43928;1338;"1992-09-10 00:00:00";436603.476079419;4469629.89346194;-3.74679456034882;40.3748409552899
"SEMAFORO 2/200 PEATON - BICI";11;43929;1338;"2020-09-22 00:00:00";436607.416617769;4469625.42507935;-3.74674770118569;40.3748010018122
"SEMAFORO 2/200 PEATON - BICI";11;38867;345;"2019-06-06 00:00:00";437618.107227485;4470917.05330721;-3.7349694141252;40.3865128511884
"SEMAFORO 2/200 PEATON - BICI";11;38871;345;"2019-06-06 00:00:00";437633.686178226;4470904.15628918;-3.73478461815724;40.3863978353351
"SEMAFORO 2/200 PEATON - BICI";11;38874;1841;"2004-09-09 00:00:00";437731.552964404;4470988.38744846;-3.73363989860176;40.387163948769
"SEMAFORO 2/200 PEATON - BICI";11;39044;1341;"1992-09-25 00:00:00";436048.549639244;4469852.93032555;-3.7533532939854;40.3768077734052
"SEMAFORO 2/200 PEATON - BICI";11;39045;1341;"1992-09-25 00:00:00";436054.348201447;4469848.58459779;-3.75328455604797;40.3767690701404
"SEMAFORO 2/200 PEATON - BICI";11;39060;1086;"1983-12-09 00:00:00";436274.854230599;4469754.65002075;-3.75067779867406;40.3759397561352
"SEMAFORO 2/200 PEATON - BICI";11;39061;1086;"1983-12-09 00:00:00";436285.019498337;4469750.87259513;-3.75055768466638;40.3759065046144
"SEMAFORO 2/200 PEATON - BICI";11;39112;2056;"2008-08-22 00:00:00";435112.471845167;4468373.35910573;-3.76422886481547;40.3634068152304
"SEMAFORO 2/200 PEATON - BICI";11;39113;2056;"2008-08-22 00:00:00";435108.232467079;4468382.97378117;-3.76427976916644;40.3634930984529
"SEMAFORO 2/200 PEATON - BICI";11;39118;1788;"2004-05-17 00:00:00";435267.543481975;4468452.44121724;-3.76241065035243;40.364131274991
"SEMAFORO 2/200 PEATON - BICI";11;39119;1788;"2004-05-17 00:00:00";435271.728527805;4468443.34010798;-3.76236043986551;40.3640496131475
"SEMAFORO 2/200 PEATON - BICI";11;39120;1788;"2004-05-17 00:00:00";435275.167521729;4468417.39102599;-3.76231730583057;40.3638161194864
"SEMAFORO 2/200 PEATON - BICI";11;39121;1788;"2004-05-17 00:00:00";435268.328172546;4468414.24016576;-3.76239753188531;40.3637872042083
"SEMAFORO 2/200 PEATON - BICI";11;39122;1788;"2004-05-17 00:00:00";435253.041537977;4468407.31932621;-3.76257685730086;40.3637236713299
"SEMAFORO 2/200 PEATON - BICI";11;39123;1788;"2004-05-17 00:00:00";435245.534811446;4468404.1140895;-3.76266493718691;40.3636942141955
"SEMAFORO 2/200 PEATON - BICI";11;39124;1788;"2004-05-17 00:00:00";435229.046718761;4468424.7336675;-3.76286120833909;40.3638786836281
"SEMAFORO 2/200 PEATON - BICI";11;39125;1788;"2004-05-17 00:00:00";435225.290459103;4468433.43316904;-3.76290632875623;40.3639567607074
"SEMAFORO 2/200 PEATON - BICI";11;39126;2072;"2009-03-26 00:00:00";435415.455397859;4468517.15539352;-3.76067526173917;40.3647257191976
"SEMAFORO 2/200 PEATON - BICI";11;39127;2072;"2009-03-26 00:00:00";435419.411288146;4468508.41432737;-3.76062778810146;40.36464728227
"SEMAFORO 2/200 PEATON - BICI";11;39130;1787;"2004-05-17 00:00:00";435475.715064598;4468297.45154504;-3.75994335659196;40.3627511957729
"SEMAFORO 2/200 PEATON - BICI";11;39131;1787;"2004-05-17 00:00:00";435480.232106165;4468297.18579863;-3.75989013408592;40.362749151351
"SEMAFORO 2/200 PEATON - BICI";11;39136;1787;"2004-05-17 00:00:00";435471.791948885;4468251.40123425;-3.75998489885189;40.3623360505885
"SEMAFORO 2/200 PEATON - BICI";11;39137;1787;"2004-05-17 00:00:00";435476.193834875;4468251.11629619;-3.75993303086886;40.3623338243847
"SEMAFORO 2/200 PEATON - BICI";11;39142;1790;"2004-05-14 00:00:00";435653.570521812;4468282.96649547;-3.75784735284152;40.3626344523707
"SEMAFORO 2/200 PEATON - BICI";11;39143;1790;"2004-05-14 00:00:00";435663.472504793;4468282.53095923;-3.75773069685097;40.3626312929575
"SEMAFORO 2/200 PEATON - BICI";11;39144;1790;"2004-05-14 00:00:00";435687.835463006;4468272.89252754;-3.75744281127923;40.3625463451282
"SEMAFORO 2/200 PEATON - BICI";11;39145;1790;"2004-05-14 00:00:00";435687.246985779;4468265.33983356;-3.75744898000036;40.3624782616876
"SEMAFORO 2/200 PEATON - BICI";11;39146;1790;"2004-05-14 00:00:00";435685.185920676;4468249.11703788;-3.75747161654132;40.3623319605003
"SEMAFORO 2/200 PEATON - BICI";11;39147;1790;"2004-05-14 00:00:00";435684.320935717;4468241.24646096;-3.75748100947698;40.3622609920961
"SEMAFORO 2/200 PEATON - BICI";11;39148;1790;"2004-05-14 00:00:00";435659.8609807;4468234.87976718;-3.75776842167075;40.3622017510245
"SEMAFORO 2/200 PEATON - BICI";11;39149;1790;"2004-05-14 00:00:00";435650.876084568;4468235.56151782;-3.7578743016316;40.3622071991916
"SEMAFORO 2/200 PEATON - BICI";11;39150;1786;"2004-05-14 00:00:00";435801.553918203;4468271.13524326;-3.75610341479854;40.362539278089
"SEMAFORO 2/200 PEATON - BICI";11;39151;1786;"2004-05-14 00:00:00";435806.50711584;4468270.78678433;-3.75604504777692;40.3625365203645
"SEMAFORO 2/200 PEATON - BICI";11;39156;1786;"2004-05-14 00:00:00";435797.959957243;4468224.36031652;-3.75614103128241;40.3621176317324
"SEMAFORO 2/200 PEATON - BICI";11;39157;1786;"2004-05-14 00:00:00";435802.718282188;4468223.92620935;-3.75608495093128;40.3621140874619
"SEMAFORO 2/200 PEATON - BICI";11;39158;1807;"2004-07-29 00:00:00";435956.649642847;4468219.07020439;-3.75427168230836;40.3620821795165
"SEMAFORO 2/200 PEATON - BICI";11;39159;1807;"2004-07-29 00:00:00";435957.266868534;4468227.13548728;-3.75426522332719;40.3621548826632
"SEMAFORO 2/200 PEATON - BICI";11;39160;1807;"2004-07-29 00:00:00";435958.066549205;4468243.84983954;-3.75425748405825;40.3623055145747
"SEMAFORO 2/200 PEATON - BICI";11;39161;1807;"2004-07-29 00:00:00";435958.678516237;4468251.63459826;-3.75425105880705;40.3623756902249
"SEMAFORO 2/200 PEATON - BICI";11;39162;1807;"2004-07-29 00:00:00";435988.735455462;4468263.02912521;-3.75389823373576;40.3624806452926
"SEMAFORO 2/200 PEATON - BICI";11;39163;1807;"2004-07-29 00:00:00";435992.25963023;4468262.8204432;-3.75385670992418;40.3624790359304
"SEMAFORO 2/200 PEATON - BICI";11;39164;1807;"2004-07-29 00:00:00";436006.140464082;4468261.86837567;-3.7536931450851;40.3624715247175
"SEMAFORO 2/200 PEATON - BICI";11;39165;1807;"2004-07-29 00:00:00";436010.043310504;4468261.59832961;-3.75364715565451;40.3624693915469
"SEMAFORO 2/200 PEATON - BICI";11;39170;1807;"2004-07-29 00:00:00";436000.264482639;4468192.4245407;-3.75375537632572;40.3618454919776
"SEMAFORO 2/200 PEATON - BICI";11;39171;1807;"2004-07-29 00:00:00";435984.051729573;4468194.65139528;-3.753946529471;40.3618643079551
"SEMAFORO 2/200 PEATON - BICI";11;39188;1815;"2004-07-29 00:00:00";436179.104818784;4468240.87966798;-3.7516541088629;40.3622957055529
"SEMAFORO 2/200 PEATON - BICI";11;39189;1815;"2004-07-29 00:00:00";436182.637917186;4468240.63939728;-3.75161247695522;40.3622938115008
"SEMAFORO 2/200 PEATON - BICI";11;39194;1815;"2004-07-29 00:00:00";436175.587082686;4468194.46798753;-3.75169089166456;40.361877338501
"SEMAFORO 2/200 PEATON - BICI";11;39195;1815;"2004-07-29 00:00:00";436179.154348582;4468194.19354846;-3.75164885422059;40.3618751392705
"SEMAFORO 2/200 PEATON - BICI";11;39196;1817;"2004-07-29 00:00:00";436469.090749975;4468294.88371107;-3.7482444393905;40.3628043444011
"SEMAFORO 2/200 PEATON - BICI";11;39197;1817;"2004-07-29 00:00:00";436467.018605042;4468302.87681785;-3.74826963860591;40.3628761921483
"SEMAFORO 2/200 PEATON - BICI";11;39198;1817;"2004-07-29 00:00:00";436488.105376203;4468315.17730383;-3.74802253078391;40.3629886071429
"SEMAFORO 2/200 PEATON - BICI";11;39199;1817;"2004-07-29 00:00:00";436498.156443791;4468317.68169286;-3.74790441146852;40.3630119333946
"SEMAFORO 2/200 PEATON - BICI";11;39204;1817;"2004-07-29 00:00:00";436507.475164548;4468271.71028549;-3.74779009107505;40.3625985111218
"SEMAFORO 2/200 PEATON - BICI";11;39205;1817;"2004-07-29 00:00:00";436503.825186602;4468270.83154626;-3.74783298813498;40.3625903170836
"SEMAFORO 2/200 PEATON - BICI";11;39206;1817;"2004-07-29 00:00:00";436476.637120983;4468270.92386134;-3.74815318181115;40.3625890778399
"SEMAFORO 2/200 PEATON - BICI";11;39207;1817;"2004-07-29 00:00:00";436473.896446103;4468279.26189598;-3.74818628825579;40.362663981949
"SEMAFORO 2/200 PEATON - BICI";11;39222;1814;"2018-10-01 00:00:00";436832.287817907;4468369.05814069;-3.74397452258501;40.363500137216
"SEMAFORO 2/200 PEATON - BICI";11;39223;1814;"2018-10-01 00:00:00";436830.115308345;4468377.11196077;-3.74400090554261;40.3635725252537
"SEMAFORO 2/200 PEATON - BICI";11;39224;1814;"2004-07-29 00:00:00";436828.640380131;4468393.64789967;-3.74401991338703;40.3637213770825
"SEMAFORO 2/200 PEATON - BICI";11;39225;1814;"2018-10-01 00:00:00";436826.258175987;4468401.99954522;-3.74404879553033;40.3637964321705
"SEMAFORO 2/200 PEATON - BICI";11;39250;1333;"1992-08-13 00:00:00";437018.63313784;4469432.06570757;-3.74188496244556;40.3730903069755
