ID;Date;Address;Number;District;AccidentType;Weather;Lesividad
8b025e2b948c3e9d679fc4f42ada2c9b;2021-01-31;CALL. ARROYO FONTARRON / CALL. ENCOMIENDA DE PALACIOS;-;MORATALAZ;Caída;Lluvia débil;7
b7298aef0e3ba47d6a69bbaa45c56bc3;2021-01-31;PLAZA. CIBELES;1;RETIRO;Colisión lateral;Despejado;
f7dad74751c9247d2d5ff44cb1369bfa;2021-01-31;CALL. HERMOSILLA;59;SALAMANCA;Caída;Despejado;2
2e756b298f01f51c4f2bd3b5a8df20e7;2021-01-31;CALL. VILLAMANIN;35;LATINA;Colisión fronto-lateral;;
566da5cde131e54453900f510591356c;2021-02-01;CALL. ANDALUCES DEL POZO / CALL. ANDALUCES DEL POZO;-;PUENTE DE VALLECAS;Colisión fronto-lateral;Despejado;7
d3490fb45bba823795c62e39e441cc54;2021-02-01;PQUE. MADRID RIO, +00650I;-;ARGANZUELA;Caída;Despejado;1
786688eb5dffb495d22deefbeb5ff732;2021-02-02;PASEO. ERMITA DEL SANTO / PASEO. ERMITA DEL SANTO;-;CARABANCHEL;Caída;Nublado;2
58afa935f63925fe08091d5211595ac6;2021-02-03;CALL. PLANETA TIERRA;6;ARGANZUELA;Choque contra obstáculo fijo;Lluvia débil;7
2e12b46cd49690da178ccf76e79fd6aa;2021-02-04;PLAZA. MARQUES DE SALAMANCA / CALL. JOSE ORTEGA Y GASSET;-;SALAMANCA;Caída;Lluvia débil;2
c65c5c9e3c10b720a230a8099a1ab07b;2021-02-06;CALL. SERRANO;45;SALAMANCA;Caída;Despejado;5
7874ff403a737fecca3d8d59cf5bb33b;2021-02-06;PLAZA. CORREGIDOR SANCHO DE CORDOBA / CALL. ARROYO DE LAS PILILLAS;-;MORATALAZ;Colisión lateral;;
8d415b99fb16e70707a650c7c0151692;2021-02-06;GTA. ANTONIO BONET / AVDA. FRANCISCO JAVIER SAENZ DE OIZA;-;HORTALEZA;Colisión fronto-lateral;Despejado;1
2eae576896f2d50aea38800d152ed7e2;2021-02-07;AVDA. LUIS ARAGONES / PLAZA. GRECIA;-;SAN BLAS-CANILLEJAS;Caída;Despejado;7
2e5a4769cf1ad3d795ba7dd8a3835a66;2021-02-07;GTA. CARLOS LLAMAS;0;SAN BLAS-CANILLEJAS;Colisión fronto-lateral;Despejado;2
55c03e5dd0934b15794177799968654d;2021-02-07;GTA. CARLOS LLAMAS;0;SAN BLAS-CANILLEJAS;Colisión fronto-lateral;Despejado;14
cb2c70c755039f8a68a53becafe83453;2021-02-07;CALL. DIAMANTE / CTRA. VILLAVERDE A VALLECAS;-;VILLAVERDE;Colisión fronto-lateral;Despejado;1
fb83463bfb42bce292e86690748bf6ae;2021-02-07;AVDA. FRANCISCO JAVIER SAENZ DE OIZA / CALL. ALBERTO DE PALACIO;-;HORTALEZA;Colisión lateral;Despejado;7
572bb12d952b6fe544e20d1db9e98265;2021-02-08;AVDA. MEMORIA / PLAZA. CARDENAL CISNEROS;-;MONCLOA-ARAVACA;Caída;Lluvia débil;2
a72c89d01b425d236e3c01282f0509ad;2021-02-10;AVDA. LOS ROSALES;131;VILLAVERDE;Alcance;Despejado;
1059f233759702c39e5ff7f1f3228bb6;2021-02-10;CALL. ALCALA;48;CENTRO;Caída;Nublado;7
