y
http://www.wikidata.org/entity/Q4164871
http://www.wikidata.org/entity/Q6784274
http://commons.wikimedia.org/wiki/Special:FilePath/Imam%20Budi%20Hartono%20Official.png
http://www.wikidata.org/entity/statement/Q93407174-5C99DE75-04A5-437A-BFB2-499B2F2867FA
http://www.wikidata.org/entity/statement/Q93407174-7152176B-8FB8-47A4-BB1E-AF45B9B1E544
http://www.wikidata.org/entity/statement/Q93407174-ad542d9d-48bb-6cd1-3d5d-a13da77faebc
http://www.wikidata.org/entity/statement/Q93407174-B787C2C4-575E-49F2-8C0A-C1DA0F094F9A
Imam Budi Hartono
politicians of Indonesia
Imam Budi Hartono
Election of CaAgro -2019/2
Election of CaAgro management team with RenovAgro as winner
Eleição da equipe de gestão do CaAgro com a RenovAgro como ganhador
Eleição do CaAgro - 2019/2
http://www.wikidata.org/entity/Q89651933
http://www.wikidata.org/entity/statement/Q100271063-6A603611-F0F9-4D67-BC93-A0970912B0C7
http://g.co/kg/g/11kdll2mj4
http://www.wikidata.org/entity/statement/Q100271063-345CBFE4-B2C2-4D55-9D8A-1B9198D98426
/g/11kdll2mj4
Wakil Wali Kota Depok ke-5 dan saat ini
http://www.wikidata.org/entity/statement/Q100271063-4A44B9B0-77B0-46E9-A489-1FE495BDFD27
http://g.co/kg/g/11j8_7pnb5
http://www.wikidata.org/entity/statement/Q93405558-277669E7-FFD0-465F-AA0C-FBAC11AEF218
/g/11j8_7pnb5
http://g.co/kg/g/11ft79_g79
http://www.wikidata.org/entity/statement/Q93407174-604882B5-DFBA-40A6-A923-80E62CE5A44F
/g/11ft79_g79
http://www.wikidata.org/entity/statement/Q58815693-d9c9ad54-458a-af5a-a7a7-6016dc78634c
http://www.wikidata.org/entity/statement/Q58815693-26c83d66-44b6-c0c8-76f1-7ec60cfe9e71
http://www.wikidata.org/entity/statement/Q58815693-3dd014c7-4383-08ea-9a0c-15814e07053c
1891-01-01T00:00:00Z
http://www.wikidata.org/entity/Q3630
2
4
5
politikus Indonesia
香港本土派政治人物
IBH
1984-01-01T00:00:00Z
http://www.wikidata.org/entity/statement/Q95762526-4a3401ae-4953-9b11-27a3-8038089f89f6
http://www.wikidata.org/entity/statement/Q95762526-5a576cbe-4cea-a7bd-6887-3d7de23ecb7c
member of the Massachusetts Governor's Council
http://www.wikidata.org/entity/statement/Q100271063-3cfd2ee6-4499-79d4-3959-1299e93060f7
李珏熙
http://g.co/kg/g/11fhnfv_d8
http://www.wikidata.org/entity/statement/Q58815693-2D5E292F-B245-420B-97A8-A220529FE7A6
http://www.wikidata.org/entity/statement/Q58815693-5D7CBCF6-E7CD-4292-883D-A6B6F778607B
http://www.wikidata.org/entity/statement/Q58815693-69617F23-F1C8-4BA2-86D3-2B922C1AA105
http://www.wikidata.org/entity/statement/Q58815693-cf14ae05-a4d4-451e-a86a-4a1c48f958b5
http://www.wikidata.org/entity/statement/Q58815693-f83755c3-e853-4ffb-a2f9-85aebe5380b1
/g/11fhnfv_d8
http://www.wikidata.org/entity/statement/Q86443916-463e9273-4407-b75d-3bb3-011525c55134
http://www.wikidata.org/entity/statement/Q86443916-b8aa0614-403f-5a70-7ab4-434fc9997d76
http://www.wikidata.org/entity/statement/Q86443916-c61215ee-44cb-f18f-0772-726c2ebaee30
Funktion in der Kommunistischen Partei
Sekretär des städtischen Parteikomitees
"function within the Communist Party and a position of highest authority in a city, roughly equating to that of mayor"
secretary of the municipal party committee
1154242787
1194041601
1308003566
1408956211
1418086314
1418320843
2020-04-10T08:35:27Z
2020-05-30T04:23:53Z
2020-11-17T15:16:09Z
2021-04-26T12:40:31Z
2021-04-26T12:40:48Z
2021-05-09T21:13:16Z
2021-05-09T21:13:18Z
2021-05-10T08:23:23Z
2021-05-10T08:23:25Z
http://www.wikidata.org/entity/statement/Q93405558-d7a764b5-451e-1539-62a7-4e09988e9bbd
Mukhtar Tompo
IBH
