CODIGO,DISTRITO,same_as_wikidata_distrito,DIRECCION,ESTADO,LONGITUD,LATITUD
FUE_04_0053,Salamanca,https://wikidata.org/entity/Q1773521,"AVENIDA BAVIERA, 2",EN SERVICIO,-3.6647781,40.4412537
FUE_04_0054,Salamanca,https://wikidata.org/entity/Q1773521,"CALLEALCANTARA, 24",CERRADA TEMPORALMENTE,-3.6737827,40.4276012
FUE_04_0055,Salamanca,https://wikidata.org/entity/Q1773521,"CALLE LOPEZ DE HOYOS,  18",EN SERVICIO,-3.6861933,40.4374259
FUE_04_0056,Salamanca,https://wikidata.org/entity/Q1773521,"CALLE PILAR DE ZARAGOZA, 54 C C/V CALLE JOSE PICON",FUERA DE SERVICIO,-3.6711947,40.4357689
FUE_04_0057,Salamanca,https://wikidata.org/entity/Q1773521,CALLE ALCALA 62,EN SERVICIO,-3.6824738,40.4215896
FUE_05_0001,Chamartin,https://wikidata.org/entity/Q1766348,Pº DE LA CASTELLANA II,EN SERVICIO,-3.6895353,40.4612365
FUE_05_0004,Chamartin,https://wikidata.org/entity/Q1766348,Pº DE LA CASTELLANA II,EN SERVICIO,-3.6901229,40.455179
FUE_05_0006,Chamartin,https://wikidata.org/entity/Q1766348,"PIO XII, 4",EN SERVICIO,-3.6758157,40.4619245
FUE_05_0007,Chamartin,https://wikidata.org/entity/Q1766348,PARQUE GLORIA FUERTES,EN SERVICIO,-3.6761425,40.4605565
FUE_05_0008,Chamartin,https://wikidata.org/entity/Q1766348,FINAL C/ COLOMBIA,EN SERVICIO,-3.6689052,40.4582218
FUE_05_0009,Chamartin,https://wikidata.org/entity/Q1766348,FINAL C/ COLOMBIA,EN SERVICIO,-3.6684596,40.4580082
FUE_05_0011,Chamartin,https://wikidata.org/entity/Q1766348,JARDINES DE JUAN DE LA COSA,EN SERVICIO,-3.679389,40.4567166
FUE_05_0013,Chamartin,https://wikidata.org/entity/Q1766348,PARQUE FELIX RGUEZ. DE LA FUENTE,EN SERVICIO,-3.6645645,40.4519362
FUE_05_0014,Chamartin,https://wikidata.org/entity/Q1766348,PARQUE FELIX RGUEZ. DE LA FUENTE,EN SERVICIO,-3.6641727,40.4524903
FUE_05_0016,Chamartin,https://wikidata.org/entity/Q1766348,PZA. CLARA DEL REY - CANILLAS,EN SERVICIO,-3.6687727,40.44412
FUE_05_0017,Chamartin,https://wikidata.org/entity/Q1766348,PZA. C/ GABRIEL LOBO,EN SERVICIO,-3.6807396,40.4427313
FUE_05_0018,Chamartin,https://wikidata.org/entity/Q1766348,PZA. SAGRADO CORAZON DE JESUS,EN SERVICIO,-3.6770468,40.4446449
FUE_05_0020,Chamartin,https://wikidata.org/entity/Q1766348,DUQUE DE SEVILLA FRENTE AL 4,EN SERVICIO,-3.6790987,40.4416697
FUE_05_0021,Chamartin,https://wikidata.org/entity/Q1766348,"C/ NIEREMBERG, 8",EN SERVICIO,-3.6715847,40.4474378
FUE_05_0022,Chamartin,https://wikidata.org/entity/Q1766348,PRADILLO - MARCENADO,EN SERVICIO,-3.6734396,40.4490896
FUE_05_0024,Chamartin,https://wikidata.org/entity/Q1766348,PZA. DE PEDRO MUGURUZA,EN SERVICIO,-3.6861179,40.4626239
FUE_05_0025,Chamartin,https://wikidata.org/entity/Q1766348,PZA. MADRE MOLAS,EN SERVICIO,-3.6847578,40.4628979
FUE_05_0027,Chamartin,https://wikidata.org/entity/Q1766348,"PADRE CLARET, 7-9",EN SERVICIO,-3.6654317,40.4458811
FUE_05_0029,Chamartin,https://wikidata.org/entity/Q1766348,"STA. HORTENSIA, 30",CERRADA TEMPORALMENTE,-3.6648945,40.4438266
FUE_05_0031,Chamartin,https://wikidata.org/entity/Q1766348,"PUERTO RICO, 52",EN SERVICIO,-3.6741915,40.4591471
FUE_05_0032,Chamartin,https://wikidata.org/entity/Q1766348,COL. SAN CRISTOBAL,EN SERVICIO,-3.6851486,40.4777145
FUE_05_0034,Chamartin,https://wikidata.org/entity/Q1766348,M30 - STA. HORTENSIA,EN SERVICIO,-3.6622656,40.4463622
FUE_05_0037,Chamartin,https://wikidata.org/entity/Q1766348,PZA. DE LA PROSPERIDAD,EN SERVICIO,-3.674523,40.444297
FUE_05_0040,Chamartin,https://wikidata.org/entity/Q1766348,PZA. DE LA C/ INDALECIO HDEZ.,EN SERVICIO,-3.675719,40.4394905
FUE_05_0041,Chamartin,https://wikidata.org/entity/Q1766348,C/DOCTOR MARCO CORERA Nº2,EN SERVICIO,-3.6765499,40.4502553
FUE_05_0043,Chamartin,https://wikidata.org/entity/Q1766348,JARDINES DE SAN FERNANDO,EN SERVICIO,-3.6872481,40.459141
FUE_05_0045,Chamartin,https://wikidata.org/entity/Q1766348,PARQUE PUERTO RICO (IGLESIA),EN SERVICIO,-3.6753335,40.4563255
FUE_05_0047,Chamartin,https://wikidata.org/entity/Q1766348,JARDINES INSTITUTO STA. MARCA,EN SERVICIO,-3.6728706,40.4563616
FUE_05_0048,Chamartin,https://wikidata.org/entity/Q1766348,ALFONSO XIII - STA. Mª MAGDALENA,EN SERVICIO,-3.6691784,40.4599813
FUE_05_0049,Chamartin,https://wikidata.org/entity/Q1766348,ALFONSO XIII - STA. Mª MAGDALENA,EN SERVICIO,-3.670045,40.4605999
FUE_05_0050,Chamartin,https://wikidata.org/entity/Q1766348,CALLE MARCENADO 51,EN SERVICIO,-3.6755402,40.4501543
FUE_05_0051,Chamartin,https://wikidata.org/entity/Q1766348,PRADILLO  FRENTE Nº 30 (PISTAS DE FUTBOL),EN SERVICIO,-3.6726514,40.4489872
FUE_05_0052,Chamartin,https://wikidata.org/entity/Q1766348,C/ARQUITECTO GAUDI Nº 11,EN SERVICIO,-3.6680518,40.4632944
FUE_05_0053,Chamartin,https://wikidata.org/entity/Q1766348,Pº DE LA CASTELLANA II,EN SERVICIO,-3.6908469,40.4391016
FUE_05_0063,Chamartin,https://wikidata.org/entity/Q1766348,C/ TRAVESIA SANTA MARIA MAGDALENA Nº 5,EN SERVICIO,-3.6715313,40.4617957
FUE_05_0064,Chamartin,https://wikidata.org/entity/Q1766348,"C/ CELINDAS, Nº 13",EN SERVICIO,-3.665859,40.4536483
FUE_05_0065,Chamartin,https://wikidata.org/entity/Q1766348,"C/ MADRE DE DIOS, Nº 10",EN SERVICIO,-3.6740056,40.4633012
FUE_05_0066,Chamartin,https://wikidata.org/entity/Q1766348,"AVDA. DE PIO XII, Nº 51",EN SERVICIO,-3.6756158,40.4655747
FUE_05_0067,Chamartin,https://wikidata.org/entity/Q1766348,"C/ JUAN BAUTISTA DE TOLEDO, Nº 34",EN SERVICIO,-3.6720364,40.4420351
FUE_05_0068,Chamartin,https://wikidata.org/entity/Q1766348,"C/ MATEO INURRIA, Nº 19",EN SERVICIO,-3.68393,40.4672718
FUE_05_0069,Chamartin,https://wikidata.org/entity/Q1766348,PL VIRGEN DE GUADALUPANA Nº 1,EN SERVICIO,-3.6748242,40.4515045
FUE_05_0070,Chamartin,https://wikidata.org/entity/Q1766348,CALLE PRADILLO N 6,EN SERVICIO,-3.6757313,40.448356
FUE_05_0071,Chamartin,https://wikidata.org/entity/Q1766348,"C/URUGUAY, Nº 16 B",EN SERVICIO,-3.6780649,40.4568363
FUE_05_0072,Chamartin,https://wikidata.org/entity/Q1766348,AVDA ALFONSO XIII 36,EN SERVICIO,-3.6780683,40.4568379
FUE_05_0073,Chamartin,https://wikidata.org/entity/Q1766348,PLAZA GARCIA IBARROLA,EN SERVICIO,-3.6697609,40.4657375
FUE_05_0075,Chamartin,https://wikidata.org/entity/Q1766348,C/PARAGUAY Nº 9,EN SERVICIO,-3.6720008,40.4597913
FUE_05_0076,Chamartin,https://wikidata.org/entity/Q1766348,CALLE CORAZON DE MARIA,EN SERVICIO,-3.6697227,40.4414261
FUE_05_0077,Chamartin,https://wikidata.org/entity/Q1766348,CALLE MARCENADO Nº 8,CERRADA TEMPORALMENTE,-3.6727918,40.4457776
FUE_05_0078,Chamartin,https://wikidata.org/entity/Q1766348,CALLE AGUSTIN DE FOXA 12,EN SERVICIO,-3.6869916,40.4682696
FUE_05_0079,Chamartin,https://wikidata.org/entity/Q1766348,CALLE VICTOR DE LA SERNA 26,EN SERVICIO,-3.671285,40.4547563
FUE_05_0080,Chamartin,https://wikidata.org/entity/Q1766348,CALLE CLARA DEL REY 61,EN SERVICIO,-3.6681147,40.4462876
FUE_05_0081,Chamartin,https://wikidata.org/entity/Q1766348,PLZA VALPARAISO 11,EN SERVICIO,-3.6809431,40.4549183
FUE_05_0082,Chamartin,https://wikidata.org/entity/Q1766348,"CALLE CORAZON DE MARIA, 78",EN SERVICIO,-3.6654098,40.4480495
FUE_05_0083,Chamartin,https://wikidata.org/entity/Q1766348,FELIPE CAMPOS,EN SERVICIO,-3.6793578,40.4430112
FUE_05_0084,Chamartin,https://wikidata.org/entity/Q1766348,CALLE MARCENADO 51,EN SERVICIO,-3.6751046,40.4502058
FUE_06_0003,Tetuan,https://wikidata.org/entity/Q1773540,PARQUE AGUSTIN RODRIGUEZ SAHAGUN,EN SERVICIO,-3.7100594,40.4666029
FUE_06_0006,Tetuan,https://wikidata.org/entity/Q1773540,PARQUE AGUSTIN RODRIGUEZ SAHAGUN,EN SERVICIO,-3.7080996,40.4640976
FUE_06_0011,Tetuan,https://wikidata.org/entity/Q1773540,PARQUE DE LA VENTILLA,FUERA DE SERVICIO,-3.6958511,40.4736039
FUE_06_0012,Tetuan,https://wikidata.org/entity/Q1773540,PARQUE DE LA VENTILLA,FUERA DE SERVICIO,-3.6934912,40.4736799
FUE_06_0013,Tetuan,https://wikidata.org/entity/Q1773540,PARQUE DE LA VENTILLA,EN SERVICIO,-3.6921265,40.4735453
FUE_06_0016,Tetuan,https://wikidata.org/entity/Q1773540,MARTINEZ,EN SERVICIO,-3.7032871,40.4589835
FUE_06_0017,Tetuan,https://wikidata.org/entity/Q1773540,PINOS ALTA FRENTE Nº 62,EN SERVICIO,-3.6988645,40.4682084
FUE_06_0018,Tetuan,https://wikidata.org/entity/Q1773540,PLAZA DE SAN AMARO,FUERA DE SERVICIO,-3.6967584,40.4553136
FUE_06_0020,Tetuan,https://wikidata.org/entity/Q1773540,AV: PRESIDENTE CARMONA Nº 5,EN SERVICIO,-3.6972146,40.4534505
FUE_06_0021,Tetuan,https://wikidata.org/entity/Q1773540,JARDINES DE PERON,EN SERVICIO,-3.6957551,40.4526194
FUE_06_0023,Tetuan,https://wikidata.org/entity/Q1773540,"AVDA. ASTURIAS,74",EN SERVICIO,-3.6999499,40.4732042
FUE_06_0024,Tetuan,https://wikidata.org/entity/Q1773540,"AVDA. ASTURIAS,74",EN SERVICIO,-3.6999831,40.4728162
FUE_06_0029,Tetuan,https://wikidata.org/entity/Q1773540,PARQUE AGUSTIN RODRIGUEZ SAHAGUN,EN SERVICIO,-3.70571,40.4705944
FUE_06_0030,Tetuan,https://wikidata.org/entity/Q1773540,PARQUE AGUSTIN RODRIGUEZ SAHAGUN,FUERA DE SERVICIO,-3.7049836,40.4712756
FUE_06_0031,Tetuan,https://wikidata.org/entity/Q1773540,"CALLE SINESIO DELGADO, 23",EN SERVICIO,-3.7104597,40.4708601
FUE_06_0032,Tetuan,https://wikidata.org/entity/Q1773540,"CALLE SINESIO DELGADO, 32",EN SERVICIO,-3.7092829,40.4705434
FUE_06_0033,Tetuan,https://wikidata.org/entity/Q1773540,PARQUE AGUSTIN RODRIGUEZ SAHAGUN,EN SERVICIO,-3.7057145,40.4713799
FUE_06_0035,Tetuan,https://wikidata.org/entity/Q1773540,"CALLE MARTIRES DE LA VENTILLA, 32",FUERA DE SERVICIO,-3.6908978,40.4706212
FUE_06_0037,Tetuan,https://wikidata.org/entity/Q1773540,"PLAZA REMONTA, 13",EN SERVICIO,-3.6974415,40.463533
FUE_06_0038,Tetuan,https://wikidata.org/entity/Q1773540,PLAZA DE LADERA,FUERA DE SERVICIO,-3.7034492,40.4675524
FUE_06_0040,Tetuan,https://wikidata.org/entity/Q1773540,PLAZA DE SAN GERMAN,FUERA DE SERVICIO,-3.6981137,40.4575238
FUE_06_0041,Tetuan,https://wikidata.org/entity/Q1773540,PLAZA DE SAN GERMAN,FUERA DE SERVICIO,-3.6986717,40.4578452
FUE_06_0042,Tetuan,https://wikidata.org/entity/Q1773540,AVENIDA PABLO IGLESIAS 62,EN SERVICIO,-3.710773,40.4515711
FUE_06_0045,Tetuan,https://wikidata.org/entity/Q1773540,JARDINES DE NUMANCIA,EN SERVICIO,-3.7119276,40.4541827
FUE_06_0046,Tetuan,https://wikidata.org/entity/Q1773540,"PZA. CALICANTO, 1",EN SERVICIO,-3.7047486,40.4680456
FUE_06_0048,Tetuan,https://wikidata.org/entity/Q1773540,"PLAZA C/ PLATANO, 34",EN SERVICIO,-3.7005722,40.4684698
FUE_06_0049,Tetuan,https://wikidata.org/entity/Q1773540,PLAZA PINOS ALTA 21,EN SERVICIO,-3.6955588,40.4656533
FUE_06_0050,Tetuan,https://wikidata.org/entity/Q1773540,"PARQUE C/ SIERRA BULLONES, 25",EN SERVICIO,-3.6986346,40.4666408
FUE_06_0051,Tetuan,https://wikidata.org/entity/Q1773540,PARQUE AGUSTIN RODRIGUEZ SAHAGUN,CERRADA TEMPORALMENTE,-3.709761,40.469935
FUE_06_0052,Tetuan,https://wikidata.org/entity/Q1773540,"AVIADOR ZORITA, Nº 30",EN SERVICIO,-3.6982588,40.4498718
FUE_06_0053,Tetuan,https://wikidata.org/entity/Q1773540,CL BERRUGUETE Nº:66,EN SERVICIO,-3.705076,40.4594794
FUE_06_0055,Tetuan,https://wikidata.org/entity/Q1773540,"CL ARTISTAS, DE LOS Nº:28",EN SERVICIO,-3.7009367,40.4474189
FUE_06_0056,Tetuan,https://wikidata.org/entity/Q1773540,CL JUAN DE OLIAS Nº:49,EN SERVICIO,-3.6993259,40.453259
FUE_06_0057,Tetuan,https://wikidata.org/entity/Q1773540,"AV GENERAL PERON, DEL Nº:1",EN SERVICIO,-3.6986472,40.4530915
FUE_06_0058,Tetuan,https://wikidata.org/entity/Q1773540,CL LERIDA Nº:85,FUERA DE SERVICIO,-3.6994422,40.4580001
FUE_06_0059,Tetuan,https://wikidata.org/entity/Q1773540,"AV DOCTOR FEDERICO RUBIO Y GALI, DEL Nº:42",EN SERVICIO,-3.7093001,40.4515923
FUE_06_0060,Tetuan,https://wikidata.org/entity/Q1773540,CL ALEJANDRO RODRIGUEZ Nº:15,EN SERVICIO,-3.7097816,40.4533028
FUE_06_0061,Tetuan,https://wikidata.org/entity/Q1773540,CL ALONSO NUÑEZ Nº:7,EN SERVICIO,-3.7077565,40.4585475
FUE_06_0062,Tetuan,https://wikidata.org/entity/Q1773540,CL ESPERANZA SANCHEZ CARRASCOSA Nº:37,EN SERVICIO,-3.7025848,40.4683051
FUE_06_0063,Tetuan,https://wikidata.org/entity/Q1773540,CL SIERRA BULLONES Nº:3,EN SERVICIO,-3.699122,40.4659185
FUE_06_0064,Tetuan,https://wikidata.org/entity/Q1773540,"CL MIOSOTIS, DEL Nº:24",FUERA DE SERVICIO,-3.7000237,40.4648248
FUE_06_0065,Tetuan,https://wikidata.org/entity/Q1773540,CL BRAVO MURILLO Nº:315,FUERA DE SERVICIO,-3.6969001,40.4631906
FUE_06_0066,Tetuan,https://wikidata.org/entity/Q1773540,CL BRAVO MURILLO Nº:269,FUERA DE SERVICIO,-3.6993431,40.4597705
FUE_06_0067,Tetuan,https://wikidata.org/entity/Q1773540,PASEO DE LA DIRECCION Nº 283,EN SERVICIO,-3.7057742,40.4694129
FUE_06_0068,Tetuan,https://wikidata.org/entity/Q1773540,"CL GENERAL PINTOS, DEL Nº:19",EN SERVICIO,-3.6932685,40.4707505
FUE_06_0069,Tetuan,https://wikidata.org/entity/Q1773540,PLAZA DONOSO Nº:4,EN SERVICIO,-3.6978209,40.4691445
FUE_06_0071,Tetuan,https://wikidata.org/entity/Q1773540,"CL CANTUESO, DEL Nº:93",EN SERVICIO,-3.7035348,40.4690207
FUE_06_0072,Tetuan,https://wikidata.org/entity/Q1773540,CL JUAN DEL RISCO Nº:50,EN SERVICIO,-3.7043086,40.4595409
FUE_06_0073,Tetuan,https://wikidata.org/entity/Q1773540,CL AGUILEÑAS 15,EN SERVICIO,-3.6944352,40.4668944
FUE_06_0074,Tetuan,https://wikidata.org/entity/Q1773540,CL BRAVO MURILLO Nº:188,FUERA DE SERVICIO,-3.7026826,40.4545836
FUE_06_0075,Tetuan,https://wikidata.org/entity/Q1773540,CL BRAVO MURILLO Nº:144,EN SERVICIO,-3.7033247,40.4505089
FUE_06_0076,Tetuan,https://wikidata.org/entity/Q1773540,CL BRAVO MURILLO Nº:337,EN SERVICIO,-3.6955492,40.4644422
FUE_07_0002,Chamberi,https://wikidata.org/entity/Q1763370,"DOMENICO SCARLATTI, 4",EN SERVICIO,-3.7165261,40.4415208
FUE_07_0003,Chamberi,https://wikidata.org/entity/Q1763370,PARQUE DE SAN JOSE DE CALASANZ,EN SERVICIO,-3.7147454,40.4376507
FUE_07_0004,Chamberi,https://wikidata.org/entity/Q1763370,TENIENTE ALCALDE PEREZ PILLADO,EN SERVICIO,-3.7069956,40.4404562
FUE_07_0006,Chamberi,https://wikidata.org/entity/Q1763370,"PO CASTELLANA, DE LA Nº:11",EN SERVICIO,-3.6900423,40.4274654
FUE_07_0007,Chamberi,https://wikidata.org/entity/Q1763370,"PO CASTELLANA, DE LA Nº:19",FUERA DE SERVICIO,-3.6896989,40.4287733
FUE_07_0008,Chamberi,https://wikidata.org/entity/Q1763370,"PO CASTELLANA, DE LA Nº:25",FUERA DE SERVICIO,-3.689412,40.4298932
FUE_07_0009,Chamberi,https://wikidata.org/entity/Q1763370,"PO CASTELLANA, DE LA Nº:37",FUERA DE SERVICIO,-3.6887629,40.4342261
FUE_07_0010,Chamberi,https://wikidata.org/entity/Q1763370,"PO CASTELLANA, DE LA Nº:31",EN SERVICIO,-3.6889213,40.4316923
FUE_07_0011,Chamberi,https://wikidata.org/entity/Q1763370,"PO CASTELLANA, DE LA Nº:51",EN SERVICIO,-3.6903168,40.437048
FUE_07_0013,Chamberi,https://wikidata.org/entity/Q1763370,"PO CASTELLANA, DE LA Nº:61",EN SERVICIO,-3.6914254,40.4394512
FUE_07_0014,Chamberi,https://wikidata.org/entity/Q1763370,PLAZA DE OLAVIDE,EN SERVICIO,-3.7011223,40.4326156
FUE_07_0016,Chamberi,https://wikidata.org/entity/Q1763370,PARQUE ENRIQUE HERREROS,EN SERVICIO,-3.7045016,40.4389565
FUE_07_0017,Chamberi,https://wikidata.org/entity/Q1763370,PLAZA SAN JUAN DE LA CRUZ Nº:4,EN SERVICIO,-3.6942305,40.4410714
FUE_07_0018,Chamberi,https://wikidata.org/entity/Q1763370,"PLAZA DEL CONDE DEL VALLE DE SUCHIL, 2",EN SERVICIO,-3.7073192,40.4302996
FUE_07_0019,Chamberi,https://wikidata.org/entity/Q1763370,PLAZA CHAMBERI S/N,EN SERVICIO,-3.697264,40.4325019
FUE_07_0020,Chamberi,https://wikidata.org/entity/Q1763370,"CL GARCIA DE PAREDES, 21",EN SERVICIO,-3.7009118,40.4369107
FUE_07_0021,Chamberi,https://wikidata.org/entity/Q1763370,"CALLE PONZANO, 108",EN SERVICIO,-3.6986106,40.4462689
FUE_07_0022,Chamberi,https://wikidata.org/entity/Q1763370,GLORIETA DE BILBAO Nº 5,EN SERVICIO,-3.7017839,40.4292428
FUE_07_0023,Chamberi,https://wikidata.org/entity/Q1763370,CALLE BLASCO DE GARAY 31,EN SERVICIO,-3.7117531,40.4331017
FUE_07_0024,Chamberi,https://wikidata.org/entity/Q1763370,GLORIETA RUIZ JIMENEZ 4,EN SERVICIO,-3.7055411,40.4299708
FUE_07_0025,Chamberi,https://wikidata.org/entity/Q1763370,GLORIETA QUEVEDO 6,EN SERVICIO,-3.7044675,40.4339569
FUE_07_0026,Chamberi,https://wikidata.org/entity/Q1763370,GLORIETA PINTOR SOROLLA 1,EN SERVICIO,-3.6987708,40.4346832
FUE_07_0027,Chamberi,https://wikidata.org/entity/Q1763370,CALLE RUBEN DARIO 5,EN SERVICIO,-3.6913004,40.432686
FUE_07_0028,Chamberi,https://wikidata.org/entity/Q1763370,CALLE BRETON DE LOS HERREROS 46,FUERA DE SERVICIO,-3.6945225,40.4393278
FUE_07_0029,Chamberi,https://wikidata.org/entity/Q1763370,GLORIETA CUATRO CAMINOS 1,EN SERVICIO,-3.7040481,40.4465508
FUE_07_0030,Chamberi,https://wikidata.org/entity/Q1763370,AVENIDA REINA VICTORIA 55,EN SERVICIO,-3.7123684,40.4463268
FUE_07_0031,Chamberi,https://wikidata.org/entity/Q1763370,PARQUE JOSE LUIS SAMPEDRO,EN SERVICIO,-3.7111462,40.4335104
FUE_07_0032,Chamberi,https://wikidata.org/entity/Q1763370,PARQUE JOSE LUIS SAMPEDRO,EN SERVICIO,-3.71054,40.4334116
FUE_08_0001,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,PARQUE GABRIELA MISTRAL,EN SERVICIO,-3.7343681,40.4844662
FUE_08_0002,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,PARQUE GABRIELA MISTRAL,CERRADA TEMPORALMENTE,-3.7372349,40.4814356
FUE_08_0003,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,A.V.C. LAS TABLAS,EN SERVICIO,-3.6677145,40.512455
FUE_08_0004,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,"AVDA MONTECARMELO, 10",EN SERVICIO,-3.7032275,40.508796
FUE_08_0005,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,A.V.C. MONTECARMELO,EN SERVICIO,-3.6906404,40.5091547
FUE_08_0008,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,A.V.C. LAS TABLAS,EN SERVICIO,-3.6613976,40.5031402
FUE_08_0009,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,A.V.C. LAS TABLAS,EN SERVICIO,-3.6614738,40.5028501
FUE_08_0010,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,"SIERRA DE ATAPUERCA, 49",EN SERVICIO,-3.663924,40.5086157
FUE_08_0011,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,A.V.C. ARROYOFRESNO,EN SERVICIO,-3.7193197,40.4968238
FUE_08_0012,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,PARQUE DEL PUEBLO DE EL PARDO,EN SERVICIO,-3.7738356,40.5177233
FUE_08_0015,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,C/GABRIELA MISTRAL Nº4,EN SERVICIO,-3.7364268,40.4799479
FUE_08_0035,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,PARQUE VALLE DE ENMEDIO Y ALREDEDORES,EN SERVICIO,-3.7196114,40.4882387
FUE_08_0036,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,PARC. NOROESTE,EN SERVICIO,-3.7203807,40.4805032
FUE_08_0037,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,PARC. NOROESTE,EN SERVICIO,-3.7196183,40.4806922
FUE_08_0038,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,PARC. NOROESTE,EN SERVICIO,-3.7181708,40.4814461
FUE_08_0039,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,PARC. NOROESTE,EN SERVICIO,-3.7191921,40.4796601
FUE_08_0040,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,PARQUE DE LA SUPERMANZANA 5,EN SERVICIO,-3.7111855,40.4812267
FUE_08_0041,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,PZA. DE LA CAROLINA,EN SERVICIO,-3.7152491,40.4820932
FUE_08_0042,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,BETANZOS - FERMIN CABALLERO,EN SERVICIO,-3.7137018,40.4811834
FUE_08_0044,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,SUPERMANZANA 6 Bº PILAR C/A. LOPEZ AGUADO,EN SERVICIO,-3.6996464,40.4831953
FUE_08_0045,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,POL. MANILA Y POL. CLAUDIETA,EN SERVICIO,-3.6968994,40.4814688
FUE_08_0046,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,"DOCTOR RAMON CASTROVIEJO, 3",EN SERVICIO,-3.713322,40.4799331
FUE_08_0047,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,"AVDA. DE BETANZOS,77",EN SERVICIO,-3.7135094,40.480294
FUE_08_0048,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,AVDA. DE LA ILUSTRACION,EN SERVICIO,-3.7118982,40.4807362
FUE_08_0052,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,POL. 23-B V.V.V. (5ª FASE),EN SERVICIO,-3.7181038,40.4735465
FUE_08_0053,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,POL. 24 V.V.V.,EN SERVICIO,-3.7204507,40.4740007
FUE_08_0054,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,"C/ CESAR MANRIQUE, 15",EN SERVICIO,-3.7213899,40.4747141
FUE_08_0055,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,PARQUE CERRO PEÑABEL,EN SERVICIO,-3.7163081,40.4738386
FUE_08_0056,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,PARQUE DE LA ALCAZABA,EN SERVICIO,-3.7070895,40.4750327
FUE_08_0057,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,PARQUE DE LA ALCAZABA,EN SERVICIO,-3.7056061,40.4752877
FUE_08_0060,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,PARQUE DE LA ALCAZABA,EN SERVICIO,-3.7035927,40.4734066
FUE_08_0062,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,PARQUE DE LA ALCAZABA,EN SERVICIO,-3.7074504,40.4728517
FUE_08_0063,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,"SINESIO DELGADO, 22",EN SERVICIO,-3.7000977,40.4751443
FUE_08_0064,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,SINESIO DELGADO,EN SERVICIO,-3.7019256,40.4744023
FUE_08_0065,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,SINESIO DELGADO,EN SERVICIO,-3.712211,40.4711742
FUE_08_0066,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,CELANOVA - BETANZOS,EN SERVICIO,-3.7131398,40.4718203
FUE_08_0068,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,PZAS. INTERIORES Bº EL PILAR A,EN SERVICIO,-3.7085939,40.4766651
FUE_08_0069,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,PZAS. INTERIORES Bº EL PILAR A,EN SERVICIO,-3.7089113,40.4776187
FUE_08_0070,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,PZA. - C/ MELCHOR FERNANDEZ ALMAGRO,EN SERVICIO,-3.7108882,40.4752915
FUE_08_0071,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,CALLE FINISTERRE Nº 19,EN SERVICIO,-3.7023287,40.4779597
FUE_08_0072,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,POL. 10 V.V. VERTEDERO,EN SERVICIO,-3.6976042,40.4794937
FUE_08_0073,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,"CALLE MELCHOR FERNANDEZ ALMAGRO, 8",EN SERVICIO,-3.6979134,40.4779647
FUE_08_0074,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,POLIDEPORTIVO Bº DEL PILAR,EN SERVICIO,-3.6965404,40.4793742
