IdTrafficLight,installDate,longitude,latitude,IdCross
56319,Sun Jan 01 00:00:00 Cet 1978,-3.72007508497131,40.4039971354617,776
56320,Sun Jan 01 00:00:00 Cet 1978,-3.72052418151176,40.4041523119557,776
56516,,-3.72042167766208,40.4038845165142,776
56515,,-3.72043469328667,40.4039142519235,776
56316,Sun Jan 01 00:00:00 Cet 1978,-3.72056496477879,40.4039066557452,776
39660,Tue May 19 00:00:00 Cest 2015,-3.70463838472049,40.4010974420396,1434
39661,Tue May 19 00:00:00 Cest 2015,-3.70450194258743,40.4011569055449,1434
31068,Wed Oct 11 00:00:00 Cet 1972,-3.71853088278607,40.4105907213278,529
30950,Sun Nov 15 00:00:00 Cet 2015,-3.7188437462298,40.4040612051103,1875
30949,Sun Nov 15 00:00:00 Cet 2015,-3.71879511608012,40.404066613866,1875
31236,Wed Mar 20 00:00:00 Cet 2019,-3.69554345720711,40.3915787960138,342
30944,Mon Feb 25 00:00:00 Cet 2019,-3.72073936195878,40.404067102266,776
47598,Fri Nov 12 00:00:00 Cet 1971,-3.6989162278296,40.4013192403221,469
39683,Sun Jan 01 00:00:00 Cet 1978,-3.71102107348855,40.3996813410877,859
39682,Sun Jan 01 00:00:00 Cet 1978,-3.71101401973578,40.399583126448,859
55055,,-3.71108229770884,40.3995863529755,859
49657,Sun Jan 01 00:00:00 Cet 1978,-3.71001923249731,40.3991110238228,859
49656,Sun Jan 01 00:00:00 Cet 1978,-3.71003388488571,40.3991713856429,859
55057,,-3.71142494242984,40.3997076970974,859
55056,,-3.71098368685193,40.3995594544568,859
31200,Wed Aug 05 00:00:00 Cet 1970,-3.69891621003456,40.3937871144396,413
31197,Wed Aug 05 00:00:00 Cet 1970,-3.6988430864336,40.3939198238033,413
55103,Wed Aug 05 00:00:00 Cet 1970,-3.6981237308668,40.3932129673107,413
55098,Wed Aug 05 00:00:00 Cet 1970,-3.69889257712063,40.3937626495041,413
55099,Wed Aug 05 00:00:00 Cet 1970,-3.69864249344263,40.3935742526603,413
55136,,-3.6955424577965,40.39151459803,342
55106,Mon Feb 17 00:00:00 Cet 1969,-3.69569077129527,40.3914420884069,342
55105,Mon Feb 17 00:00:00 Cet 1969,-3.69563746359162,40.3913924184436,342
31233,Mon Feb 17 00:00:00 Cet 1969,-3.69565071588432,40.3914287346831,342
43278,Thu Jun 29 00:00:00 Cest 1995,-3.71345375730802,40.4031434255735,1423
43279,Thu Jun 29 00:00:00 Cest 1995,-3.71335820446699,40.4031183792025,1423
43280,Thu Jun 29 00:00:00 Cest 1995,-3.71323501575524,40.4031649909925,1423
43281,Thu Jun 29 00:00:00 Cest 1995,-3.71313423915888,40.4031381165714,1423
39680,Sat May 09 00:00:00 Cest 1987,-3.70873010525625,40.3984935829042,1140
39681,Sat May 09 00:00:00 Cest 1987,-3.70875747823972,40.3984625323589,1140
39632,Sat May 09 00:00:00 Cest 1987,-3.70400123605402,40.3970482528505,1141
39628,Sat May 09 00:00:00 Cest 1987,-3.70439073398214,40.3970399257772,1141
39633,Sat May 09 00:00:00 Cest 1987,-3.70402558467437,40.396979864391,1141
39629,Sat May 09 00:00:00 Cest 1987,-3.70444748256314,40.3970921761275,1141
31189,Fri Feb 07 00:00:00 Cet 1997,-3.7000886884667,40.3948181035149,1481
31190,Fri Feb 07 00:00:00 Cet 1997,-3.70011806982513,40.3947211060938,1481
43282,Mon May 25 00:00:00 Cest 2015,-3.70688543535772,40.4015739954156,1433
43283,Mon May 25 00:00:00 Cest 2015,-3.7067547023735,40.4015318645749,1433
56370,Fri Sep 03 00:00:00 Cest 2004,-3.7168446791249,40.4011745884274,1839
56332,Fri Sep 03 00:00:00 Cest 2004,-3.71648132496706,40.4010742977819,1839
56331,Fri Sep 03 00:00:00 Cest 2004,-3.71697790499461,40.4012235261647,1839
56373,Fri Sep 03 00:00:00 Cest 2004,-3.71705089893904,40.40124519075,1839
56521,,-3.71891241596625,40.4041204316531,1875
56532,,-3.71865385794053,40.4041081866797,1875
56519,,-3.71898432860079,40.4040714946532,1875
56527,,-3.71857809007707,40.4041578790943,1875
51376,Mon Feb 09 00:00:00 Cet 2015,-3.71743931563505,40.413040580642,2208
51377,Mon Feb 09 00:00:00 Cet 2015,-3.71743027277899,40.4130620143147,2208
51388,Tue Feb 17 00:00:00 Cet 2015,-3.70562868898958,40.3972788678334,2209
55003,,-3.7068682128086,40.3974377437671,2209
39616,Tue Feb 17 00:00:00 Cet 2015,-3.70689617864488,40.3975435859536,2209
55002,,-3.70696550837144,40.3974700779942,2209
39617,Tue Feb 17 00:00:00 Cet 2015,-3.70690125550084,40.3974586729399,2209
55092,Wed Aug 05 00:00:00 Cet 1970,-3.69695649368725,40.3925642993916,4554
55091,Wed Aug 05 00:00:00 Cet 1970,-3.69697626867859,40.3924477773954,4554
55053,,-3.70198637271676,40.395971901165,4553
55054,,-3.70208523913698,40.3959981757763,4553
31177,Fri Feb 07 00:00:00 Cet 1997,-3.70193772020761,40.3960742495895,4553
31178,Fri Feb 07 00:00:00 Cet 1997,-3.70201638862492,40.3959955240954,4553
56546,,-3.71756819654376,40.4042631066829,4602
56538,,-3.71742951025157,40.4042120577022,4602
56537,,-3.71747562704523,40.4042076830401,4602
56547,,-3.71764340570418,40.4042167905091,4602
56548,,-3.71727044498787,40.4042567767511,4602
56553,,-3.71719562790994,40.4043056063761,4602
56549,,-3.7172786198647,40.4043034141449,4602
51387,Tue Feb 17 00:00:00 Cet 2015,-3.70556366276785,40.3972315855177,2209
56376,Sun Jan 01 00:00:00 Cet 1978,-3.71488858485609,40.4007114222235,856
56374,Sun Jan 01 00:00:00 Cet 1978,-3.71498728438099,40.4007417467546,856
55130,Sun Jan 01 00:00:00 Cet 1978,-3.71399615385486,40.4004190850536,856
55129,Sun Jan 01 00:00:00 Cet 1978,-3.71409765581609,40.4004227992767,856
43263,Sun Jan 01 00:00:00 Cet 1978,-3.714236177788,40.4005558022006,856
43260,Sun Jan 01 00:00:00 Cet 1978,-3.71466098503813,40.4008404646241,856
43258,Sun Jan 01 00:00:00 Cet 1978,-3.71408633481962,40.4008630077891,856
47603,Fri Nov 12 00:00:00 Cet 1971,-3.69961410599903,40.4011040572985,469
47602,Fri Nov 12 00:00:00 Cet 1971,-3.69954811401025,40.4011714988973,469
47601,Fri Nov 12 00:00:00 Cet 1971,-3.69948448151639,40.4012813737043,469
47600,Fri Nov 12 00:00:00 Cet 1971,-3.69943646455572,40.4013444117675,469
47599,Fri Nov 12 00:00:00 Cet 1971,-3.69903397189756,40.4013700400661,469
30941,Sun Jan 01 00:00:00 Cet 1978,-3.72030103822584,40.4038993217602,776
39733,Thu Oct 14 00:00:00 Cet 1971,-3.71121439144431,40.4024862959495,463
30942,Sun Jan 01 00:00:00 Cet 1978,-3.7204717914673,40.4038398829083,776
43315,Mon May 11 00:00:00 Cest 2015,-3.71656516933969,40.4044987114602,775
30943,Sun Jan 01 00:00:00 Cet 1978,-3.72060620428523,40.4039080358841,776
40894,Fri Jan 01 00:00:00 Cet 1960,-3.68792490775789,40.4239799324867,17
43444,Tue Jun 06 00:00:00 Cest 1978,-3.6609116271313,40.4407394678285,879
43443,Tue Jun 06 00:00:00 Cest 1978,-3.66092755135171,40.4407699115675,879
43442,Tue Jun 06 00:00:00 Cest 1978,-3.66094019173137,40.4409054477407,879
43470,Fri Jul 02 00:00:00 Cest 1976,-3.66077449331681,40.4385878498956,690
43469,Fri Jul 02 00:00:00 Cest 1976,-3.66076058667825,40.4384815265346,690
43468,Fri Jul 02 00:00:00 Cest 1976,-3.66068624136224,40.4383893171129,690
43467,Fri Jul 02 00:00:00 Cest 1976,-3.66065210709932,40.4383212176968,690
38364,Tue Jul 14 00:00:00 Cest 2015,-3.6625034535494,40.4211827068677,1216
38374,Tue Jun 30 00:00:00 Cest 2015,-3.66132106591663,40.4212503260366,1900
38373,Tue Jun 30 00:00:00 Cest 2015,-3.66143028450602,40.4212473157599,1900
38363,Wed Jul 01 00:00:00 Cest 2015,-3.66263769433854,40.4211556534345,1216
