MXASSETNUM,C,12;DESCRIPTIO,C,105;MINTDISTRI,C,20;NOMBRE_DIS,C,20;MINTBARRIO,C,10;NOMBRE_BAR,C,50;ESTADO,C,50;INSTALLDAT,D;MINTTIPOVI,C,15;MINTNOMBRE,C,254;MINTNUMERO,C,25;MINTNDP,C,20;MODELO,C,254
219187;SITUADO APARCABICICLETAS - ANILLO VERDE CICLISTA (PARQUE ARROYO FRESNO);8;FUENCARRAL-EL PARDO;87;MIRASIERRA;OPERATIVO;;CALLE;SENDA DEL INFANTE;36;20135684;
220887;SITUADO APARCABICICLETAS - COLEGIO EDUCACION ESPECIAL FRANCISCO DEL POZO;8;FUENCARRAL-EL PARDO;86;VALVERDE;OPERATIVO;;CALLEJON;DOMINE;6;20016402;
221789;SITUADO APARCABICICLETAS - ARROYOFRESNO M-612 ACCESO M-40;8;FUENCARRAL-EL PARDO;87;MIRASIERRA;OPERATIVO;;CALLE;LEONOR LOPEZ DE CORDOBA;2;31049759;
222575;SITUADO APARCABICICLETAS - COLEGIO PUBLICO VASCO NUÑEZ DE BALBOA;8;FUENCARRAL-EL PARDO;86;VALVERDE;OPERATIVO;;CALLE;NUESTRA SEÐORA DE VALVERDE;149;11049856;
222596;SITUADO APARCABICICLETAS - INSTALACION DEPORTIVA MUNICIPAL BASICA MONTECARMELO;8;FUENCARRAL-EL PARDO;87;MIRASIERRA;OPERATIVO;;CALLE;MONASTERIO DE EL PAULAR;45;31029294;
223050;SITUADO APARCABICICLETAS - INSTALACION DEPORTIVA BASICA TRES OLIVOS;8;FUENCARRAL-EL PARDO;86;VALVERDE;OPERATIVO;;CALLE;ROCINANTE;15;20076943;
223230;SITUADO APARCABICICLETAS - ANILLO VERDE CICLISTA (AVDA STO DOMINGO DE LA CALZADA 1);8;FUENCARRAL-EL PARDO;86;VALVERDE;OPERATIVO;;AVENIDA;SANTO DOMINGO DE LA CALZADA;1;31040770;
223251;SITUADO APARCABICICLETAS - ANILLO VERDE CICLISTA (AVDA STO DOMINGO DE LA CALZADA 1);8;FUENCARRAL-EL PARDO;86;VALVERDE;OPERATIVO;;AVENIDA;SANTO DOMINGO DE LA CALZADA;1;31040770;
223280;SITUADO APARCABICICLETAS - ANILLO VERDE CICLISTA (AVDA STO DOMINGO DE LA CALZADA 1);8;FUENCARRAL-EL PARDO;86;VALVERDE;OPERATIVO;;AVENIDA;SANTO DOMINGO DE LA CALZADA;1;31040770;
223286;SITUADO APARCABICICLETAS - ANILLO VERDE CICLISTA (C/ PALAS DEL REY 4);8;FUENCARRAL-EL PARDO;86;VALVERDE;OPERATIVO;;CALLE;PALAS DE REY;4;31030971;
223776;SITUADO APARCABICICLETAS - ANILLO VERDE CICLISTA (AVDA MONASTERIO DEL ESCORIAL 3);8;FUENCARRAL-EL PARDO;88;EL GOLOSO;OPERATIVO;;AVENIDA;MONASTERIO DE EL ESCORIAL;3;31045197;
224147;SITUADO APARCABICICLETAS - ANILLO VERDE CICLISTA (C/ NTRA SRA DE VALVERDE 225);8;FUENCARRAL-EL PARDO;86;VALVERDE;OPERATIVO;;CALLE;NUESTRA SEÑORA DE VALVERDE;225;31053344;
224514;SITUADO APARCABICICLETAS - ANILLO VERDE CICLISTA (AUTOVIA M-40);8;FUENCARRAL-EL PARDO;88;EL GOLOSO;OPERATIVO;;AUTOVIA;M-40;5650;31048627;
224541;SITUADO APARCABICICLETAS - ANILLO VERDE CICLISTA;8;FUENCARRAL-EL PARDO;88;EL GOLOSO;OPERATIVO;;AUTOVIA;M-40;5650;31048627;
224772;SITUADO APARCABICICLETAS - CENTRO COMERCIAL MONTECARMELO;8;FUENCARRAL-EL PARDO;88;EL GOLOSO;OPERATIVO;;CALLE;MONASTERIO DE ARLANZA;20;31018872;
225577;SITUADO APARCABICICLETAS - ANILLO VERDE CICLISTA (C/ DE PORTOMARIN);8;FUENCARRAL-EL PARDO;86;VALVERDE;OPERATIVO;;CALLE;PORTOMARIN;21;31050947;
226835;SITUADO APARCABICICLETAS - COLEGIO PUBLICO MONTE EL PARDO;8;FUENCARRAL-EL PARDO;81;EL PARDO;OPERATIVO;;AVENIDA;GUARDIA;19;31022099;
227269;SITUADO APARCABICICLETAS - CENTRO SOCIOCULTURAL ALFONSO XII;8;FUENCARRAL-EL PARDO;81;EL PARDO;OPERATIVO;;CALLE;MIRA EL RIO;4;31006789;
227733;SITUADO APARCABICICLETAS - C.E.I.P. PRINCIPE DE ASTURIAS;8;FUENCARRAL-EL PARDO;88;EL GOLOSO;OPERATIVO;;CALLE;IVAN PAVLOV;2;31021306;
227813;SITUADO APARCABICICLETAS - FRENTE A LA PERGOLA;10;LATINA;106;CUATRO VIENTOS;OPERATIVO;;CALLE;TROMBONES;13;31036380;
228434;SITUADO APARCABICICLETAS - INSTALACION DEPORTIVA BASICA GENERAL SALIQUET;10;LATINA;107;LAS AGUILAS;OPERATIVO;;CALLE;SOLEDAD CAZORLA;22;20020648;
229683;SITUADO APARCABICICLETAS - I.E.S LEONARDO DA VINCI;10;LATINA;107;LAS AGUILAS;OPERATIVO;;CALLE;BLAS CABRERA;90;11068588;
230112;SITUADO APARCABICICLETAS - INSTITUCION LA SALLE;10;LATINA;107;LAS AGUILAS;OPERATIVO;;CALLE;BLAS CABRERA;50;11067883;
230124;SITUADO APARCABICICLETAS - METRO CUATRO VIENTOS;10;LATINA;105;CAMPAMENTO;OPERATIVO;;PASEO;HUSARES;48;31040048;
232054;SITUADO APARCABICICLETAS - CANCHAS DE FUTBOL SALA;10;LATINA;107;LAS AGUILAS;OPERATIVO;;CALLE;VIDAUBA;3;31045344;
232105;SITUADO APARCABICICLETAS - CENTRO JACINTO VERDAGUER;10;LATINA;107;LAS AGUILAS;OPERATIVO;;CALLE;FUENTE DE LIMA;22;11067134;
232134;SITUADO APARCABICICLETAS - CENTRO DEPORTIVO MUNICIPAL ALUCHE (AVENIDA DE LAS AGUILAS);10;LATINA;107;LAS AGUILAS;OPERATIVO;;CALLE;JOSE DE CADALSO;1;11068677;
232207;SITUADO APARCABICICLETAS - CENTRO CULTURAL ALMIRANTE CHURRUCA;10;LATINA;107;LAS AGUILAS;OPERATIVO;;CALLE;FUENTE DEL TIRO;72;20134686;
232493;SITUADO APARCABICICLETAS - CENTRO DEPORTIVO MUNICIPAL LAS CRUCES;10;LATINA;107;LAS AGUILAS;OPERATIVO;;AVENIDA;POBLADOS;64;20092567;
233419;SITUADO APARCABICICLETAS - ESTACION METRO/CERCANIAS ALUCHE (AV/ DE LOS POBLADOS 41);10;LATINA;104;ALUCHE;OPERATIVO;;AVENIDA;POBLADOS;41;31031861;
233575;SITUADO APARCABICICLETAS - ESTACION METRO/CERCANIAS ALUCHE (C/ DE VALMOJADO 295);10;LATINA;104;ALUCHE;OPERATIVO;;CALLE;VALMOJADO;295;31034501;
233750;SITUADO APARCABICICLETAS - PARQUE ALUCHE;10;LATINA;104;ALUCHE;OPERATIVO;;CALLE;VALMOJADO;173;11065168;
233967;SITUADO APARCABICICLETAS - I.E.S. BLAS DE OTERO;10;LATINA;104;ALUCHE;OPERATIVO;;CALLE;MAQUEDA;117;11065473;
234642;SITUADO APARCABICICLETAS - COLEGIO GAMO DIANA;10;LATINA;104;ALUCHE;OPERATIVO;;CALLE;TEMBLEQUE;104;11065563;
234830;SITUADO APARCABICICLETAS - AUDITORIO PARQUE ALUCHE;10;LATINA;104;ALUCHE;OPERATIVO;;CALLE;ILLESCAS;151;31050623;
236287;SITUADO APARCABICICLETAS - CENTRO CULTURAL FERNANDEZ DE LOS RIOS;10;LATINA;104;ALUCHE;OPERATIVO;;CALLE;CAMARENA;57;11065037;
236539;SITUADO APARCABICICLETAS - C.P. LOS CARMENES;10;LATINA;101;LOS CARMENES;OPERATIVO;;CALLE;ALHAMBRA;102;11063760;
237510;SITUADO APARCABICICLETAS - C.P. AMADEO VIVES;10;LATINA;104;ALUCHE;OPERATIVO;;CALLE;VALMOJADO;61;11065308;
457491;SITUADO APARCABICICLETAS - C/ LUIS ESTEBAN Nº5;6;TETUAN;64;ALMENARA;OPERATIVO;;CALLE;LUIS ESTEBAN;5;31040998;
457493;SITUADO APARCABICICLETAS - C/ GENERAL ARANDA Nº98;6;TETUAN;64;ALMENARA;OPERATIVO;;CALLE;GENERAL ARANDA;98;11032550;
457496;SITUADO APARCABICICLETAS - Av. ASTURIAS Nº70;6;TETUAN;64;ALMENARA;OPERATIVO;;AVENIDA;ASTURIAS;70;31038106;
457499;SITUADO APARCABICICLETAS - Av. ASTURIAS Nº32;6;TETUAN;64;ALMENARA;OPERATIVO;;AVENIDA;ASTURIAS;32;31000231;
457504;SITUADO APARCABICICLETAS - Pz. DONOSO Nº5;6;TETUAN;64;ALMENARA;OPERATIVO;;PLAZA;DONOSO;5;11033010;
457506;SITUADO APARCABICICLETAS - C/ PINOS ALTA Nº63;6;TETUAN;65;VALDEACEDERAS;OPERATIVO;;CALLE;PINOS ALTA;63;11033707;
457509;SITUADO APARCABICICLETAS - C/ CAPITAN BLANCO ARGIBAY Nº14;6;TETUAN;65;VALDEACEDERAS;OPERATIVO;;CALLE;CAPITAN BLANCO ARGIBAY;14;11033839;
457511;SITUADO APARCABICICLETAS - C/ BRAVO MURILLO Nº376;6;TETUAN;63;CASTILLEJOS;OPERATIVO;;CALLE;BRAVO MURILLO;376;11030949;
457512;SITUADO APARCABICICLETAS - C/ SAN AQUILINO Nº2;6;TETUAN;64;ALMENARA;OPERATIVO;;CALLE;SAN AQUILINO;2;20057574;
457513;SITUADO APARCABICICLETAS - C/ CONDE SERRALLO Nº4;6;TETUAN;64;ALMENARA;OPERATIVO;;CALLE;CONDE DEL SERRALLO;4;20056824;
457514;SITUADO APARCABICICLETAS - C/ SAN BENITO Nº6;6;TETUAN;64;ALMENARA;OPERATIVO;;CALLE;SAN BENITO;6;11031825;
457516;SITUADO APARCABICICLETAS - Pz. ANGEL CARBAJO Nº8;6;TETUAN;63;CASTILLEJOS;OPERATIVO;;PLAZA;ANGEL CARBAJO;8;20011572;
457517;SITUADO APARCABICICLETAS - C/ FRANCISCO GERVAS Nº26;6;TETUAN;63;CASTILLEJOS;OPERATIVO;;CALLE;FRANCISCO GERVAS;26;11030792;
457518;SITUADO APARCABICICLETAS - C/ BRAVO MURILLO Nº278;6;TETUAN;63;CASTILLEJOS;OPERATIVO;;CALLE;BRAVO MURILLO;278;11030453;
457519;SITUADO APARCABICICLETAS - C/ MARQUES DE VIANA Nº41;6;TETUAN;66;BERRUGUETE;OPERATIVO;;CALLE;MARQUES DE VIANA;41;11036732;
457520;SITUADO APARCABICICLETAS - C/ MARQUES DE VIANA Nº56;6;TETUAN;65;VALDEACEDERAS;OPERATIVO;;CALLE;MARQUES DE VIANA;56;11036029;
457521;SITUADO APARCABICICLETAS - C/ VILLAAMIL Nº263;6;TETUAN;65;VALDEACEDERAS;OPERATIVO;;CALLE;VILLAAMIL;263;11054691;
457522;SITUADO APARCABICICLETAS - C/ SINESIO DELGADO Nº23;6;TETUAN;65;VALDEACEDERAS;OPERATIVO;;CALLE;SINESIO DELGADO;23;31045419;
457524;SITUADO APARCABICICLETAS - C/ SINESIO DELGADO Nº34;6;TETUAN;65;VALDEACEDERAS;OPERATIVO;;CALLE;SINESIO DELGADO;34;20047808;
457525;SITUADO APARCABICICLETAS - C/ SINESIO DELGADO Nº34;6;TETUAN;65;VALDEACEDERAS;OPERATIVO;;CALLE;SINESIO DELGADO;34;20047808;
457526;SITUADO APARCABICICLETAS - C/ SINESIO DELGADO Nº28;6;TETUAN;65;VALDEACEDERAS;OPERATIVO;;CALLE;SINESIO DELGADO;28;20047796;
457527;SITUADO APARCABICICLETAS - Pº DE LA DIRECCION Nº295;6;TETUAN;65;VALDEACEDERAS;OPERATIVO;;PASEO;DIRECCION;295;31028420;
457528;SITUADO APARCABICICLETAS - Pº DE LA DIRECCION Nº295;6;TETUAN;65;VALDEACEDERAS;OPERATIVO;;PASEO;DIRECCION;295;31028420;
457529;SITUADO APARCABICICLETAS - Pº DE LA DIRECCION Nº267;6;TETUAN;65;VALDEACEDERAS;OPERATIVO;;PASEO;DIRECCION;267;31028366;
457530;SITUADO APARCABICICLETAS - C/ BRAVO MURILLO Nº248;6;TETUAN;63;CASTILLEJOS;OPERATIVO;;CALLE;BRAVO MURILLO;248;11030398;
457532;SITUADO APARCABICICLETAS - C/ INFANTA MERCEDES Nº47;6;TETUAN;63;CASTILLEJOS;OPERATIVO;;CALLE;INFANTA MERCEDES;47;11030336;
457534;SITUADO APARCABICICLETAS - C/ NTRA. SRA. DEL CARMEN Nº3;6;TETUAN;66;BERRUGUETE;OPERATIVO;;CALLE;NUESTRA SEÑORA DEL CARMEN;3;20127483;
457535;SITUADO APARCABICICLETAS - C/ HIERBABUENA Nº2;6;TETUAN;66;BERRUGUETE;OPERATIVO;;CALLE;HIERBABUENA;2;11037992;
457537;SITUADO APARCABICICLETAS - C/ AMBROSIO VALLEJO Nº2;6;TETUAN;66;BERRUGUETE;OPERATIVO;;CALLE;AMBROSIO VALLEJO;2;20013036;
457538;SITUADO APARCABICICLETAS - Av. PABLO IGLESIAS Nº96;6;TETUAN;61;BELLAS VISTAS;OPERATIVO;;AVENIDA;PABLO IGLESIAS;96;11028333;
457541;SITUADO APARCABICICLETAS - C/ ALEJANDRO RODRIGUEZ Nº39;6;TETUAN;61;BELLAS VISTAS;OPERATIVO;;CALLE;ALEJANDRO RODRIGUEZ;39;11028231;
457543;SITUADO APARCABICICLETAS - C/ PAMPLONA Nº33;6;TETUAN;61;BELLAS VISTAS;OPERATIVO;;CALLE;PAMPLONA;33;31001838;
457549;SITUADO APARCABICICLETAS - Av. PABLO IGLESIAS Nº65;6;TETUAN;61;BELLAS VISTAS;OPERATIVO;;AVENIDA;PABLO IGLESIAS;65;20017034;
457552;SITUADO APARCABICICLETAS - C/ BRAVO MURILLO Nº162;6;TETUAN;62;CUATRO CAMINOS;OPERATIVO;;CALLE;BRAVO MURILLO;162;11029812;
457555;SITUADO APARCABICICLETAS - Av. GENERAL PERON Nº9;6;TETUAN;62;CUATRO CAMINOS;OPERATIVO;;AVENIDA;GENERAL PERON;9;31047944;
457558;SITUADO APARCABICICLETAS - Av. GENERAL PERON Nº36;6;TETUAN;62;CUATRO CAMINOS;OPERATIVO;;AVENIDA;GENERAL PERON;36;11029269;
457560;SITUADO APARCABICICLETAS - C/ GENERAL MOSCARDO Nº24;6;TETUAN;62;CUATRO CAMINOS;OPERATIVO;;CALLE;GENERAL MOSCARDO;24;20149143;
457562;SITUADO APARCABICICLETAS - C/ ORENSE Nº15;6;TETUAN;62;CUATRO CAMINOS;OPERATIVO;;CALLE;ORENSE;15;31041819;
457565;SITUADO APARCABICICLETAS - C/ HERNANI Nº68;6;TETUAN;62;CUATRO CAMINOS;OPERATIVO;;CALLE;HERNANI;68;11029251;
457567;SITUADO APARCABICICLETAS - C/ AGUSTIN DE BETANCOURT Nº15;7;CHAMBERI;75;RIOS ROSAS;OPERATIVO;;CALLE;AGUSTIN DE BETANCOURT;15;20014624;
457568;SITUADO APARCABICICLETAS - Pº CASTELLANA Nº67;7;CHAMBERI;75;RIOS ROSAS;OPERATIVO;;PASEO;CASTELLANA;67;20066514;
457570;SITUADO APARCABICICLETAS - Pº CASTELLANA Nº65;7;CHAMBERI;75;RIOS ROSAS;OPERATIVO;;PASEO;CASTELLANA;65;11041676;
457572;SITUADO APARCABICICLETAS - Pz. SAN JUAN DE LA CRUZ Nº3;7;CHAMBERI;75;RIOS ROSAS;OPERATIVO;;PLAZA;SAN JUAN DE LA CRUZ;3;31035629;
457573;SITUADO APARCABICICLETAS - C/ RIOS ROSAS Nº57;7;CHAMBERI;75;RIOS ROSAS;OPERATIVO;;CALLE;RIOS ROSAS;57;20014598;
457575;SITUADO APARCABICICLETAS - C/ RIOS ROSAS Nº21;7;CHAMBERI;75;RIOS ROSAS;OPERATIVO;;CALLE;RIOS ROSAS;21;11042093;
457579;SITUADO APARCABICICLETAS - C/ SANTA ENGRACIA Nº125;7;CHAMBERI;75;RIOS ROSAS;OPERATIVO;;CALLE;SANTA ENGRACIA;125;11041972;
457580;SITUADO APARCABICICLETAS - C/ SANTA ENGRACIA Nº142;7;CHAMBERI;75;RIOS ROSAS;OPERATIVO;;CALLE;SANTA ENGRACIA;142;11042066;
457581;SITUADO APARCABICICLETAS - C/ MAUDES Nº14;7;CHAMBERI;75;RIOS ROSAS;OPERATIVO;;CALLE;MAUDES;14;11042318;
457583;SITUADO APARCABICICLETAS - C/ DULCINEA Nº1;6;TETUAN;62;CUATRO CAMINOS;OPERATIVO;;CALLE;DULCINEA;1;31009760;
457584;SITUADO APARCABICICLETAS - C/ RAIMUNDO FERNANDEZ VILLAVERDE Nº32;7;CHAMBERI;75;RIOS ROSAS;OPERATIVO;;CALLE;RAIMUNDO FERNANDEZ VILLAVERDE;32;11042290;
457586;SITUADO APARCABICICLETAS - C/ RAIMUNDO FERNANDEZ VILLAVERDE Nº43;7;CHAMBERI;75;RIOS ROSAS;OPERATIVO;;CALLE;RAIMUNDO FERNANDEZ VILLAVERDE;43;11029240;
457587;SITUADO APARCABICICLETAS - GTA. CUATRO CAMINOS Nº1;7;CHAMBERI;76;VALLEHERMOSO;OPERATIVO;;GLORIETA;CUATRO CAMINOS;1;11042383;
457588;SITUADO APARCABICICLETAS - C/ BRAVO MURILLO Nº85;7;CHAMBERI;76;VALLEHERMOSO;OPERATIVO;;CALLE;BRAVO MURILLO;85;11042375;
457590;SITUADO APARCABICICLETAS - C/ MARQUES DE LEMA Nº7;7;CHAMBERI;76;VALLEHERMOSO;OPERATIVO;;CALLE;MARQUES DE LEMA;7;11042435;
457591;SITUADO APARCABICICLETAS - C/ ESQUILACHE Nº1;7;CHAMBERI;76;VALLEHERMOSO;OPERATIVO;;CALLE;ESQUILACHE;1;11042396;
457593;SITUADO APARCABICICLETAS - Av. FILIPINAS Nº11;7;CHAMBERI;76;VALLEHERMOSO;OPERATIVO;;AVENIDA;FILIPINAS;11;31050186;
457594;SITUADO APARCABICICLETAS - Av. FILIPINAS Nº34;7;CHAMBERI;76;VALLEHERMOSO;OPERATIVO;;AVENIDA;FILIPINAS;34;11042492;
457596;SITUADO APARCABICICLETAS - Pº SAN FRANCISC DE SALES Nº42;7;CHAMBERI;76;VALLEHERMOSO;OPERATIVO;;PASEO;SAN FRANCISCO DE SALES;42;11042628;
457597;SITUADO APARCABICICLETAS - C/ JUAN VIGON Nº8;7;CHAMBERI;76;VALLEHERMOSO;OPERATIVO;;CALLE;JUAN VIGON;8;11042618;
457598;SITUADO APARCABICICLETAS - C/ GUZMAN EL BUENO Nº94;7;CHAMBERI;76;VALLEHERMOSO;OPERATIVO;;CALLE;GUZMAN EL BUENO;94;11042610;
457599;SITUADO APARCABICICLETAS - C/ JESUS MAESTRO Nº3;7;CHAMBERI;76;VALLEHERMOSO;OPERATIVO;;CALLE;JESUS MAESTRO;3;11042635;
457601;SITUADO APARCABICICLETAS - Av. FILIPINAS Nº5;7;CHAMBERI;76;VALLEHERMOSO;OPERATIVO;;AVENIDA;FILIPINAS;5;11042602;
457603;SITUADO APARCABICICLETAS - C/ GENERAL IBAÑEZ DE IBERO Nº4;7;CHAMBERI;76;VALLEHERMOSO;OPERATIVO;;CALLE;GENERAL IBAÑEZ DE IBERO;4;31044157;
457605;SITUADO APARCABICICLETAS - Av. REINA VICTORIA Nº56;7;CHAMBERI;76;VALLEHERMOSO;OPERATIVO;;AVENIDA;REINA VICTORIA;56;11053168;
457607;SITUADO APARCABICICLETAS - C/ GRAL. ASENSIO CABANILLAS Nº15;7;CHAMBERI;76;VALLEHERMOSO;OPERATIVO;;CALLE;GENERAL ASENSIO CABANILLAS;15;11042963;
457609;SITUADO APARCABICICLETAS - Av. MONCLOA Nº17;7;CHAMBERI;76;VALLEHERMOSO;OPERATIVO;;AVENIDA;MONCLOA;17;11043015;
457611;SITUADO APARCABICICLETAS - C/ ISAAC PERAL Nº60;7;CHAMBERI;76;VALLEHERMOSO;OPERATIVO;;CALLE;ISAAC PERAL;60;11042839;
457615;SITUADO APARCABICICLETAS - C/ JULIAN ROMEA Nº20;7;CHAMBERI;76;VALLEHERMOSO;OPERATIVO;;CALLE;JULIAN ROMEA;20;11042850;
457625;SITUADO APARCABICICLETAS - C/ JOAQUIN MARIA LOPEZ Nº50;7;CHAMBERI;71;GAZTAMBIDE;OPERATIVO;;CALLE;JOAQUIN MARIA LOPEZ;50;20013348;
457626;SITUADO APARCABICICLETAS - C/ GUZMAN EL BUENO Nº75;7;CHAMBERI;71;GAZTAMBIDE;OPERATIVO;;CALLE;GUZMAN EL BUENO;75;11039033;
457627;SITUADO APARCABICICLETAS - C/ FERNANDO EL CATOLICO Nº52;7;CHAMBERI;71;GAZTAMBIDE;OPERATIVO;;CALLE;FERNANDO EL CATOLICO;52;20013232;
457630;SITUADO APARCABICICLETAS - Pz. MONCLOA Nº1;9;MONCLOA-ARAVACA;92;ARGUELLES;OPERATIVO;;PLAZA;MONCLOA;1;31044251;
457631;SITUADO APARCABICICLETAS - C/ FERNANDO EL CATOLICO Nº77;7;CHAMBERI;71;GAZTAMBIDE;OPERATIVO;;CALLE;FERNANDO EL CATOLICO;77;11038665;
457633;SITUADO APARCABICICLETAS - C/ MELENDEZ VALDES Nº67;7;CHAMBERI;71;GAZTAMBIDE;OPERATIVO;;CALLE;MELENDEZ VALDES;67;11038645;
457634;SITUADO APARCABICICLETAS - C/ ROMERO ROBLEDO Nº15;9;MONCLOA-ARAVACA;92;ARGUELLES;OPERATIVO;;CALLE;ROMERO ROBLEDO;15;20016982;
457635;SITUADO APARCABICICLETAS - Pº PINTOR ROSALES Nº62;9;MONCLOA-ARAVACA;92;ARGUELLES;OPERATIVO;;PASEO;PINTOR ROSALES;62;20017012;
457637;SITUADO APARCABICICLETAS - C/ ALBERTO AGUILERA Nº23;1;CENTRO;15;UNIVERSIDAD;OPERATIVO;;CALLE;ALBERTO AGUILERA;23;11006483;
457639;SITUADO APARCABICICLETAS - C/ VALLEHERMOSO Nº15;7;CHAMBERI;72;ARAPILES;OPERATIVO;;CALLE;VALLEHERMOSO;15;11039765;
457641;SITUADO APARCABICICLETAS - C/ GALILEO Nº39;7;CHAMBERI;72;ARAPILES;OPERATIVO;;CALLE;GALILEO;39;20013552;
457644;SITUADO APARCABICICLETAS - C/ ARAPILES Nº12;7;CHAMBERI;72;ARAPILES;OPERATIVO;;CALLE;ARAPILES;12;11039612;
457646;SITUADO APARCABICICLETAS - Pz. CONDE DEL VALLE SUCHIL Nº6;7;CHAMBERI;72;ARAPILES;OPERATIVO;;PLAZA;CONDE DEL VALLE DE SUCHIL;6;11039774;
457648;SITUADO APARCABICICLETAS - C/ SAN BERNARDO Nº93;7;CHAMBERI;72;ARAPILES;OPERATIVO;;CALLE;SAN BERNARDO;93;20013640;
457651;SITUADO APARCABICICLETAS - C/ FUENCARRAL Nº123;7;CHAMBERI;73;TRAFALGAR;OPERATIVO;;CALLE;FUENCARRAL;123;11039923;
457653;SITUADO APARCABICICLETAS - C/ SAN BERNARDO Nº107;7;CHAMBERI;72;ARAPILES;OPERATIVO;;CALLE;SAN BERNARDO;107;11039630;
457654;SITUADO APARCABICICLETAS - C/ MAGALLANES Nº3;7;CHAMBERI;72;ARAPILES;OPERATIVO;;CALLE;MAGALLANES;3;11039624;
457656;SITUADO APARCABICICLETAS - C/ BRAVO MURILLO Nº32;7;CHAMBERI;72;ARAPILES;OPERATIVO;;CALLE;BRAVO MURILLO;32;11040240;
457658;SITUADO APARCABICICLETAS - C/ BRAVO MURILLO Nº49;7;CHAMBERI;76;VALLEHERMOSO;OPERATIVO;;CALLE;BRAVO MURILLO;49;31044176;
457661;SITUADO APARCABICICLETAS - C/ CEA BERMUDEZ Nº26;7;CHAMBERI;76;VALLEHERMOSO;OPERATIVO;;CALLE;CEA BERMUDEZ;26;11042545;
457678;SITUADO APARCABICICLETAS - C/ GRAL. ALVAREZ DE CASTRO Nº46;7;CHAMBERI;73;TRAFALGAR;OPERATIVO;;CALLE;GENERAL ALVAREZ DE CASTRO;46;11040310;
457681;SITUADO APARCABICICLETAS - C/ GRAL. ALVAREZ DE CASTRO Nº46;7;CHAMBERI;73;TRAFALGAR;OPERATIVO;;CALLE;GENERAL ALVAREZ DE CASTRO;46;11040310;
457683;SITUADO APARCABICICLETAS - C/ JOSE ABASCAL Nº39;7;CHAMBERI;75;RIOS ROSAS;OPERATIVO;;CALLE;JOSE ABASCAL;39;11041733;
457688;SITUADO APARCABICICLETAS - Pº CASTELLANA Nº53;7;CHAMBERI;75;RIOS ROSAS;OPERATIVO;;PASEO;CASTELLANA;53;31046076;
457689;SITUADO APARCABICICLETAS - C/ ALONSO CANO Nº 19;7;CHAMBERI;74;ALMAGRO;OPERATIVO;;CALLE;ALONSO CANO;19;20014366;
457693;SITUADO APARCABICICLETAS - C/ SANTA ENGRACIA Nº69;7;CHAMBERI;73;TRAFALGAR;OPERATIVO;;CALLE;SANTA ENGRACIA;69;11040521;
457706;SITUADO APARCABICICLETAS - Pº EDUARDO DATO Nº2;7;CHAMBERI;74;ALMAGRO;OPERATIVO;;PASEO;EDUARDO DATO;2;31012940;
457716;SITUADO APARCABICICLETAS - C/ FERNANDEZ DE LA HOZ Nº27;7;CHAMBERI;74;ALMAGRO;OPERATIVO;;CALLE;FERNANDEZ DE LA HOZ;27;11041298;
457719;SITUADO APARCABICICLETAS - Pº GRAL. MARTINEZ CAMPOS Nº31;7;CHAMBERI;74;ALMAGRO;OPERATIVO;;PASEO;GENERAL MARTINEZ CAMPOS;31;11041370;
457722;SITUADO APARCABICICLETAS - Pº GRAL. MARTINEZ CAMPOS Nº37;7;CHAMBERI;74;ALMAGRO;OPERATIVO;;PASEO;GENERAL MARTINEZ CAMPOS;37;11041557;
457723;SITUADO APARCABICICLETAS - C/ MIGUEL ANGEL Nº1;7;CHAMBERI;74;ALMAGRO;OPERATIVO;;CALLE;MIGUEL ANGEL;1;11041249;
457728;SITUADO APARCABICICLETAS - Pº CASTELLANA Nº35;7;CHAMBERI;74;ALMAGRO;OPERATIVO;;PASEO;CASTELLANA;35;11041192;
457729;SITUADO APARCABICICLETAS - C/ ZURBARAN Nº21;7;CHAMBERI;74;ALMAGRO;OPERATIVO;;CALLE;ZURBARAN;21;11040978;
457731;SITUADO APARCABICICLETAS - C/ ALMAGRO Nº7;7;CHAMBERI;74;ALMAGRO;OPERATIVO;;CALLE;ALMAGRO;7;20014094;
457734;SITUADO APARCABICICLETAS - C/ SANTA ENGRACIA Nº15;7;CHAMBERI;73;TRAFALGAR;OPERATIVO;;CALLE;SANTA ENGRACIA;15;11040784;
457737;SITUADO APARCABICICLETAS - C/ FRANCISCO DE ROJAS Nº14;7;CHAMBERI;73;TRAFALGAR;OPERATIVO;;CALLE;FRANCISCO DE ROJAS;14;31037600;
457741;SITUADO APARCABICICLETAS - C/ SERRANO ANGUITA Nº13;1;CENTRO;14;JUSTICIA;OPERATIVO;;CALLE;SERRANO ANGUITA;13;11005281;
457743;SITUADO APARCABICICLETAS - C/ BARCELO Nº9;1;CENTRO;14;JUSTICIA;OPERATIVO;;CALLE;BARCELO;9;11005237;
457747;SITUADO APARCABICICLETAS - Pz. DOS DE MAYO Nº3;1;CENTRO;15;UNIVERSIDAD;OPERATIVO;;PLAZA;DOS DE MAYO;3;11006142;
457752;SITUADO APARCABICICLETAS - C/ EVARISTO SAN MIGUEL Nº7;9;MONCLOA-ARAVACA;92;ARGUELLES;OPERATIVO;;CALLE;EVARISTO SAN MIGUEL;7;11052385;
