MXASSETNUM,C,12;DESCRIPTIO,C,105;MINTDISTRI,C,20;NOMBRE_DIS,C,20;MINTBARRIO,C,10;NOMBRE_BAR,C,50;ESTADO,C,50;INSTALLDAT,D;MINTTIPOVI,C,15;MINTNOMBRE,C,254;MINTNUMERO,C,25;MINTNDP,C,20;MODELO,C,254
528398;SITUADOS_APARCABICICLETAS - CALLE DE CASTROJERIZ 18;11;CARABANCHEL;114;VISTA ALEGRE;OPERATIVO;;CALLE;CASTROJERIZ;18;11075309;
528399;SITUADOS_APARCABICICLETAS - CEPA VISTA ALEGRE;11;CARABANCHEL;115;PUERTA BONITA;OPERATIVO;;CALLE;GENERAL RICARDOS;179B;31009511;
528400;SITUADOS_APARCABICICLETAS-COLEGIO SANTA RITA;11;CARABANCHEL;115;PUERTA BONITA;OPERATIVO;;CALLE;EUGENIA DE MONTIJO;53;11076656;
528402;SITUADOS_APARCABICICLETAS - CALLE DE NUESTRA SEÑORA DE LA ANTIGUA 52C;11;CARABANCHEL;115;PUERTA BONITA;OPERATIVO;;CALLE;NUESTRA SEÑORA DE LA ANTIGUA;52C;31052352;
528404;SITUADOS_APARCABICICLETAS - METRO CIUDAD DE LOS ÁNGELES;17;VILLAVERDE;174;LOS ROSALES;OPERATIVO;;CALLE;TERTULIA;17;20062065;
528405;SITUADOS_APARCABICICLETAS -;17;VILLAVERDE;175;LOS ANGELES;OPERATIVO;;CALLE;ROMERAL;11;20153740;
528411;SITUADOS_APARCABICICLETAS - PASEO DE LOS GIGANTES Y CABEZUDOS 70;17;VILLAVERDE;175;LOS ANGELES;OPERATIVO;;PASEO;GIGANTES Y CABEZUDOS;70;31046547;
528412;SITUADOS_APARCABICICLETAS - CALLE DE ALCOCER 3;17;VILLAVERDE;175;LOS ANGELES;OPERATIVO;;CALLE;ALCOCER;3;11128273;
528413;SITUADOS_APARCABICICLETAS - CENTRO DEPORTIVO MUNICIPAL SAN CRISTÓBAL;17;VILLAVERDE;172;SAN CRISTOBAL;OPERATIVO;;PLAZA;PINAZO;9;11126203;
528414;SITUADOS_APARCABICICLETAS - PLAZA DE AGATA 11;17;VILLAVERDE;171;VILLAVERDE ALTO C.H.;OPERATIVO;;PLAZA;AGATA;11;11125157;
528415;SITUADOS_APARCABICICLETAS - POLIDEPORTIVO PLATA Y CASTAÑAR;17;VILLAVERDE;171;VILLAVERDE ALTO C.H.;OPERATIVO;;PASEO;PLATA Y CASTAÑAR;7;20177290;
528417;SITUADOS_APARCABICICLETAS - PASEO DE LAS MORERAS 5;17;VILLAVERDE;171;VILLAVERDE ALTO C.H.;OPERATIVO;;PASEO;MORERAS;5;11125164;
528418;SITUADOS_APARCABICICLETAS - COLEGIO PÚBLICO LOS ROSALES;17;VILLAVERDE;173;BUTARQUE;OPERATIVO;;AVENIDA;LOS ROSALES;131;31004577;
528419;SITUADO_APARCABICICLETAS - CALLE DE PUENTEDEY 5F;18;VILLA DE VALLECAS;183;ENSANCHE DE VALLECAS;OPERATIVO;;CALLE;PUENTEDEY;5G;31026425;
528420;SITUADOS_APARCABICICLETAS - PASEO DE ALBERTO PALACIOS 13;17;VILLAVERDE;171;VILLAVERDE ALTO C.H.;OPERATIVO;;PASEO;ALBERTO PALACIOS;16;31001432;
528421;SITUADO_APARCABICICLETAS - BIBLIOTECA PUBLICA MUNICIPAL FRANCISCO AYALA;19;VICALVARO;192;VALDEBERNARDO;OPERATIVO;;BULEVAR;INDALECIO PRIETO;21;31025948;
528422;SITUADOS_APARCABICICLETAS - CALLE DE LA TERTULIA 3;17;VILLAVERDE;174;LOS ROSALES;OPERATIVO;;CALLE;TERTULIA;1;20062041;
528423;SITUADO_APARCABICICLETAS - CALLE DE PUENTEDEY 5F;18;VILLA DE VALLECAS;183;ENSANCHE DE VALLECAS;OPERATIVO;;CALLE;PUENTEDEY;5F;31026424;
528425;"SITUADOS_APARCABICICLETAS - CONSERVATORIO PROFESIONAL DE MÚSICA ""VICTORIA DE LOS ÁNGELES"" MADRID";17;VILLAVERDE;174;LOS ROSALES;OPERATIVO;;AVENIDA;OROVILLA;51;20061915;
528427;SITUADO_APARCABICICLETAS - AVENIDA DEL ENSANCHE DE VALLECAS 14F;18;VILLA DE VALLECAS;183;ENSANCHE DE VALLECAS;OPERATIVO;;AVENIDA;ENSANCHE DE VALLECAS;14F;31050904;
528428;SITUADOS_APARCABICICLETAS - COLEGIO PÚBLICO EL GRECO;17;VILLAVERDE;173;BUTARQUE;OPERATIVO;;CALLE;ESTEFANITA;7;20166964;
528430;SITUADOS_APARCABICICLETAS - POLIDEPORTIVO DE MARCONI;17;VILLAVERDE;171;VILLAVERDE ALTO C.H.;OPERATIVO;;CALLE;PRINCIPAL;1;20174655;
528435;SITUADOS_APARCABICICLETAS - CENTRO DEPORTIVO MUNICIPAL FÉLIX RUBIO;17;VILLAVERDE;174;LOS ROSALES;OPERATIVO;;CALLE;CIUDADANIA;5;20062317;
528438;SITUADO_APARCABICICLETAS - IES VILLABLANCA;19;VICALVARO;191;CASCO H.VICALVARO;OPERATIVO;;CALLE;VILLABLANCA;79;20076408;
528439;SITUADOS_APARCABICICLETAS - CERCANÍAS PUENTE ALCOCER;17;VILLAVERDE;171;VILLAVERDE ALTO C.H.;OPERATIVO;;CALLE;ALCOCER;45B;20078356;
528440;SITUADOS_APARCABICICLETAS - CALLE DE MARIA BARRIENTOS 2;17;VILLAVERDE;174;LOS ROSALES;OPERATIVO;;CALLE;MARIA BARRIENTOS;2;31002007;
528442;SITUADOS_APARCABICICLETAS -;17;VILLAVERDE;172;SAN CRISTOBAL;OPERATIVO;;CALLE;GODELLA;57;11126076;
528443;SITUADOS_APARCABICICLETAS - RESIDENCIA VILLAVERDE ALZHEIMER GESTIÓN PÚBLICA;17;VILLAVERDE;174;LOS ROSALES;OPERATIVO;;CARRETERA;VILLAVERDE A VALLECAS;38;31002625;
528446;SITUADOS_APARCABICICLETAS - AVENIDA OROVILLA 35;17;VILLAVERDE;174;LOS ROSALES;OPERATIVO;;AVENIDA;OROVILLA;35;20061891;
528447;SITUADO_APARCABICICLETAS - VALLECAS C.F.;18;VILLA DE VALLECAS;181;CASCO H.VALLECAS;OPERATIVO;;CALLE;PUERTO DE REINOSA;2;31012604;
528449;SITUADO_APARCABICICLETAS - CALLE DEL PADRE LLANOS 5;13;PUENTE DE VALLECAS;131;ENTREVIAS;OPERATIVO;;CALLE;PADRE LLANOS;5;20173638;
528451;SITUADOS_APARCABICICLETAS - METRO VILLAVERDE BAJO - CRUCE;17;VILLAVERDE;174;LOS ROSALES;OPERATIVO;;AVENIDA;ANDALUCIA;45;31040262;
528453;SITUADOS_APARCABICICLETAS - CALLE DEL BERROCAL 46;17;VILLAVERDE;173;BUTARQUE;OPERATIVO;;CALLE;BERROCAL;46;20178377;
528454;SITUADO_APARCABICICLETAS- COLEGIO EL VALLE VALDEBERNARDO;19;VICALVARO;192;VALDEBERNARDO;OPERATIVO;;CALLE;CORDEL DE PAVONES;2;20153504;
528457;SITUADOS APARCABICICLETAS - CALLE DE ROCAFORT 9;17;VILLAVERDE;172;SAN CRISTOBAL;OPERATIVO;;CALLE;ROCAFORT;9;31012878;
528458;SITUADOS APARCABICLETAS - CENTRO SOCIOCULTURAL ÁGATA;17;VILLAVERDE;171;VILLAVERDE ALTO C.H.;OPERATIVO;;CALLE;DOCTOR MARTIN AREVALO;4;11124076;
528460;SITUADOS APARCABICILETAS - CERCANÍAS VILLAVERDE BAJO;17;VILLAVERDE;174;LOS ROSALES;OPERATIVO;;PASEO;ESTACION;2;31011912;
528461;SITUADO_APARCABICICLETAS - CALLE DE FUENTIDUEÑA 41;18;VILLA DE VALLECAS;181;CASCO H.VALLECAS;OPERATIVO;;CALLE;FUENTIDUEÑA;41;20072202;
528462;SITUADO_APARCABICICLETAS - ESCUELA DE MUSICA CREATIVA SL;18;VILLA DE VALLECAS;182;SANTA EUGENIA;OPERATIVO;;CALLE;AGUSTIN GARCIA MALLA;4;31029535;
528463;SITUADOS_APARCABICICLETAS - BIBLIOTECA PÚBLICA MARÍA MOLINER;17;VILLAVERDE;171;VILLAVERDE ALTO C.H.;OPERATIVO;;CALLE;OLAS;2;20049365;
528464;SITUADOS_APARCABICICLETAS - CENTRO SOCIOCULTURAL BOHEMIOS;17;VILLAVERDE;175;LOS ANGELES;OPERATIVO;;CALLE;LOS BOHEMIOS;1;11143020;
528465;SITUADO_APARCABICICLETAS - CALLE DE FUENTIDUEÑA 11;18;VILLA DE VALLECAS;181;CASCO H.VALLECAS;OPERATIVO;;CALLE;FUENTIDUEÑA;11;20072213;
528466;SITUADO_APARCABICICLETAS - CALLE DE DIEGO OLIVERA VICTORIO 2;18;VILLA DE VALLECAS;182;SANTA EUGENIA;OPERATIVO;;CALLE;DIEGO OLIVERA VICTORIO;2;20128910;
528467;SITUADOS_APARCABICICLETAS - CALLE DE LA CORTE DE FARAON 35;17;VILLAVERDE;175;LOS ANGELES;OPERATIVO;;CALLE;LA CORTE DE FARAON;35;11129071;
528468;SITUADO_APARCABICICLETAS - CALLE DE LA PEÑA VEIGA 6;18;VILLA DE VALLECAS;181;CASCO H.VALLECAS;OPERATIVO;;CALLE;PEÑA VEIGA;6;20165248;
528470;SITUADO_APARCABICICLETAS - CENTRO DEPORTIVO MUNICIPAL DE VILCALVARO;19;VICALVARO;191;CASCO H.VICALVARO;OPERATIVO;;PASEO;POLIDEPORTIVO;3;20064592;
528471;SITUADO_APARCABICICLETAS - COLEGIO SAGRADO CORAZON;18;VILLA DE VALLECAS;181;CASCO H.VALLECAS;OPERATIVO;;CALLE;SAN JAIME;46;11129675;
528472;SITUADO_APARCABICICLETAS - CENTRO CULTURAL FRANCISCO FATOU;18;VILLA DE VALLECAS;181;CASCO H.VALLECAS;OPERATIVO;;CALLE;MANUEL VELEZ;10;11129720;
528473;SITUADO_APARCABICICLETAS - CEIP LICEO VERSALLES;18;VILLA DE VALLECAS;181;CASCO H.VALLECAS;OPERATIVO;;CALLE;PUERTO DE SOMOSIERRA;9;11130417;
528474;SITUADO_APARCABICICLETAS - CALLE DEL CONGOSTO 35;18;VILLA DE VALLECAS;181;CASCO H.VALLECAS;OPERATIVO;;CALLE;CONGOSTO;35;11131198;
528475;SITUADO_APARCABICICLETAS - CALLE DE LA REVOLTOSA 19;18;VILLA DE VALLECAS;181;CASCO H.VALLECAS;OPERATIVO;;CALLE;LA REVOLTOSA;28;11130838;
528476;SITUADO_APARCABICICLETAS -;18;VILLA DE VALLECAS;181;CASCO H.VALLECAS;OPERATIVO;;CALLE;FUENTIDUEÑA;19;20072220;
528478;SITUADO_APARCABICICLETAS - CALLE DE LA HUELGA 6;18;VILLA DE VALLECAS;181;CASCO H.VALLECAS;OPERATIVO;;CALLE;HUELGA;6;11131349;
528479;SITUADO_APARCABICICLETAS - INSTALACION DEPORTIVA MUNICIPAL MAR ABIERTO;18;VILLA DE VALLECAS;181;CASCO H.VALLECAS;OPERATIVO;;CAMINO;SUERTE;46;31022508;
528480;SITUADO_APARCABICICLETAS - CALLE DEL MERCURIO 20;19;VICALVARO;191;CASCO H.VICALVARO;OPERATIVO;;CALLE;MERCURIO;20;11132718;
528481;SITUADO_APARCABICICLETAS - CALLE DEL MONTE AYA 12;18;VILLA DE VALLECAS;181;CASCO H.VALLECAS;OPERATIVO;;CALLE;MONTE AYA;12;11130387;
528482;SITUADO_APARCABICICLETAS - CENTRO JUVENIL EL SITIO DE MI RECREO;18;VILLA DE VALLECAS;182;SANTA EUGENIA;OPERATIVO;;CALLE;REAL DE ARGANDA;39;20076127;
528483;SITUADO_APARCABICICLETAS;18;VILLA DE VALLECAS;181;CASCO H.VALLECAS;OPERATIVO;;CALLE;MONTES DE BARBANZA;25;11131316;
528484;SITUADO_APARCABICICLETAS -;18;VILLA DE VALLECAS;182;SANTA EUGENIA;OPERATIVO;;CALLE;REAL DE ARGANDA;39;20076127;
528485;SITUADO_APARCABICICLETAS - CALLE DE PUENTELARRA 28;18;VILLA DE VALLECAS;182;SANTA EUGENIA;OPERATIVO;;CALLE;PUENTELARRA;25;11131721;
528486;SITUADO_APARCABICICLETAS- ESTACION METRO LA GAVIA;18;VILLA DE VALLECAS;183;ENSANCHE DE VALLECAS;OPERATIVO;;CALLE;ALTO DE LA SARTENILLA;2;31037227;
528488;SITUADO_APARCABICICLETAS - CALLE DE LA SIERRA DE PALOMERAS 12B;18;VILLA DE VALLECAS;181;CASCO H.VALLECAS;OPERATIVO;;CALLE;SIERRA DE PALOMERAS;12B;31051361;
528489;SITUADO_APARCABICICLETAS - CALLE DE LA SIERRA GADOR 42;18;VILLA DE VALLECAS;181;CASCO H.VALLECAS;OPERATIVO;;CALLE;SIERRA GADOR;42;11129690;
528491;SITUADO_APARCABICICLETAS - COLEGIO PUBLICO PIO BAROJA;14;MORATALAZ;146;VINATEROS;OPERATIVO;;CALLE;LUIS DE HOYOS SAINZ;86;11102882;
528493;SITUADO_APARCABICICLETAS - CALLE DE LA HACIENDA DE PAVONES 340;14;MORATALAZ;141;PAVONES;OPERATIVO;;CALLE;HACIENDA DE PAVONES;342;20098170;
528494;SITUADO_APARCABICICLETAS - OFICINA DE ATENCION A LA CIUDADANIA VILLA DE VALLECAS;18;VILLA DE VALLECAS;181;CASCO H.VALLECAS;OPERATIVO;;PASEO;FEDERICO GARCIA LORCA;12;11130433;
528495;SITUADO_APARCABICICLETAS -;19;VICALVARO;191;CASCO H.VICALVARO;OPERATIVO;;PLAZA;DON ANTONIO DE ANDRES;17;11132388;
528496;SITUADO_APARCABICICLETAS - CALLE DE ENRIQUE GARCIA ALVAREZ 11;18;VILLA DE VALLECAS;182;SANTA EUGENIA;OPERATIVO;;CALLE;ENRIQUE GARCIA ALVAREZ;11;20142421;
528497;SITUADO_APARCABICICLETAS -;18;VILLA DE VALLECAS;182;SANTA EUGENIA;OPERATIVO;;CALLE;ENRIQUE GARCIA ALVAREZ;18;31047252;
528499;SITUADO_APARCABICICLETAS - BULEVAR DE INDALECIO PRIETO 7;19;VICALVARO;192;VALDEBERNARDO;OPERATIVO;;BULEVAR;INDALECIO PRIETO;7;20137375;
528501;SITUADO_APARCABICICLETAS - Centro Cultural Zazuar;18;VILLA DE VALLECAS;182;SANTA EUGENIA;OPERATIVO;;CALLE;ZAZUAR;4A;31011654;
528502;SITUADO_APARCABICICLETAS - CALLE DE MINERVA 161;19;VICALVARO;193;VALDERRIVAS;OPERATIVO;;CALLE;MINERVA;161;20180448;
528503;SITUADO_APARCABICICLETAS - CALLE DE ROMEO Y JULIETA 13;13;PUENTE DE VALLECAS;133;PALOMERAS BAJAS;OPERATIVO;;CALLE;ROMEO Y JULIETA;13;20080943;
528504;SITUADO_APARCABICICLETAS - CALLE DE BENJAMIN PALENCIA 2;13;PUENTE DE VALLECAS;136;NUMANCIA;OPERATIVO;;CALLE;BENJAMIN PALENCIA;2;20002299;
528505;SITUADO_APARCABICICLETAS -;18;VILLA DE VALLECAS;182;SANTA EUGENIA;OPERATIVO;;CALLE;CERRO DE ALMODOVAR;5;31040957;
528507;SITUADO_APARCABICICLETAS - COLEGIO PUBLICO CIUDAD DE VALENCIA;18;VILLA DE VALLECAS;182;SANTA EUGENIA;OPERATIVO;;CALLE;CERRO DE ALMODOVAR;3;31040956;
528508;SITUADO_APARCABICICLETAS - BIBLIOTECA PUBLICA MIGUEL HERNANDEZ;13;PUENTE DE VALLECAS;134;PALOMERAS SURESTE;OPERATIVO;;CALLE;EXTREMEÑOS;5;20139499;
528510;SITUADO_APARCABICICLETAS - COLEGIO ZAZUAR;18;VILLA DE VALLECAS;182;SANTA EUGENIA;OPERATIVO;;CALLE;ZAZUAR;17;11131637;
528514;SITUADO_APARCABICICLETAS - POLIDEPORTIVO PALOMERAS;13;PUENTE DE VALLECAS;134;PALOMERAS SURESTE;OPERATIVO;;CALLE;TRANVIA DE ARGANDA;4;20169452;
528515;SITUADO_APARCABICICLETAS - IES ARCIPRESTE DE HITA;13;PUENTE DE VALLECAS;131;ENTREVIAS;OPERATIVO;;RONDA;SUR;6;20142134;
528516;SITUADO_APARCABICICLETAS - CALLE DE NOVECENTO 4;13;PUENTE DE VALLECAS;133;PALOMERAS BAJAS;OPERATIVO;;CALLE;VIRIDIANA;13F;20081150;
528517;SITUADO_APARCABICICLETAS - CALLE DE TRISTANA 10;13;PUENTE DE VALLECAS;133;PALOMERAS BAJAS;OPERATIVO;;CALLE;TRISTANA;10;20081213;
528524;SITUADOS_APARCABICICLETAS - CALLE DE LA CANCION DEL OLVIDO 13;17;VILLAVERDE;175;LOS ANGELES;OPERATIVO;;CALLE;LA CANCION DEL OLVIDO;13;11129032;
528525;SITUADOS_APARCABICICLETAS - IES CELESTINO MUTIS;17;VILLAVERDE;171;VILLAVERDE ALTO C.H.;OPERATIVO;;CALLE;JUAN PEÑALVER;8;11124869;
528529;SITUADOS_APARCABICICLETAS - METRO VILLAVERDE ALTO;17;VILLAVERDE;171;VILLAVERDE ALTO C.H.;OPERATIVO;;CALLE;VALLE DE TOBALINA;52;20079078;
528532;SITUADOS_APARCABICICLETAS - METRO VILLAVERDE ALTO;17;VILLAVERDE;171;VILLAVERDE ALTO C.H.;OPERATIVO;;CALLE;DOMINGO PARRAGA;15;31016128;
528533;SITUADOS_APARCABICICLETAS - I.E.S. CIUDAD DE LOS ANGELES;17;VILLAVERDE;175;LOS ANGELES;OPERATIVO;;CALLE;ANOETA;14;31013720;
528534;SITUADOS_APARCABICICLETAS - CALLE DE LA RESINA 27;17;VILLAVERDE;171;VILLAVERDE ALTO C.H.;OPERATIVO;;CALLE;RESINA;27;20118815;
528536;SITUADOS_APARCABICICLETAS - COLEGIO PÚBLICO MESETA DE ORCASITAS;12;USERA;121;ORCASITAS;OPERATIVO;;AVENIDA;POBLADOS;165;31007157;
528537;SITUADOS_APARCABICICLETAS - METRO ALMENDRALES;12;USERA;124;ALMENDRALES;OPERATIVO;;AVENIDA;CORDOBA;21;31008329;
528538;SITUADOS_APARCABICICLETAS - C.D.C. MOSCARDO;12;USERA;125;MOSCARDO;OPERATIVO;;CALLE;ANDRES ARTEAGA;3;20026196;
528539;SITUADOS_APARCABICICLETAS - CALLE DE SAN MAXIMO 4;12;USERA;123;SAN FERMIN;OPERATIVO;;CALLE;SAN MAXIMO;4;20075892;
528540;SITUADOS_APARCABICICLETAS - CAMINO DE PERALES 90;12;USERA;123;SAN FERMIN;OPERATIVO;;CAMINO;PERALES;90;31006054;
528541;SITUADOS_APARCABICICLETAS - CALLE DE VILLABONA 4;12;USERA;121;ORCASITAS;OPERATIVO;;CALLE;VILLABONA;4;11080136;
528542;SITUADOS_APARCABICICLETAS - COLEGIO PÚBLICO PUERTO RICO;12;USERA;121;ORCASITAS;OPERATIVO;;CALLE;GAINZA;22;31012140;
528543;SITUADOS_APARCABICICLETAS - POLIDEPORTIVO MUNICIPAL SAN FERMÍN;12;USERA;123;SAN FERMIN;OPERATIVO;;CALLE;ESTAFETA;2;20025246;
528544;SITUADOS_APARCABICICLETAS - CENTRO SOCIO CULTURAL SAN FERMIN;12;USERA;123;SAN FERMIN;OPERATIVO;;AVENIDA;SAN FERMIN;5;11081679;
528546;SITUADOS_APARCABICICLETAS - PLAZA DE FERNANDEZ LADREDA 1;12;USERA;125;MOSCARDO;OPERATIVO;;PLAZA;FERNANDEZ LADREDA;1;31054307;
528547;SITUADOS_APARCABICICLETAS - METRO USERA;12;USERA;125;MOSCARDO;OPERATIVO;;CALLE;AMPARO USERA;47;20148884;
528549;SITUADO_APARCABICICLETAS -;19;VICALVARO;191;CASCO H.VICALVARO;OPERATIVO;;CALLE;SEPIOLITA;6;31028697;
528550;SITUADO_APARCABICICLETAS - AUTOVIA M-30 1000EX;13;PUENTE DE VALLECAS;136;NUMANCIA;OPERATIVO;;AUTOVIA;M-30;1000EX;31031347;
528551;SITUADO_APARCABICICLETAS - CALLE DE GERARDO DIEGO 15;13;PUENTE DE VALLECAS;134;PALOMERAS SURESTE;OPERATIVO;;CALLE;GERARDO DIEGO;15;20035240;
528552;SITUADO_APARCABICICLETAS - Estación cercanías Vallecas;18;VILLA DE VALLECAS;181;CASCO H.VALLECAS;OPERATIVO;;CALLE;JESUS DEL PINO;32;20150872;
528554;SITUADO_APARCABICICLETAS - Estación de metro de Valdecarros;18;VILLA DE VALLECAS;183;ENSANCHE DE VALLECAS;OPERATIVO;;AVENIDA;ENSANCHE DE VALLECAS;120F;31025766;
528558;SITUADO_APARCABICICLETAS - Pabellón Municipal de Deportes Cerro Almodovar;18;VILLA DE VALLECAS;182;SANTA EUGENIA;OPERATIVO;;CALLE;CERRO DE ALMODOVAR;9;31044545;
528559;SITUADO_APARCABICICLETAS - PABELLON MUNICIPAL DE DEPORTES CERRO ALMODOVAR;18;VILLA DE VALLECAS;182;SANTA EUGENIA;OPERATIVO;;CALLE;CERRO DE ALMODOVAR;9;31044545;
528575;SITUADO_APARCABICICLETAS - Estación de metro Las Suertes;18;VILLA DE VALLECAS;183;ENSANCHE DE VALLECAS;OPERATIVO;;CALLE;CAÑADA DEL SANTISIMO;45;31026236;
528576;SITUADO_APARCABICICLETAS - CALLE DE GUILLERMO PINGARRON 2;13;PUENTE DE VALLECAS;135;PORTAZGO;OPERATIVO;;CALLE;GUILLERMO PINGARRON;2;11097873;
528578;SITUADO_APARCABICICLETAS - IES NUMANCIA;13;PUENTE DE VALLECAS;136;NUMANCIA;OPERATIVO;;CALLE;MARISMAS;6;11099278;
528580;SITUADO_APARCABICICLETAS- IAM INFORMATICA DEL AYUNTAMIENTO DE MADRID;13;PUENTE DE VALLECAS;131;ENTREVIAS;OPERATIVO;;AVENIDA;ENTREVIAS;24;20027384;
528581;SITUADO_APARCABICICLETAS - COLEGIO PUBLICO FONTARRON;14;MORATALAZ;141;PAVONES;OPERATIVO;;CALLE;ARROYO FONTARRON;24;20089612;
528583;SITUADO_APARCABICICLETAS - COLEGIO GREDOS SAN DIEGO MORATALAZ;14;MORATALAZ;141;PAVONES;OPERATIVO;;CALLE;LUIS DE HOYOS SAINZ;170;20131818;
528587;SITUADO_APARCABICICLETAS -;14;MORATALAZ;144;MEDIA LEGUA;OPERATIVO;;CALLE;LITUANIA;7;20107374;
528588;SITUADO_APARCABICICLETAS - CALLE DE LA HACIENDA DE PAVONES 223;14;MORATALAZ;141;PAVONES;OPERATIVO;;CALLE;HACIENDA DE PAVONES;223;11101305;
528589;SITUADO_APARCABICICLETAS - CALLE DE VALDEBERNARDO 2;14;MORATALAZ;141;PAVONES;OPERATIVO;;CALLE;VALDEBERNARDO;2;11103385;
528596;SITUADO_APARCABICICLETAS - CALLE DEL CAMINO DE LOS VINATEROS 119;14;MORATALAZ;146;VINATEROS;OPERATIVO;;CALLE;CAMINO DE LOS VINATEROS;119;11103241;
528597;SITUADO_APARCABICICLETAS - Colegio Público Francisco de Luis;14;MORATALAZ;144;MEDIA LEGUA;OPERATIVO;;CALLE;CORREGIDOR RODRIGO RODRIGUEZ;5;31003481;
528598;SITUADO_APARCABICICLETAS - CALLE DEL CAMINO DE LOS VINATEROS 1;14;MORATALAZ;144;MEDIA LEGUA;OPERATIVO;;CALLE;CAMINO DE LOS VINATEROS;1;20105644;
528599;SITUADO_APARCABICICLETAS - Junta Municipal;14;MORATALAZ;141;PAVONES;OPERATIVO;;CALLE;FUENTE CARRANTONA;8;20098134;
528600;SITUADO_APARCABICICLETAS - CALLE DE MOLINA DE SEGURA 6;14;MORATALAZ;143;MARROQUINA;OPERATIVO;;CALLE;MOLINA DE SEGURA;6;20158922;
528601;SITUADO_APARCABICICLETAS - AVENIDA DEL DOCTOR GARCIA TAPIA 47;14;MORATALAZ;143;MARROQUINA;OPERATIVO;;AVENIDA;DOCTOR GARCIA TAPIA;114;11101516;
528605;SITUADO_APARCABICICLETAS - Colegio Público Manuel Sáinz de Vicuña;14;MORATALAZ;143;MARROQUINA;OPERATIVO;;CALLE;CAMINO DE LOS VINATEROS;104;11101655;
528606;SITUADO_APARCABICICLETAS - CALLE DE LA HACIENDA DE PAVONES 107;14;MORATALAZ;146;VINATEROS;OPERATIVO;;CALLE;HACIENDA DE PAVONES;105;11103041;
528607;SITUADO_APARCABICICLETAS - IES MORATALAZ;14;MORATALAZ;144;MEDIA LEGUA;OPERATIVO;;CALLE;CORREGIDOR DIEGO DE VALDERRABANO;35;20105401;
528609;SITUADO_APARCABICICLETAS - CALLE DE MARIO CABRE 2;14;MORATALAZ;143;MARROQUINA;OPERATIVO;;CALLE;MARIO CABRE;2;20158447;
528610;SITUADO_APARCABICICLETAS -;14;MORATALAZ;145;FONTARRON;OPERATIVO;;PLAZA;ENCUENTRO;4;11102128;
528611;SITUADO_APARCABICICLETAS - CALLE DE LA FUENTE CARRANTONA 61;14;MORATALAZ;142;HORCAJO;OPERATIVO;;CALLE;FUENTE CARRANTONA;61;31041857;
528612;SITUADO_APARCABICICLETAS - CALLE DE LA FUENTE CARRANTONA 61;14;MORATALAZ;142;HORCAJO;OPERATIVO;;CALLE;FUENTE CARRANTONA;61;31041857;
528614;SITUADO_APARCABICICLETAS - CALLE DE BRUJAS 32;14;MORATALAZ;141;PAVONES;OPERATIVO;;CALLE;BRUJAS;34;31045387;
528616;SITUADO_APARCABICICLETAS - Centro Sociocultural Moratalaz;14;MORATALAZ;141;PAVONES;OPERATIVO;;CALLE;FUENTE CARRANTONA;10C;20098143;
528618;SITUADO_APARCABICICLETAS - Colegio Público Real Armada;14;MORATALAZ;145;FONTARRON;OPERATIVO;;CALLE;CORREGIDOR JUAN FRANCISCO DE LUJAN;108;11102295;
528619;SITUADO_APARCABICICLETAS - CALLE DEL ALCALDE GARRIDO JUARISTI 13;14;MORATALAZ;144;MEDIA LEGUA;OPERATIVO;;CALLE;ALCALDE GARRIDO JUARISTI;4;20128801;
528620;SITUADO_APARCABICICLETAS - Colegio Santo Angel;14;MORATALAZ;145;FONTARRON;OPERATIVO;;CALLE;ARROYO FONTARRON;201;11102598;
528623;SITUADO_APARCABICICLETAS -AVENIDA DE MORATALAZ 51;14;MORATALAZ;144;MEDIA LEGUA;OPERATIVO;;AVENIDA;MORATALAZ;51;11101914;
528624;SITUADO_APARCABICICLETAS - CALLE DEL ARROYO DE LA MEDIA LEGUA 51;14;MORATALAZ;144;MEDIA LEGUA;OPERATIVO;;CALLE;ARROYO DE LA MEDIA LEGUA;51;31022818;
528625;SITUADO_APARCABICICLETAS - CALLE DE LA ENCOMIENDA DE PALACIOS 239;14;MORATALAZ;141;PAVONES;OPERATIVO;;CALLE;ENCOMIENDA DE PALACIOS;239;31043389;
528819;SITUADO APARCABICICLETAS - CALLE BAHIA DE POLLENSA 5;21;BARAJAS;215;CORRALEJOS;OPERATIVO;;CALLE;BAHIA DE POLLENSA;5;31011498;
528822;SITUADO APARCABICICLETAS - CALLE ANGEL LUIS DE LA HERRAN 35;16;HORTALEZA;164;PINAR DEL REY;OPERATIVO;;CALLE;ANGEL LUIS DE LA HERRAN;35;20089609;
528824;SITUADO APARCABICICLETAS - CALLE SAMANIEGO 12;20;SAN BLAS-CANILLEJAS;206;REJAS;OPERATIVO;;CALLE;SAMANIEGO;12;11136472;
528826;SITUADO APARCABICICLETAS - CALLE AURORA REDONDO 4;16;HORTALEZA;166;VALDEFUENTES;OPERATIVO;;CALLE;AURORA REDONDO;4;20167083;
528827;SITUADO APARCABICICLETAS - CALLE IQUITOS 20;20;SAN BLAS-CANILLEJAS;208;EL SALVADOR;OPERATIVO;;CALLE;IQUITOS;20;20043518;
528828;SITUADO APARCABICICLETAS - CALLE TORRE ARIAS 7;20;SAN BLAS-CANILLEJAS;207;CANILLEJAS;OPERATIVO;;CALLE;TORRE ARIAS;7;20043316;
