ID,Lugar,MINTDISTRI,NOMBRE_DIS,MINTBARRIO,NOMBRE_BAR,ESTADO,INSTALLDAT,Direccion,"MINTNUMERO,C,25","MINTNDP,C,20","MODELO,C,254"
457794, C/ MESONERO ROMANOS Nº13,1,CENTRO,15,UNIVERSIDAD,OPERATIVO,,CALLE DE  C/ MESONERO ROMANOS Nº13,13,20006522,
457798, C/ MESONERO ROMANOS Nº17,1,CENTRO,15,UNIVERSIDAD,OPERATIVO,,CALLE DE  C/ MESONERO ROMANOS Nº17,17,20006452,
457801, Pz. CALLAO Nº1,1,CENTRO,16,SOL,OPERATIVO,,PLAZA DE  Pz. CALLAO Nº1,2,20102742,
457803, Pz. SANTO DOMINGO Nº19,1,CENTRO,11,PALACIO,OPERATIVO,,PLAZA DE  Pz. SANTO DOMINGO Nº19,19,20003766,
457804, Pz. SANTO DOMINGO Nº19,1,CENTRO,11,PALACIO,OPERATIVO,,PLAZA DE  Pz. SANTO DOMINGO Nº19,19,20003766,
457807, CUESTA SANTO DOMINGO Nº14,1,CENTRO,11,PALACIO,OPERATIVO,,CUESTA DE  CUESTA SANTO DOMINGO Nº14,14,11000185,
457808, Pz. SAN MARTIN Nº1,1,CENTRO,16,SOL,OPERATIVO,,PLAZA DE  Pz. SAN MARTIN Nº1,1,11007884,
457812, Pz. SAN MARTIN Nº5,1,CENTRO,16,SOL,OPERATIVO,,PLAZA DE  Pz. SAN MARTIN Nº5,5,11007281,
457815, Pz. ISABEL II Nº6,1,CENTRO,11,PALACIO,OPERATIVO,,PLAZA DE  Pz. ISABEL II Nº6,8,20003836,
457818, Pz. ISABEL II Nº8,1,CENTRO,11,PALACIO,OPERATIVO,,PLAZA DE  Pz. ISABEL II Nº8,8,20003836,
457820, C/ VERGARA Nº3,1,CENTRO,11,PALACIO,OPERATIVO,,CALLE DE  C/ VERGARA Nº3,3,31037358,
457823, C/ SANTA CLARA Nº1,1,CENTRO,11,PALACIO,OPERATIVO,,CALLE DE  C/ SANTA CLARA Nº1,1,31037355,
457830, C/ MAYOR Nº86,1,CENTRO,11,PALACIO,OPERATIVO,,CALLE DE  C/ MAYOR Nº86,86,11000048,
457832, C/ MAYOR Nº83,1,CENTRO,11,PALACIO,OPERATIVO,,CALLE DE  C/ MAYOR Nº83,83,11000040,
457833, C/ SEGOVIA Nº75,1,CENTRO,11,PALACIO,OPERATIVO,,CALLE DE  C/ SEGOVIA Nº75,75,20007178,
457834, C/ BAILEN Nº41,1,CENTRO,11,PALACIO,OPERATIVO,,CALLE DE  C/ BAILEN Nº41,41,11000942,
457836, Av. GRAN VIA DE SAN FRANCISCO Nº21,1,CENTRO,11,PALACIO,OPERATIVO,,AVENIDA DE  Av. GRAN VIA DE SAN FRANCISCO Nº21,21,20004154,
457845, Pz. DE LA PAJA Nº3,1,CENTRO,11,PALACIO,OPERATIVO,,PLAZA DE  Pz. DE LA PAJA Nº3,3,11000698,
457848, Pz. CRUZ VERDE Nº1,1,CENTRO,11,PALACIO,OPERATIVO,,PLAZA DE  Pz. CRUZ VERDE Nº1,1,11000578,
457850, C/ SEGOVIA Nº11,1,CENTRO,11,PALACIO,OPERATIVO,,CALLE DE  C/ SEGOVIA Nº11,11,31041185,
457853, C/ SAN BRUNO Nº6,1,CENTRO,11,PALACIO,OPERATIVO,,CALLE DE  C/ SAN BRUNO Nº6,6,31038670,
457854, C/ SAN BRUNO Nº7,1,CENTRO,11,PALACIO,OPERATIVO,,CALLE DE  C/ SAN BRUNO Nº7,7,31032438,
457856, C/ CONDE DE ROMANONES Nº2,1,CENTRO,12,EMBAJADORES,OPERATIVO,,CALLE DE  C/ CONDE DE ROMANONES Nº2,2,11001548,
457858, Pz. PROVINCIA Nº3,1,CENTRO,16,SOL,OPERATIVO,,PLAZA DE  Pz. PROVINCIA Nº3,3,11007679,
457865, C/ DOCTOR CORTEZO Nº4,1,CENTRO,12,EMBAJADORES,OPERATIVO,,CALLE DE  C/ DOCTOR CORTEZO Nº4,4,11001567,
457870, Pz. SANTA ANA Nº15,1,CENTRO,13,CORTES,OPERATIVO,,PLAZA DE  Pz. SANTA ANA Nº15,15,31008866,
457871, C/ SANTA ISABEL Nº10,1,CENTRO,12,EMBAJADORES,OPERATIVO,,CALLE DE  C/ SANTA ISABEL Nº10,10,11002560,
457872, C/ LAVAPIES Nº21,1,CENTRO,12,EMBAJADORES,OPERATIVO,,CALLE DE  C/ LAVAPIES Nº21,21,11002474,
457873, C/ CARLOS ARNICHES Nº5,1,CENTRO,12,EMBAJADORES,OPERATIVO,,CALLE DE  C/ CARLOS ARNICHES Nº5,5,31008831,
457874, GTA. PUERTA DE TOLEDO Nº1,1,CENTRO,12,EMBAJADORES,OPERATIVO,,GLORIETA DE  GTA. PUERTA DE TOLEDO Nº1,1,20105763,
457875, C/ PALOMA Nº39,1,CENTRO,11,PALACIO,OPERATIVO,,CALLE DE  C/ PALOMA Nº39,39,20105817,
457876, GTA. EMBAJADORES Nº1,1,CENTRO,12,EMBAJADORES,OPERATIVO,,GLORIETA DE  GTA. EMBAJADORES Nº1,1,20004566,
457877, RONDA DE VALENCIA Nº2,1,CENTRO,12,EMBAJADORES,OPERATIVO,,RONDA DE  RONDA DE VALENCIA Nº2,2,20004606,
457878, C/ VALENCIA Nº30,1,CENTRO,12,EMBAJADORES,OPERATIVO,,CALLE DE  C/ VALENCIA Nº30,30,11002358,
457879, C/ SANTA ISABEL Nº57,1,CENTRO,12,EMBAJADORES,OPERATIVO,,CALLE DE  C/ SANTA ISABEL Nº57,57,20004938,
457880, C/ SANTA ISABEL Nº53,1,CENTRO,12,EMBAJADORES,OPERATIVO,,CALLE DE  C/ SANTA ISABEL Nº53,53,20004936,
457881, RONDA DE ATOCHA Nº2,1,CENTRO,12,EMBAJADORES,OPERATIVO,,RONDA DE  RONDA DE ATOCHA Nº2,2,20105949,
457882, C/ SANTA ISABEL Nº46,1,CENTRO,12,EMBAJADORES,OPERATIVO,,CALLE DE  C/ SANTA ISABEL Nº46,46,11002996,
457883, C/ HUERTAS Nº75,1,CENTRO,13,CORTES,OPERATIVO,,CALLE DE  C/ HUERTAS Nº75,75,31008865,
457884, C/ MARQUES DE CUBAS Nº4,1,CENTRO,13,CORTES,OPERATIVO,,CALLE DE  C/ MARQUES DE CUBAS Nº4,4,20005286,
457885, C/ ALCALA Nº45,1,CENTRO,14,JUSTICIA,OPERATIVO,,CALLE DE  C/ ALCALA Nº45,45,11004356,
457886, C/ ALCALA Nº42,1,CENTRO,13,CORTES,OPERATIVO,,CALLE DE  C/ ALCALA Nº42,42,11004013,
457889, C/ ALCALA Nº34,1,CENTRO,13,CORTES,OPERATIVO,,CALLE DE  C/ ALCALA Nº34,34,11004009,
457894, C/ CABALLERO DE GRACIA Nº15,1,CENTRO,13,CORTES,OPERATIVO,,CALLE DE  C/ CABALLERO DE GRACIA Nº15,15,20147371,
457897, Pz. PUERTA DEL SOL Nº13,1,CENTRO,16,SOL,OPERATIVO,,PLAZA DE  Pz. PUERTA DEL SOL Nº13,13,11007519,
457900, Pz. PUERTA DEL SOL Nº8,1,CENTRO,16,SOL,OPERATIVO,,PLAZA DE  Pz. PUERTA DEL SOL Nº8,8,20006804,
457904, C/ MAYOR Nº8,1,CENTRO,16,SOL,OPERATIVO,,CALLE DE  C/ MAYOR Nº8,8,20007086,
457906, C/ MAYOR Nº26,1,CENTRO,16,SOL,OPERATIVO,,CALLE DE  C/ MAYOR Nº26,26,11007812,
457908, C/ MAYOR Nº32,1,CENTRO,16,SOL,OPERATIVO,,CALLE DE  C/ MAYOR Nº32,32,11007815,
457910, C/ CAVA DE SAN MIGUEL Nº2,1,CENTRO,16,SOL,OPERATIVO,,CALLE DE  C/ CAVA DE SAN MIGUEL Nº2,2,20104677,
457942, C/ SAN JUSTO Nº1,1,CENTRO,11,PALACIO,OPERATIVO,,CALLE DE  C/ SAN JUSTO Nº1,1,11000634,
457963, C/ JOAQUIN DICENTA Nº1,6,TETUAN,64,ALMENARA,OPERATIVO,,CALLE DE  C/ JOAQUIN DICENTA Nº1,1,11032551,
458000, Av. PABLO IGLESIAS Nº46,6,TETUAN,61,BELLAS VISTAS,OPERATIVO,,AVENIDA DE  Av. PABLO IGLESIAS Nº46,46,11027780,
458013, Pz. MARQUES DE COMILLAS Nº1,7,CHAMBERI,76,VALLEHERMOSO,OPERATIVO,,PLAZA DE  Pz. MARQUES DE COMILLAS Nº1,1,20146709,
461388, IES VILLA DE VALLECAS,18,VILLA DE VALLECAS,181,CASCO H.VALLECAS,OPERATIVO,,CALLE DE  IES VILLA DE VALLECAS,14,11131471,
461390, CALLE DE JOSE PAULETE 59,13,PUENTE DE VALLECAS,135,PORTAZGO,OPERATIVO,,CALLE DE  CALLE DE JOSE PAULETE 59,59,31009311,
461496, COLEGIO SAGRADA FAMILIA,14,MORATALAZ,143,MARROQUINA,OPERATIVO,,CALLE DE  COLEGIO SAGRADA FAMILIA,6,20091560,
528260, CALLE DE LOS ANDALUCES 20,13,PUENTE DE VALLECAS,134,PALOMERAS SURESTE,OPERATIVO,,CALLE DE  CALLE DE LOS ANDALUCES 20,20,11096602,
528262, IES ANTONIO DOMINGUEZ ORTIZ,13,PUENTE DE VALLECAS,134,PALOMERAS SURESTE,OPERATIVO,,AVENIDA DE  IES ANTONIO DOMINGUEZ ORTIZ,48,20035278,
528265, CENTRO DE SALUD FEDERICA MONTSENY,13,PUENTE DE VALLECAS,134,PALOMERAS SURESTE,OPERATIVO,,AVENIDA DE  CENTRO DE SALUD FEDERICA MONTSENY,287,20083674,
528266, CAMPO FUTBOL ARAGON,13,PUENTE DE VALLECAS,134,PALOMERAS SURESTE,OPERATIVO,,CALLE DE  CAMPO FUTBOL ARAGON,23,31025964,
528267, COLEGIO CENTRO CULTURAL PALOMERAS,13,PUENTE DE VALLECAS,134,PALOMERAS SURESTE,OPERATIVO,,CALLE DE  COLEGIO CENTRO CULTURAL PALOMERAS,19B,31028951,
528268, CALLE DE LA SIERRA MOLINA 1,13,PUENTE DE VALLECAS,132,SAN DIEGO,OPERATIVO,,CALLE DE  CALLE DE LA SIERRA MOLINA 1,1,31041718,
528270," CALLE DE CARLOS SOLE 13,",13,PUENTE DE VALLECAS,135,PORTAZGO,OPERATIVO,,"CALLE DE  CALLE DE CARLOS SOLE 13,",13,31044663,
528271, DOCTOR SEVERO OCHOA,19,VICALVARO,191,CASCO H.VICALVARO,OPERATIVO,,CALLE DE  DOCTOR SEVERO OCHOA,3,11133387,
528272, CALLE DE LOS LEONESES 23,13,PUENTE DE VALLECAS,134,PALOMERAS SURESTE,OPERATIVO,,CALLE DE  CALLE DE LOS LEONESES 23,23,31046491,
528273, IES JOAQUIN RODRIGO,19,VICALVARO,191,CASCO H.VICALVARO,OPERATIVO,,CALLE DE  IES JOAQUIN RODRIGO,28,31028954,
528274, ESCUELA OFICIAL DE IDIOMAS MORATALAZ,14,MORATALAZ,141,PAVONES,OPERATIVO,,CALLE DE  ESCUELA OFICIAL DE IDIOMAS MORATALAZ,3,11101288,
528275," CALLE PEÑA UBIÑA, 6",13,PUENTE DE VALLECAS,132,SAN DIEGO,OPERATIVO,,"CALLE DE  CALLE PEÑA UBIÑA, 6",6,20096034,
528276," CALLE PEÑA GORBEA, 13",13,PUENTE DE VALLECAS,132,SAN DIEGO,OPERATIVO,,"CALLE DE  CALLE PEÑA GORBEA, 13",13,20027790,
528277, COLEGIO PUBLICO MENENDEZ PIDAL,14,MORATALAZ,145,FONTARRON,OPERATIVO,,CALLE DE  COLEGIO PUBLICO MENENDEZ PIDAL,105,11102759,
528279, PASEO DE LOS ARTILLEROS 35,19,VICALVARO,191,CASCO H.VICALVARO,OPERATIVO,,PASEO DE  PASEO DE LOS ARTILLEROS 35,35,31021963,
528281, CEIP PEDRO DUQUE,19,VICALVARO,193,VALDERRIVAS,OPERATIVO,,CALLE DE  CEIP PEDRO DUQUE,5,31022043,
528282, CALLE DE SAN CIPRIANO 46,19,VICALVARO,191,CASCO H.VICALVARO,OPERATIVO,,CALLE DE  CALLE DE SAN CIPRIANO 46,46,31025058,
528289,CENTRO DEPORTIVO MUNICIPAL ORCASUR,12,USERA,122,ORCASUR,OPERATIVO,,CALLE DE CENTRO DEPORTIVO MUNICIPAL ORCASUR,28,11081146,
528291,AVENIDA DE ORCASUR 7,12,USERA,122,ORCASUR,OPERATIVO,,AVENIDA DE AVENIDA DE ORCASUR 7,7,11081101,
528292,COLEGIO LA MILAGROSA,11,CARABANCHEL,115,PUERTA BONITA,OPERATIVO,,PLAZA DE COLEGIO LA MILAGROSA,14,11076657,
528293,,11,CARABANCHEL,112,OPAÑEL,OPERATIVO,,PLAZA DE ,3,11070439,
528295, UNIÓN FEDERAL DE POLICIA,11,CARABANCHEL,115,PUERTA BONITA,OPERATIVO,,PLAZA DE  UNIÓN FEDERAL DE POLICIA,4,11076403,
528296,CALLE VIA LUSITANA 3A,11,CARABANCHEL,117,ABRANTES,OPERATIVO,,CALLE DE CALLE VIA LUSITANA 3A,3A,31041453,
528298, CALLE DEL PUERTO DE CANENCIA 9,13,PUENTE DE VALLECAS,136,NUMANCIA,OPERATIVO,,CALLE DE  CALLE DEL PUERTO DE CANENCIA 9,9,11099384,
528299,COLEGIO DIOCESANO MARÍA INMACULADA,11,CARABANCHEL,116,BUENAVISTA,OPERATIVO,,CALLE DE COLEGIO DIOCESANO MARÍA INMACULADA,62,11077769,
528300, COLEGIO LOS TILOS,13,PUENTE DE VALLECAS,136,NUMANCIA,OPERATIVO,,CALLE DE  COLEGIO LOS TILOS,22,31024346,
528303, CALLE DEL CIDRO 10,11,CARABANCHEL,116,BUENAVISTA,OPERATIVO,,CALLE DE  CALLE DEL CIDRO 10,10,20045875,
528305, CALLE DEL PUERTO DE BALBARAN 127,13,PUENTE DE VALLECAS,133,PALOMERAS BAJAS,OPERATIVO,,CALLE DE  CALLE DEL PUERTO DE BALBARAN 127,127,20081324,
528308, CENTRO CULTURAL ALBERTO SANCHEZ,13,PUENTE DE VALLECAS,136,NUMANCIA,OPERATIVO,,CALLE DE  CENTRO CULTURAL ALBERTO SANCHEZ,15,20037794,
528309, CENTRO DEPORTIVO MUNICIPAL DE VALDEBERNARDO,19,VICALVARO,192,VALDEBERNARDO,OPERATIVO,,CALLE DE  CENTRO DEPORTIVO MUNICIPAL DE VALDEBERNARDO,2,31023316,
528310, IES VALDEBERNARDO,19,VICALVARO,192,VALDEBERNARDO,OPERATIVO,,BULEVAR DE  IES VALDEBERNARDO,3,20169020,
528311, CENTRO DEPORTIVO MUNICIPAL PUENTE DE VALLECAS,13,PUENTE DE VALLECAS,133,PALOMERAS BAJAS,OPERATIVO,,CALLE DE  CENTRO DEPORTIVO MUNICIPAL PUENTE DE VALLECAS,20,20081901,
528313, AVENIDA DE PABLO NERUDA 89B,13,PUENTE DE VALLECAS,133,PALOMERAS BAJAS,OPERATIVO,,AVENIDA DE  AVENIDA DE PABLO NERUDA 89B,89B,20134775,
528315,CALLE DE LA SIERRA CARBONERA 72,13,PUENTE DE VALLECAS,132,SAN DIEGO,OPERATIVO,,CALLE DE CALLE DE LA SIERRA CARBONERA 72,74,11092753,
528318, CENTRO CULTURAL PILAR MIRÓ VILLA DE VALLECAS,18,VILLA DE VALLECAS,182,SANTA EUGENIA,OPERATIVO,,CALLE DE  CENTRO CULTURAL PILAR MIRÓ VILLA DE VALLECAS,6,31047216,
528319, ESCUELA MUNICIPAL DE MUSICA DE VICALVARO,19,VICALVARO,192,VALDEBERNARDO,OPERATIVO,,BULEVAR DE  ESCUELA MUNICIPAL DE MUSICA DE VICALVARO,16,20100387,
528320, BIBLIOTECA PUBLICA MUNICIPAL DE VICALVARO,19,VICALVARO,191,CASCO H.VICALVARO,OPERATIVO,,CALLE DE  BIBLIOTECA PUBLICA MUNICIPAL DE VICALVARO,36,20097401,
528321, ESTACION DE CERCANIAS DE VICALVARO,19,VICALVARO,193,VALDERRIVAS,OPERATIVO,,CALLE DE  ESTACION DE CERCANIAS DE VICALVARO,85,20160655,
528323, METRO CARABANCHEL ALTO,11,CARABANCHEL,116,BUENAVISTA,OPERATIVO,,CALLEJON DE  METRO CARABANCHEL ALTO,15,20024210,
528324, PLAZA DE LA EMPERATRIZ 5,11,CARABANCHEL,116,BUENAVISTA,OPERATIVO,,PLAZA DE  PLAZA DE LA EMPERATRIZ 5,5,31046099,
528325, CENTRO INTEGRADO FRANCISCO DE GOYA,11,CARABANCHEL,116,BUENAVISTA,OPERATIVO,,CALLE DE  CENTRO INTEGRADO FRANCISCO DE GOYA,16,11078232,
528326, COLEGIO SALESIANOS CARABANCHEL,11,CARABANCHEL,116,BUENAVISTA,OPERATIVO,,RONDA DE  COLEGIO SALESIANOS CARABANCHEL,3,11077546,
528327, AVENIDA DE LOS POBLADOS 122,11,CARABANCHEL,116,BUENAVISTA,OPERATIVO,,AVENIDA DE  AVENIDA DE LOS POBLADOS 122,122,31007172,
528328, CALLE DEL JACOBEO 1,11,CARABANCHEL,116,BUENAVISTA,OPERATIVO,,CALLE DE  CALLE DEL JACOBEO 1,1,31015103,
528330, COLEGIO ÁRTICA,11,CARABANCHEL,116,BUENAVISTA,OPERATIVO,,CALLE DE  COLEGIO ÁRTICA,25C,31037105,
528332, I.E.S. VISTA ALEGRE,11,CARABANCHEL,115,PUERTA BONITA,OPERATIVO,,CALLE DE  I.E.S. VISTA ALEGRE,177,20149525,
528334, BIBLIOTECA JOSÉ HIERRO,12,USERA,127,PRADOLONGO,OPERATIVO,,AVENIDA DE  BIBLIOTECA JOSÉ HIERRO,43,31012599,
528335, METRO USERA,12,USERA,125,MOSCARDO,OPERATIVO,,CALLE DE  METRO USERA,35,20113222,
528337, CENTRO CULTURAL ORCASUR,12,USERA,122,ORCASUR,OPERATIVO,,PLAZA DE  CENTRO CULTURAL ORCASUR,2,11081298,
528338, CALLE DE CERECINOS 8,12,USERA,126,ZOFIO,OPERATIVO,,CALLE DE  CALLE DE CERECINOS 8,8,11085155,
528339, CERCANÍAS ORCASITAS,12,USERA,121,ORCASITAS,OPERATIVO,,CALLE DE  CERCANÍAS ORCASITAS,24,20155613,
528340, PLAZA DE LA ASOCIACION 1,12,USERA,121,ORCASITAS,OPERATIVO,,PLAZA DE  PLAZA DE LA ASOCIACION 1,1,31002588,
528341, CALLE DE TOLOSA 24,12,USERA,121,ORCASITAS,OPERATIVO,,CALLE DE  CALLE DE TOLOSA 24,24,11080529,
528342, POLIDEPORTIVO MUNICIPAL DE ORCASITAS,12,USERA,126,ZOFIO,OPERATIVO,,AVENIDA DE  POLIDEPORTIVO MUNICIPAL DE ORCASITAS,52,11085768,
528343, CAMPO DE FÚTBOL ZOFIO,12,USERA,126,ZOFIO,OPERATIVO,,CALLE DE  CAMPO DE FÚTBOL ZOFIO,14,20001172,
528344, METRO HOSPITAL 12 DE OCTUBRE,12,USERA,122,ORCASUR,OPERATIVO,,GLORIETA DE  METRO HOSPITAL 12 DE OCTUBRE,11,31051197,
528346, COLEGIO DE LA PRESENTACION DE NTRA SRA,19,VICALVARO,191,CASCO H.VICALVARO,OPERATIVO,,CALLE DE  COLEGIO DE LA PRESENTACION DE NTRA SRA,2,31012361,
528347, INSTALACIÓN DEPORTIVA MUNICIPAL LA CHIMENEA,12,USERA,125,MOSCARDO,OPERATIVO,,CALLE DE  INSTALACIÓN DEPORTIVA MUNICIPAL LA CHIMENEA,2A,31044454,
528348, AVENIDA DE SANTA EUGENIA 2,18,VILLA DE VALLECAS,182,SANTA EUGENIA,OPERATIVO,,AVENIDA DE  AVENIDA DE SANTA EUGENIA 2,2,11131756,
528351, CENTRO CULTURAL VALDEBERNARDO,19,VICALVARO,192,VALDEBERNARDO,OPERATIVO,,BULEVAR DE  CENTRO CULTURAL VALDEBERNARDO,21,31025948,
528354, CALLE DEL DODGE 2B,12,USERA,121,ORCASITAS,OPERATIVO,,CALLE DE  CALLE DEL DODGE 2B,2B,31001086,
528355, CALLE DE JAVIER DE MIGUEL 33A,13,PUENTE DE VALLECAS,133,PALOMERAS BAJAS,OPERATIVO,,CALLE DE  CALLE DE JAVIER DE MIGUEL 33A,33A,20059549,
528356, CENTRO DEPORTIVO MUNICIPAL DE VALDEBERNARDO,19,VICALVARO,192,VALDEBERNARDO,OPERATIVO,,CALLE DE  CENTRO DEPORTIVO MUNICIPAL DE VALDEBERNARDO,2,31023316,
528358, AVENIDA DEL PARQUE DE PALOMERAS BAJAS 13,13,PUENTE DE VALLECAS,133,PALOMERAS BAJAS,OPERATIVO,,AVENIDA DE  AVENIDA DEL PARQUE DE PALOMERAS BAJAS 13,13,20080217,
528361, Pabellon Nueva Castilla Voley,18,VILLA DE VALLECAS,181,CASCO H.VALLECAS,OPERATIVO,,CALLE DE  Pabellon Nueva Castilla Voley,4,31035703,
528365, AVENIDA DE BUENOS AIRES 99,13,PUENTE DE VALLECAS,134,PALOMERAS SURESTE,OPERATIVO,,AVENIDA DE  AVENIDA DE BUENOS AIRES 99,99,20078119,
528366, AVENIDA DE PABLO NERUDA 93,13,PUENTE DE VALLECAS,133,PALOMERAS BAJAS,OPERATIVO,,AVENIDA DE  AVENIDA DE PABLO NERUDA 93,93,20081667,
528367, CALLE DE LA SEPIOLITA 1,19,VICALVARO,191,CASCO H.VICALVARO,OPERATIVO,,CALLE DE  CALLE DE LA SEPIOLITA 1,81,20108070,
528368, AVENIDA ENTREVIAS 92,13,PUENTE DE VALLECAS,131,ENTREVIAS,OPERATIVO,,AVENIDA DE  AVENIDA ENTREVIAS 92,92,11088012,
528370,,18,VILLA DE VALLECAS,182,SANTA EUGENIA,OPERATIVO,,CALLE DE ,1A,31010463,
528374, JUNTA MUNICIPAL DEL DISTRITO DE USERA,12,USERA,127,PRADOLONGO,OPERATIVO,,CALLE DE  JUNTA MUNICIPAL DEL DISTRITO DE USERA,73,31010491,
528375, AVENIDA DE ORCASUR 60,12,USERA,122,ORCASUR,OPERATIVO,,AVENIDA DE  AVENIDA DE ORCASUR 60,60,31016543,
528378, METRO PLAZA ELÍPTICA,11,CARABANCHEL,112,OPAÑEL,OPERATIVO,,AVENIDA DE  METRO PLAZA ELÍPTICA,2,11070104,
528380, COMPLEJO DEPORTIVO MUNICIPAL DE LA MINA,11,CARABANCHEL,114,VISTA ALEGRE,OPERATIVO,,CALLE DE  COMPLEJO DEPORTIVO MUNICIPAL DE LA MINA,41,11075051,
528383, C.D.PUERTA BONITA,11,CARABANCHEL,113,SAN ISIDRO,OPERATIVO,,CALLE DE  C.D.PUERTA BONITA,178,11059074,
528385, AVENIDA DE LOS POBLADOS 106,11,CARABANCHEL,116,BUENAVISTA,OPERATIVO,,AVENIDA DE  AVENIDA DE LOS POBLADOS 106,106,31007160,
528389, METRO PLAZA ELÍPTICA,11,CARABANCHEL,117,ABRANTES,OPERATIVO,,PLAZA DE  METRO PLAZA ELÍPTICA,3,31031809,
528391, CALLE DE LA LONJA DE LA SEDA 41,11,CARABANCHEL,116,BUENAVISTA,OPERATIVO,,CALLE DE  CALLE DE LA LONJA DE LA SEDA 41,41,31005005,
528393, CALLE DE LOS MORALES 33,11,CARABANCHEL,116,BUENAVISTA,OPERATIVO,,CALLE DE  CALLE DE LOS MORALES 33,33,31027097,
528394, CALLE DE ATAPUERCA 5E,11,CARABANCHEL,116,BUENAVISTA,OPERATIVO,,CALLE DE  CALLE DE ATAPUERCA 5E,5E,31010237,
528397, CALLE DE NUESTRA SEÑORA DE LA LUZ 11,11,CARABANCHEL,114,VISTA ALEGRE,OPERATIVO,,CALLE DE  CALLE DE NUESTRA SEÑORA DE LA LUZ 11,11,20168102,
528398, CALLE DE CASTROJERIZ 18,11,CARABANCHEL,114,VISTA ALEGRE,OPERATIVO,,CALLE DE  CALLE DE CASTROJERIZ 18,18,11075309,
528399, CEPA VISTA ALEGRE,11,CARABANCHEL,115,PUERTA BONITA,OPERATIVO,,CALLE DE  CEPA VISTA ALEGRE,179B,31009511,
528400,COLEGIO SANTA RITA,11,CARABANCHEL,115,PUERTA BONITA,OPERATIVO,,CALLE DE COLEGIO SANTA RITA,53,11076656,
528402, CALLE DE NUESTRA SEÑORA DE LA ANTIGUA 52C,11,CARABANCHEL,115,PUERTA BONITA,OPERATIVO,,CALLE DE  CALLE DE NUESTRA SEÑORA DE LA ANTIGUA 52C,52C,31052352,
528404, METRO CIUDAD DE LOS ÁNGELES,17,VILLAVERDE,174,LOS ROSALES,OPERATIVO,,CALLE DE  METRO CIUDAD DE LOS ÁNGELES,17,20062065,
528405,,17,VILLAVERDE,175,LOS ANGELES,OPERATIVO,,CALLE DE ,11,20153740,
528411, PASEO DE LOS GIGANTES Y CABEZUDOS 70,17,VILLAVERDE,175,LOS ANGELES,OPERATIVO,,PASEO DE  PASEO DE LOS GIGANTES Y CABEZUDOS 70,70,31046547,
528412, CALLE DE ALCOCER 3,17,VILLAVERDE,175,LOS ANGELES,OPERATIVO,,CALLE DE  CALLE DE ALCOCER 3,3,11128273,
528413, CENTRO DEPORTIVO MUNICIPAL SAN CRISTÓBAL,17,VILLAVERDE,172,SAN CRISTOBAL,OPERATIVO,,PLAZA DE  CENTRO DEPORTIVO MUNICIPAL SAN CRISTÓBAL,9,11126203,
528414, PLAZA DE AGATA 11,17,VILLAVERDE,171,VILLAVERDE ALTO C.H.,OPERATIVO,,PLAZA DE  PLAZA DE AGATA 11,11,11125157,
528415, POLIDEPORTIVO PLATA Y CASTAÑAR,17,VILLAVERDE,171,VILLAVERDE ALTO C.H.,OPERATIVO,,PASEO DE  POLIDEPORTIVO PLATA Y CASTAÑAR,7,20177290,
528417, PASEO DE LAS MORERAS 5,17,VILLAVERDE,171,VILLAVERDE ALTO C.H.,OPERATIVO,,PASEO DE  PASEO DE LAS MORERAS 5,5,11125164,
528418, COLEGIO PÚBLICO LOS ROSALES,17,VILLAVERDE,173,BUTARQUE,OPERATIVO,,AVENIDA DE  COLEGIO PÚBLICO LOS ROSALES,131,31004577,
528419, CALLE DE PUENTEDEY 5F,18,VILLA DE VALLECAS,183,ENSANCHE DE VALLECAS,OPERATIVO,,CALLE DE  CALLE DE PUENTEDEY 5F,5G,31026425,
528420, PASEO DE ALBERTO PALACIOS 13,17,VILLAVERDE,171,VILLAVERDE ALTO C.H.,OPERATIVO,,PASEO DE  PASEO DE ALBERTO PALACIOS 13,16,31001432,
528421, BIBLIOTECA PUBLICA MUNICIPAL FRANCISCO AYALA,19,VICALVARO,192,VALDEBERNARDO,OPERATIVO,,BULEVAR DE  BIBLIOTECA PUBLICA MUNICIPAL FRANCISCO AYALA,21,31025948,
528422, CALLE DE LA TERTULIA 3,17,VILLAVERDE,174,LOS ROSALES,OPERATIVO,,CALLE DE  CALLE DE LA TERTULIA 3,1,20062041,
528423, CALLE DE PUENTEDEY 5F,18,VILLA DE VALLECAS,183,ENSANCHE DE VALLECAS,OPERATIVO,,CALLE DE  CALLE DE PUENTEDEY 5F,5.0,31026424,
528425," CONSERVATORIO PROFESIONAL DE MÚSICA ""VICTORIA DE LOS ÁNGELES"" MADRID",17,VILLAVERDE,174,LOS ROSALES,OPERATIVO,,"AVENIDA DE  CONSERVATORIO PROFESIONAL DE MÚSICA ""VICTORIA DE LOS ÁNGELES"" MADRID",51,20061915,
528427, AVENIDA DEL ENSANCHE DE VALLECAS 14F,18,VILLA DE VALLECAS,183,ENSANCHE DE VALLECAS,OPERATIVO,,AVENIDA DE  AVENIDA DEL ENSANCHE DE VALLECAS 14F,14.0,31050904,
528428, COLEGIO PÚBLICO EL GRECO,17,VILLAVERDE,173,BUTARQUE,OPERATIVO,,CALLE DE  COLEGIO PÚBLICO EL GRECO,7,20166964,
