id_local,desc_distrito_local,desc_barrio_local,direccion,id_direccion,Cod_Postal,coordenada_x_local,id_coordenadas,coordenada_y_local,desc_situacion_local,rotulo,desc_periodo_terraza,desc_situacion_terraza,Superficie_ES,Superficie_RA,desc_ubicacion_terraza,hora_ini_LJ_es,hora_fin_LJ_es,hora_ini_LJ_ra,hora_fin_LJ_ra,hora_ini_VS_es,hora_fin_VS_es,hora_ini_VS_ra,hora_fin_VS_ra,mesas_es,mesas_ra
280062208,VILLAVERDE,SAN-CRISTOBAL,119 CALLE MONCADA,119_CALLE_MONCADA,28021,"441294,52","441294,52-4465802,5","4465802,5",Abierto,BAR LAS TORRES,Estacional,Abierta,"21,66",,Acera,8:00:00,1:30:00,,,8:00:00,1:30:00,,,6,
170000773,VILLAVERDE,LOS-ROSALES,73 CALLE VILLAJOYOSA,73_CALLE_VILLAJOYOSA,28041,"441341,54","441341,54-4467433,5","4467433,5",Abierto,KEBAB ARMENIA,Estacional,Abierta,"12,96",,Acera,8:00:00,1:30:00,,,8:00:00,1:30:00,,,4,
270075832,SALAMANCA,FUENTE-DEL-BERRO,172 CALLE ALCALA,172_CALLE_ALCALA,28028,"443481,58","443481,58-4475598,49","4475598,49",Abierto,CAFETERIA PARISIENA,Estacional,Abierta,"33,65",,Acera,8:00:00,1:30:00,,,8:00:00,1:30:00,,,8,
180000598,VILLA-DE-VALLECAS,CASCO-H.VALLECAS,7 CALLE PEÑA DE VARGAS,7_CALLE_PEÑA_DE_VARGAS,28031,"447266,53","447266,53-4469503,43","4469503,43",Abierto,EL RINCON DEL TIO PEPE,Anual,Abierta,"34,07","34,07",Acera,10:00:00,1:00:00,10:00:00,0:00:00,10:00:00,2:30:00,10:00:00,0:00:00,8,8
270266255,VILLA-DE-VALLECAS,CASCO-H.VALLECAS,4 CALLE CONGOSTO,4_CALLE_CONGOSTO,28031,"447329,53","447329,53-4469664,43","4469664,43",Abierto,BAR  SAN JULIAN,Estacional,Abierta,"9,72",,Acera,10:00:00,1:00:00,,,10:00:00,2:30:00,,,3,
200000837,SAN-BLAS-CANILLEJAS,SIMANCAS,13 CALLE MIERES,13_CALLE_MIERES,28037,"446593,56","446593,56-4475579,45","4475579,45",Abierto,BAR JOSUE,Anual,Abierta,"10,23","10,23",Acera,10:00:00,1:00:00,10:00:00,0:00:00,10:00:00,1:00:00,10:00:00,0:00:00,4,0
280067055,SAN-BLAS-CANILLEJAS,REJAS,6 COLONIA OCCIDENTE,6_COLONIA_OCCIDENTE,28022,"449558,56","449558,56-4477260,41","4477260,41",Abierto,RESTAURANTE BAR TORRES,Anual,Abierta,"36,78","36,78",Acera,8:00:00,0:00:00,8:00:00,0:00:00,8:00:00,0:00:00,8:00:00,0:00:00,12,12
270201818,VILLAVERDE,SAN-ANDRES,45 CALLE TORDEGRILLOS,45_CALLE_TORDEGRILLOS,28021,"439136,54","439136,54-4466098,52","4466098,52",Abierto,BONGO CAFE,Estacional,Abierta,"11,19",,Acera,8:00:00,1:30:00,,,8:00:00,1:30:00,,,5,
270380946,SALAMANCA,RECOLETOS,89 CALLE ALCALA,89_CALLE_ALCALA,28009,"441877,58","441877,58-4474703,52","4474703,52",Abierto,EL ARBOL Y LA TOSTA,Anual,Abierta,"5,04","5,04",Acera,10:00:00,1:00:00,10:00:00,0:00:00,10:00:00,2:30:00,10:00:00,0:00:00,3,3
210000683,BARAJAS,TIMON,30 CALLE ALAS,30_CALLE_ALAS,28042,"450640,58","450640,58-4480471,4","4480471,4",Abierto,BURGER KING,Estacional,Abierta,"29,16",,Acera,10:00:00,1:00:00,,,10:00:00,2:30:00,,,9,
280060978,VILLA-DE-VALLECAS,ENSANCHE-DE-VALLECAS,44 AVENIDA ENSANCHE DE VALLECAS,44_AVENIDA_ENSANCHE_DE_VALLECAS,28051,"448326,52","448326,52-4468742,41","4468742,41",Abierto,RESTAURANTE 40 & CUATRO,Anual,Abierta,"97,2","97,2",Acera,10:00:00,1:00:00,10:00:00,0:00:00,10:00:00,2:30:00,10:00:00,0:00:00,30,30
270202022,VILLA-DE-VALLECAS,CASCO-H.VALLECAS,25 CALLE SIERRA GORDA,25_CALLE_SIERRA_GORDA,28031,"447532,53","447532,53-4470237,43","4470237,43",Abierto,BAR-RESTAURANTE,Anual,Abierta,"104,6","60,6",Calle peatonal,10:00:00,1:00:00,10:00:00,0:00:00,10:00:00,2:30:00,10:00:00,0:00:00,30,16
170001120,VILLAVERDE,BUTARQUE,11 CALLE BERROCAL,11_CALLE_BERROCAL,28021,"442611,52","442611,52-4466074,49","4466074,49",Abierto,CERVECERIA MINERVA,Anual,Abierta,"28,8","28,8",Acera,8:00:00,1:30:00,8:00:00,0:00:00,8:00:00,1:30:00,8:00:00,0:00:00,8,8
170000836,VILLAVERDE,LOS-ROSALES,1 PLAZA CHOZAS DE CANALES,1_PLAZA_CHOZAS_DE_CANALES,28021,"441337,53","441337,53-4467033,5","4467033,5",Abierto,BAR DONDE SIEMPRE,Anual,Abierta,"64,12","64,12",Plaza peatonal,8:00:00,1:30:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,21,21
170001098,VILLAVERDE,LOS-ROSALES,4 CALLE MARIA BARRIENTOS,4_CALLE_MARIA_BARRIENTOS,28021,"441702,54","441702,54-4467387,5","4467387,5",Abierto,LA PARADA ESQUINA,Estacional,Abierta,"47,96",,Acera,8:00:00,1:30:00,,,8:00:00,1:30:00,,,11,
