id_local,desc_distrito_local,desc_barrio_local,direccion,Cod_Postal,coordenada_x_local,coordenada_y_local,desc_situacion_local,rotulo,desc_periodo_terraza,desc_situacion_terraza,Superficie_ES,Superficie_RA,desc_ubicacion_terraza,hora_ini_LJ_es,min_ini_LJ_es,hora_fin_LJ_es 1,min_fin_LJ_es,hora_ini_LJ_ra,min_ini_LJ_ra,hora_fin_LJ_ra,min_fin_LJ_ra,hora_ini_VS_es,min_ini_VS_es,hora_fin_VS_es,min_fin_VS_es,hora_ini_VS_ra,min_ini_VS_ra,hora_fin_VS_ra,min_fin_VS_ra,mesas_es,mesas_ra
"270114271,CHAMBERI,ARAPILES,15 CALLE BRAVO MURILLO,28015,""440245,6"",""4476294,53"",Abierto,CAFETERIA ISABEL,Anual,Abierta,""26,35"",""26,35"",Acera,10,0,1,0,10,0,0,0,10,0,2,30,10,0,0,0,9,9"
"270115731,CHAMBERI,ARAPILES,12 CALLE GALILEO,28015,""439748,5528"",""4475824,565"",Abierto,BAR,Anual,Abierta,""28,64"",""11,88"",Acera,8,0,1,30,8,0,1,0,8,0,1,30,8,0,1,0,12,5"
"270115864,CHAMBERI,ARAPILES,15 CALLE VALLEHERMOSO,28015,""439857,6"",""4475865,54"",Abierto,NO SOLICITADO,Anual,Abierta,28,28,Acera,10,0,1,0,10,0,0,0,10,0,2,30,10,0,0,0,12,6"
"270115895,CHAMBERI,ARAPILES,8 CALLE ALBERTO AGUILERA,28015,""440031,6"",""4475709,53"",Abierto,PANARIA,Anual,Abierta,""30,68"",""25,68"",Acera,10,0,1,0,10,0,0,0,10,0,2,30,10,0,0,0,9,9"
"270116113,CHAMBERI,TRAFALGAR,3 GLORIETA BILBAO,28004,""440434,6"",""4475654,53"",Abierto,MESON ORO Y PLATA,Anual,Abierta,""46,93"",""46,93"",Acera,10,0,1,0,10,0,0,0,10,0,2,30,10,0,0,0,13,13"
"270116161,CHAMBERI,TRAFALGAR,114 CALLE FUENCARRAL,28010,""440416,6"",""4475681,53"",Abierto,LA CAMOCHA,Anual,Abierta,""10,08"",""10,08"",Acera,10,0,1,0,10,0,0,0,10,0,2,30,10,0,0,0,7,7"
"270116194,CHAMBERI,TRAFALGAR,9 CALLE LUCHANA,28010,""440520,6"",""4475699,53"",Abierto,HELADOS ITALIANOS PALAZZO,Estacional,Abierta,""17,58"",,Acera,10,0,1,0,,,,,10,0,2,30,,,,,5,"
"270116203,CHAMBERI,TRAFALGAR,15 CALLE LUCHANA,28010,""440550,59"",""4475731,53"",Abierto,LA CASA DE LA CERVEZA,Anual,Abierta,""25,92"",""25,92"",Acera,10,0,1,0,10,0,0,0,10,0,2,30,10,0,0,0,8,8"
"270116406,CHAMBERI,TRAFALGAR,4 CALLE SANDOVAL,28010,""440340,6"",""4475733,53"",Abierto,LA SUCURSAL,Anual,Abierta,""32,55"",""32,55"",Acera,8,0,1,30,8,0,1,0,8,0,1,30,8,0,1,0,10,10"
"270116527,CHAMBERI,TRAFALGAR,145 CALLE FUENCARRAL,28010,""440274,6"",""4476014,53"",Abierto,ERRE QUE ERRE,Anual,Abierta,""64,6"",57,Acera,10,0,1,0,10,0,0,0,10,0,2,30,10,0,0,0,24,24"
"270116533,CHAMBERI,TRAFALGAR,149 CALLE FUENCARRAL,28010,""440262,6"",""4476050,53"",Abierto,EL RINCON DE QUEVEDO,Anual,Abierta,""93,35"",""93,35"",Acera,10,0,2,30,10,0,0,0,10,0,1,0,10,0,0,0,20,12"
"270116701,CHAMBERI,TRAFALGAR,23 CALLE LUCHANA,28010,""440652,59"",""4475871,53"",Abierto,LA BARRA,Anual,Abierta,""16,2"",""16,2"",Acera,10,0,1,0,10,0,0,0,10,0,2,30,10,0,0,0,6,6"
"270116839,CHAMBERI,TRAFALGAR,10 CALLE GONZALO DE CORDOBA,28010,""440389,6"",""4475969,53"",Abierto,RESTAURANTE VILLA DE FOZ,Anual,Abierta,8,8,Acera,8,0,1,30,8,0,1,0,8,0,1,30,8,0,1,0,5,5"
"270116920,CHAMBERI,TRAFALGAR,31 CALLE PALAFOX,28010,""440502,6"",""4475984,53"",Abierto,KIBEY II,Anual,Abierta,""26,75"",""26,75"",Plaza peatonal,10,0,1,0,10,0,0,0,10,0,2,30,10,0,0,0,7,7"
"270117175,CHAMBERI,TRAFALGAR,21 CALLE GENERAL ALVAREZ DE CASTRO,28010,""440408,6"",""4476372,53"",Abierto,OH! MANDRIL,Anual,Abierta,""55,93"",""33,48"",Acera,10,0,1,0,10,0,0,0,10,0,2,30,10,0,0,0,18,10"
"270117758,CHAMBERI,TRAFALGAR,25 CALLE ELOY GONZALO,28010,""440565,6"",""4476231,53"",Abierto,NINO FERREIRA,Anual,Abierta,""21,99"",""21,99"",Acera,10,0,1,0,10,0,0,0,10,0,2,30,10,0,0,0,7,7"
"270117789,CHAMBERI,TRAFALGAR,8 CALLE GENERAL ALVAREZ DE CASTRO,28010,""440480,6"",""4476256,53"",Abierto,TABERNA LA MINA,Anual,Abierta,""36,72"",""36,72"",Acera,8,0,1,30,8,0,1,0,8,0,1,30,8,0,1,0,6,13"
"270118177,CHAMBERI,TRAFALGAR,20 CALLE SANTA FELICIANA,28010,""440770,59"",""4476093,53"",Abierto,TABERMANIA,Anual,Abierta,""6,84"",""6,84"",Acera,10,0,1,0,10,0,0,0,10,0,2,30,10,0,0,0,7,7"
"270118689,CHAMBERI,TRAFALGAR,27 CALLE SAGASTA,28004,""440800,59"",""4475525,53"",Abierto,BAR TRAGO S,Estacional,Abierta,""21,42"",,Acera,10,0,1,0,,,,,10,0,2,30,,,,,7,"
"270118907,CHAMBERI,ALMAGRO,4 CALLE ALMAGRO,28010,""441046,59"",""4475503,52"",Abierto,GAUDI,Estacional,Abierta,""21,42"",,Acera,10,0,1,0,,,,,10,0,2,30,,,,,7,"
"270119113,CHAMBERI,ALMAGRO,25 CALLE GENOVA,28004,""441242,59"",""4475304,52"",Abierto,PREP LA CREPE,Anual,Abierta,""6,32"",""6,32"",Acera,10,0,1,0,10,0,0,0,10,0,2,30,10,0,0,0,4,4"
"270119268,CHAMBERI,ALMAGRO,3 CALLE ALMAGRO,28010,""441022,59"",""4475527,52"",Abierto,LA MUCCA,Anual,Abierta,""29,32"",""29,32"",Acera,10,0,1,0,10,0,0,0,10,0,2,30,10,0,0,0,9,9"
"270120057,CHAMBERI,ALMAGRO,10 PLAZA CHAMBERI,28010,""440870,59"",""4475972,53"",Abierto,LA PLAZA DE CHAMBERI,Estacional,Abierta,""19,44"",,Acera,10,0,1,0,,,,,10,0,2,30,,,,,6,"
"270120101,CHAMBERI,ALMAGRO,20 CALLE FERNANDEZ DE LA HOZ,28010,""441050,59"",""4475897,52"",Abierto,CERVECERIA CASTILLA LA MANCHA,Estacional,Abierta,6,,Acera,10,0,1,0,,,,,10,0,2,30,,,,,3,"
"270120824,CHAMBERI,ALMAGRO,13 PASEO EDUARDO DATO,28010,""441126,59"",""4476049,52"",Abierto,MAZARINO,Anual,Abierta,""29,4"",""29,4"",Acera,10,0,1,0,10,0,0,0,10,0,2,30,10,0,0,0,14,14"
"270121145,CHAMBERI,ALMAGRO,48 CALLE SANTA ENGRACIA,28010,""440786,59"",""4476156,53"",Abierto,BAR-RESTAURANTE,Estacional,Abierta,""18,23"",""18,23"",Acera,8,0,1,30,8,0,1,0,8,0,1,30,8,0,1,0,5,5"
"270121256,CHAMBERI,ALMAGRO,60 CALLE SANTA ENGRACIA,28010,""440748,6"",""4476301,53"",Abierto,CERVECERIA SOROLLA,Anual,Abierta,""52,57"",""25,49"",Acera,8,0,1,30,8,0,1,0,8,0,8,30,8,0,1,0,17,17"
"270121751,CHAMBERI,ALMAGRO,70 CALLE SANTA ENGRACIA,28010,""440705,6"",""4476414,53"",Abierto,LA ARDOSA,Anual,Abierta,""11,98"",""11,98"",Acera,8,0,1,30,8,0,1,0,8,0,1,30,8,0,1,0,6,6"
"270121891,CHAMBERI,ALMAGRO,100 CALLE SANTA ENGRACIA,28010,""440634,6"",""4476641,53"",Abierto,EMYFA,Anual,Abierta,""45,69"",""45,69"",Acera,10,0,1,0,10,0,0,0,10,0,2,30,10,0,0,0,16,16"
"270121957,CHAMBERI,ALMAGRO,24 CALLE JOSE ABASCAL,28003,""440775,6"",""4476631,53"",Abierto,JAYEL,Anual,Abierta,""15,85"",""15,85"",Acera,10,0,2,30,10,0,0,0,10,0,1,0,10,0,0,0,8,8"
"270122444,CHAMBERI,ALMAGRO,26 CALLE MIGUEL ANGEL,28010,""441387,59"",""4476413,52"",Abierto,PARENTESIS,Anual,Abierta,""44,71"",""24,84"",Acera,10,0,1,0,10,0,0,0,10,0,2,30,10,0,0,0,14,8"
"270122462,CHAMBERI,ALMAGRO,15 CALLE MIGUEL ANGEL,28010,""441353,59"",""4476356,52"",Abierto,BACANAL,Anual,Abierta,""40,32"",""40,32"",Acera,10,0,1,0,10,0,0,0,10,0,2,30,10,0,0,0,13,13"
"270123709,CHAMBERI,RIOS-ROSAS,108 CALLE SANTA ENGRACIA,28003,""440597,6"",""4476750,53"",Abierto,ELECTRA,Anual,Abierta,""37,29"",""32,43"",Acera,10,0,1,0,10,0,0,0,10,0,2,30,10,0,0,0,8,8"
"270123628,CHAMBERI,RIOS-ROSAS,112 CALLE SANTA ENGRACIA,28003,""440594,6"",""4476784,53"",Abierto,MARACCA,Anual,Abierta,""10,62"",""10,62"",Acera,8,0,1,30,8,0,1,0,8,0,1,30,8,0,1,0,10,10"
"270123811,CHAMBERI,RIOS-ROSAS,114 CALLE SANTA ENGRACIA,28003,""440578,6"",""4476804,53"",Abierto,ASCCUAS,Anual,Abierta,""18,72"",""14,4"",Acera,8,0,1,30,8,0,1,0,8,0,1,30,8,0,1,0,24,24"
"270123856,CHAMBERI,RIOS-ROSAS,13 CALLE JOSE ABASCAL,28003,""440564,6"",""4476679,53"",Abierto,EL CHORIZO LOCO,Estacional,Abierta,""12,96"",,Acera,10,0,1,0,,,,,10,0,2,30,,,,,4,"
"270123930,CHAMBERI,RIOS-ROSAS,54 CALLE BRAVO MURILLO,28003,""440305,6"",""4477155,53"",Abierto,FLOR DE PRIMAVERA,Anual,Abierta,""10,35"",""10,35"",Acera,10,0,1,0,10,0,0,0,10,0,2,30,10,0,0,0,4,4"
"270124151,CHAMBERI,RIOS-ROSAS,141 CALLE SANTA ENGRACIA,28003,""440409,6"",""4477218,53"",Abierto,DONATE,Anual,Abierta,""32,25"",""13,55"",Acera,10,0,1,0,10,0,0,0,10,0,2,30,10,0,0,0,13,5"
"270124156,CHAMBERI,RIOS-ROSAS,143 CALLE SANTA ENGRACIA,28003,""440401,6"",""4477252,53"",Abierto,SOTOVERDE,Estacional,Abierta,""34,54"",,Acera,10,0,1,0,,,,,10,0,2,30,,,,,8,"
"270124194,CHAMBERI,RIOS-ROSAS,159 CALLE SANTA ENGRACIA,28003,""440369,6"",""4477349,53"",Abierto,BAR LA GALLEGA,Anual,Abierta,""41,08"",""41,08"",Acera,10,0,1,0,10,0,0,0,10,0,2,30,10,0,0,0,10,10"
"270124277,CHAMBERI,RIOS-ROSAS,136 CALLE SANTA ENGRACIA,28003,""440470,6"",""4477143,53"",Abierto,ZALBER,Anual,Abierta,48,48,Acera,10,0,1,0,10,0,0,0,10,0,2,30,10,0,0,0,18,18"
"270125320,CHAMBERI,RIOS-ROSAS,16 CALLE RAIMUNDO FERNANDEZ VILLAVERDE,28003,""440475,6"",""4477556,53"",Abierto,EL TAPEO DE ALCALÁ,Estacional,Abierta,""14,22"",,Acera,10,0,1,0,,,,,10,0,2,30,,,,,5,"
"270125703,CHAMBERI,VALLEHERMOSO,41 PASEO SAN FRANCISCO DE SALES,28003,""439812,61"",""4477365,54"",Abierto,3T,Anual,Abierta,""73,59"",""73,59"",Acera,8,0,1,0,8,0,0,0,8,0,2,30,8,0,0,0,18,18"
"270127039,CHAMBERI,VALLEHERMOSO,127 CALLE GUZMAN EL BUENO,28003,""439551,61"",""4477053,54"",Abierto,LIZARRAN,Anual,Abierta,""28,33"",""28,33"",Acera,10,0,1,0,10,0,0,0,10,0,2,30,10,0,0,0,8,8"
"270244725,CHAMBERI,TRAFALGAR,36 CALLE LUCHANA,28010,""440758,59"",""4475909,53"",Abierto,CHAMBERI,Anual,Abierta,""37,92"",""37,92"",Acera,10,0,1,0,10,0,0,0,10,0,2,30,10,0,0,0,10,10"
"270248587,CHAMBERI,RIOS-ROSAS,161 CALLE SANTA ENGRACIA,28003,""440366,6"",""4477359,53"",Abierto,LA GRAN TASCA,Anual,Abierta,""16,74"",""16,74"",Acera,10,0,1,0,10,0,0,0,10,0,2,30,10,0,0,0,6,6"
"270269364,CHAMBERI,GAZTAMBIDE,76 CALLE PRINCESA,28008,""439159,61"",""4475995,54"",Abierto,TAPAS 44,Anual,Abierta,""34,63"",""15,91"",Acera,10,0,1,0,10,0,0,0,10,0,2,30,10,0,0,0,22,9"
"270276855,CHAMBERI,TRAFALGAR,28 CALLE VIRIATO,28010,""440582,6"",""4476362,53"",Abierto,LA GOLONDRINA,Anual,Abierta,""2,08"",""2,08"",Acera,10,0,1,0,10,0,0,0,10,0,2,30,10,0,0,0,3,3"
"270276857,CHAMBERI,TRAFALGAR,75 CALLE SANTA ENGRACIA,28010,""440704,6"",""4476308,53"",Abierto,CASA BENITO,Anual,Abierta,""57,91"",""57,91"",Acera,10,0,1,0,10,0,0,0,10,0,2,30,10,0,0,0,25,25"
"270280832,CHAMBERI,TRAFALGAR,24 CALLE BRAVO MURILLO,28015,""440283,6"",""4476425,53"",Abierto,LIZARAN TABERNAS SELECTAS,Anual,Abierta,""14,42"",""14,42"",Acera,10,0,1,0,10,0,0,0,10,0,2,30,10,0,0,0,6,6"
"270283376,CHAMBERI,RIOS-ROSAS,49 CALLE RIOS ROSAS,28003,""440893,6"",""4477040,53"",Abierto,IL PASTAIO,Anual,Abierta,9,9,Acera,10,0,1,0,10,0,0,0,10,0,2,30,10,0,0,0,5,5"
"270284796,CHAMBERI,TRAFALGAR,11 CALLE LUCHANA,28010,""440524,6"",""4475703,53"",Abierto,PANADERIA GALIPAN,Anual,Abierta,""18,72"",""7,02"",Acera,8,0,1,30,8,0,1,0,8,0,1,30,8,0,1,0,8,3"
"270285161,CHAMBERI,VALLEHERMOSO,54 CALLE ISAAC PERAL,28040,""439121,61"",""4476922,55"",Abierto,RESTAURANTE OLIVA,Anual,Abierta,""11,68"",""11,68"",Acera,8,0,1,30,8,0,1,0,8,0,1,30,8,0,1,0,4,4"
"270285891,CHAMBERI,ALMAGRO,26 CALLE JOSE ABASCAL,28003,""440788,6"",""4476630,53"",Abierto,LA MONERIA,Anual,Abierta,""23,94"",""23,94"",Acera,8,0,1,30,8,0,1,0,8,0,1,30,8,0,1,0,9,9"
"270298042,CHAMBERI,ALMAGRO,90 CALLE SANTA ENGRACIA,28010,""440648,6"",""4476589,53"",Abierto,PREMIATA FORNERIA BALLARO,Anual,Abierta,""36,39"",""36,39"",Acera,10,0,1,0,10,0,0,0,10,0,2,30,10,0,0,0,10,3"
"270298163,CHAMBERI,ALMAGRO,4 GLORIETA PINTOR SOROLLA,28010,""440757,6"",""4476295,53"",Abierto,JAMAICA COFFEE SHOP,Anual,Abierta,25,25,Acera,8,0,1,30,8,0,1,0,8,0,1,30,8,0,1,0,11,11"
"270299438,CHAMBERI,VALLEHERMOSO,1 CALLE MAESTRO ANGEL LLORCA,28003,""439420,61"",""4477148,54"",Abierto,SCALINI,Anual,Abierta,""21,06"",""21,06"",Acera,10,0,1,0,10,0,0,0,10,0,2,30,10,0,0,0,9,9"
"270301020,CHAMBERI,TRAFALGAR,23 CALLE LUCHANA,28010,""440645,59"",""4475846,53"",Abierto,LUCHANA 23,Estacional,Abierta,""19,9"",,Acera,10,0,1,0,,,,,10,0,2,30,,,,,6,"
"270304054,CHAMBERI,RIOS-ROSAS,110 CALLE SANTA ENGRACIA,28003,""440595,6"",""4476757,53"",Abierto,BOMBILLA GASTROBAR,Anual,Abierta,""34,12"",""34,12"",Acera,10,0,1,0,10,0,0,0,10,0,2,30,10,0,0,0,13,13"
"270305224,CHAMBERI,RIOS-ROSAS,10 CALLE RIOS ROSAS,28003,""440380,6"",""4477044,53"",Abierto,GRAN SOL,Estacional,Abierta,""19,44"",,Acera,10,0,1,0,,,,,10,0,2,30,,,,,10,0"
"270305369,CHAMBERI,TRAFALGAR,87 CALLE SANTA ENGRACIA,28010,""440680,6"",""4476383,53"",Abierto,LARA GRILL,Estacional,Abierta,""28,54"",,Acera,10,0,1,0,,,,,10,0,2,30,,,,,9,"
"270307274,CHAMBERI,TRAFALGAR,31 CALLE PALAFOX,28010,""440498,6"",""4475988,53"",Abierto,MÉNTRIDA,Anual,Abierta,""19,15"",""19,15"",Plaza peatonal,8,0,1,30,8,0,1,0,8,0,1,30,8,0,1,0,6,6"
"270307707,CHAMBERI,ARAPILES,37 CALLE BRAVO MURILLO,28015,""440249,6"",""4476492,53"",Abierto,MERCADO PROVENZAL,Anual,Abierta,""29,3"",""29,3"",Acera,8,0,1,30,8,0,1,0,8,0,1,30,8,0,1,0,15,15"
"270309343,CHAMBERI,ALMAGRO,70 CALLE SANTA ENGRACIA,28010,""440708,6"",""4476406,53"",Abierto,NEGRESCO,Anual,Abierta,""19,54"",""19,54"",Acera,8,0,1,30,8,0,1,0,8,0,1,30,8,0,1,0,9,9"
"270310711,CHAMBERI,GAZTAMBIDE,37 CALLE GUZMAN EL BUENO,28015,""439488,6"",""4476107,54"",Abierto,RESTAURANTE ALCOBILLA CAFETERIA,Anual,Abierta,""34,95"",""34,95"",Acera,10,0,1,0,10,0,0,0,10,0,2,30,10,0,0,0,17,17"
"270313593,CHAMBERI,GAZTAMBIDE,38 CALLE ISAAC PERAL,28015,""439134,61"",""4476645,54"",Abierto,BURGUER KING,Anual,Abierta,""14,04"",""14,04"",Acera,8,0,1,30,8,0,1,0,8,0,1,30,8,0,1,0,6,6"
"270316121,CHAMBERI,ALMAGRO,9 CALLE GENOVA,28004,""441089,59"",""4475405,52"",Abierto,LIZARRÁN,Anual,Abierta,""4,08"",""4,08"",Acera,10,0,1,0,10,0,0,0,10,0,2,30,10,0,0,0,9,9"
"270319673,CHAMBERI,TRAFALGAR,7 CALLE GENERAL ALVAREZ DE CASTRO,28010,""440445,6"",""4476243,53"",Abierto,LA ESQUINA DE CHAMBERI,Anual,Abierta,""50,69"",""32,85"",Acera,8,0,1,30,8,0,1,0,8,0,1,30,8,0,1,0,16,11"
"270320046,CHAMBERI,RIOS-ROSAS,102 CALLE SANTA ENGRACIA,28003,""440618,6"",""4476683,53"",Abierto,CASA PATILLAS,Anual,Abierta,""80,41"",""72,28"",Acera,8,0,1,0,8,0,0,0,8,0,1,30,8,0,0,0,27,27"
"270320859,CHAMBERI,RIOS-ROSAS,3 PLAZA SAN JUAN DE LA CRUZ,28003,""441157,59"",""4476934,52"",Abierto,THE PEL PLACE,Estacional,Abierta,""35,28"",,Acera,10,0,1,0,,,,,10,0,2,30,,,,,18,"
"270355984,CHAMBERI,VALLEHERMOSO,36 AVENIDA FILIPINAS,28003,""439972,6"",""4476919,54"",Abierto,EL REFUGIO,Estacional,Abierta,""19,8"",,Acera,10,0,1,0,,,,,10,0,2,30,,,,,5,"
"270359218,CHAMBERI,ARAPILES,66 CALLE VALLEHERMOSO,28015,""439926,6"",""4476507,54"",Abierto,LA BLANCA DOBLE CAFE RESTAURANTE,Estacional,Abierta,""18,03"",,Acera,10,0,1,0,,,,,10,0,2,30,,,,,6,"
"270280979,LATINA,LUCERO,54 CALLE CEBREROS,28011,""436594,61"",""4472956,56"",Abierto,PELUQUERIA ABSALON,Anual,Abierta,""32,7"",""32,7"",Acera,10,0,1,0,10,0,0,0,10,0,2,30,10,0,0,0,10,10"
"270123487,CHAMBERI,RIOS-ROSAS,36 CALLE RIOS ROSAS,28003,""440791,6"",""4477016,53"",Abierto,TALGO,Estacional,Abierta,""20,2"",,Acera,10,0,1,0,,,,,10,0,2,30,,,,,6,"
"30000453,RETIRO,IBIZA,45 AVENIDA MENENDEZ PELAYO,28009,""442465,58"",""4474285,51"",Abierto,FRANCESCA LA CLUECA,Anual,Abierta,42,42,Acera,10,0,1,0,10,0,0,0,10,0,2,30,10,0,0,0,13,13"
"280019722,RETIRO,PACIFICO,16 AVENIDA MEDITERRANEO,28007,""442621,58"",""4473160,5"",Abierto,CAFETERIA CASTILLA,Estacional,Abierta,""31,45"",,Acera,10,0,1,0,,,,,10,0,2,30,,,,,10,"
"30000486,RETIRO,IBIZA,41 AVENIDA MENENDEZ PELAYO,28009,""442450,58"",""4474338,51"",Abierto,TRENQUE LAUQUEN,Anual,Abierta,""12,35"",""12,35"",Acera,10,0,1,0,10,0,0,0,10,0,2,30,10,0,0,0,5,5"
"270063443,RETIRO,IBIZA,15 AVENIDA MENENDEZ PELAYO,28009,""442379,58"",""4474603,51"",Abierto,CASA DE FIERAS,Anual,Abierta,""11,7"",""11,7"",Acera,10,0,1,0,10,0,0,0,10,0,2,30,10,0,0,0,9,9"
"285016755,FUENCARRAL-EL-PARDO,EL-GOLOSO,24 AVENIDA MONASTERIO DE EL ESCORIAL,28049,""440094,64"",""4483929,56"",Abierto,LA TAGLIATELLA,Anual,Abierta,""31,68"",""31,68"",Acera,8,0,1,30,8,0,1,0,8,0,1,30,8,0,1,0,13,13"
"285015342,FUENCARRAL-EL-PARDO,VALVERDE,34 CALLE SAN DACIO,28034,""441673,62"",""4481907,54"",Abierto,BAR LA FRONTERA,Estacional,Abierta,""29,4"",,Acera,10,0,1,0,,,,,10,0,2,30,,,,,6,"
"270100322,TETUAN,CUATRO-CAMINOS,8 CALLE AVIADOR ZORITA,28020,""440774,6"",""4477665,53"",Abierto,ASADOR GUETARIA,Anual,Abierta,""6,46"",""6,46"",Acera,10,0,1,0,10,0,0,0,10,0,2,0,10,0,0,0,4,4"
"270531314,LATINA,LUCERO,18 CALLE LA LATINA,28047,""436229,61"",""4472550,56"",Abierto,CAFETERIA SOL,Anual,Abierta,21,21,Acera,10,0,0,0,10,0,0,0,10,0,0,30,10,0,0,0,13,13"
"100001625,LATINA,PUERTA-DEL-ANGEL,1 GLORIETA PUENTE DE SEGOVIA,28011,""438541,6"",""4473922,54"",Abierto,BAR-RESTAURANTE,Anual,Abierta,""49,06"",""31,87"",Plaza peatonal,10,0,1,0,10,0,0,0,10,0,2,30,10,0,0,0,18,8"
"270351491,LATINA,ALUCHE,159 CALLE LOS YEBENES,28047,""436204,61"",""4471643,56"",Abierto,BAR DOMINO CERVECERIA,Anual,Abierta,""7,8"",""7,8"",Acera,10,0,0,0,10,0,0,0,10,0,0,30,10,0,0,0,4,4"
"280042476,LATINA,ALUCHE,101 CALLE QUERO,28024,""435448,62"",""4471187,56"",Abierto,BAR EL PARQUE,Anual,Abierta,""99,97"",""44,5"",Calle peatonal,10,0,1,0,10,0,0,0,10,0,2,30,10,0,0,0,34,16"
"270494203,SALAMANCA,GUINDALERA,8 AVENIDA AMERICA,28028,""442649,58"",""4476574,51"",Abierto,RESTAURANTE LOS PALOS,Anual,Abierta,""30,74"",""30,74"",Acera,10,0,1,0,10,0,0,0,10,0,2,30,10,0,0,0,7,7"
"270115317,CHAMBERI,ARAPILES,15 PLAZA CONDE DEL VALLE DE SUCHIL,28015,""439991,6"",""4475929,53"",Abierto,SUCHIL 15,Anual,Abierta,""71,09"",""71,09"",Acera,8,0,1,30,8,0,1,0,8,0,1,30,8,0,1,0,14,14"
"270538386,MORATALAZ,MARROQUINA,78 CALLE CAMINO DE LOS VINATEROS,28030,""444765,56"",""4473440,47"",Abierto,LA MINA,Estacional,Abierta,""12,96"",,Otros,10,0,0,0,,,,,10,0,1,0,,,,,4,"
"270166585,MORATALAZ,VINATEROS,169 CALLE CAMINO DE LOS VINATEROS,28030,""445530,56"",""4472968,46"",Abierto,CAFE-BAR MIOKO,Anual,Abierta,""11,16"",""11,16"",Acera,8,0,0,0,8,0,23,0,8,0,1,0,8,0,23,0,4,4"
"270473777,MORATALAZ,PAVONES,294 CALLE ENCOMIENDA DE PALACIOS,28030,""445965,55"",""4472017,46"",Abierto,BAR RAMA,Estacional,Abierta,""32,4"",,Acera,10,0,0,0,,,,,10,0,1,0,,,,,10,"
"140000309,MORATALAZ,MARROQUINA,141 AVENIDA MORATALAZ,28030,""444985,56"",""4473152,47"",Abierto,BACCHUS,Anual,Abierta,""66,27"",""66,27"",Calle peatonal,10,0,0,0,10,0,23,0,10,0,1,0,10,0,23,0,16,0"
"270166609,MORATALAZ,VINATEROS,42 CALLE PICO DE LOS ARTILLEROS,28030,""445617,56"",""4473224,46"",Cerrado,BAR CAFETERIA DAVID,Estacional,Abierta,""9,72"",,Acera,10,0,0,0,,,,,10,0,1,0,,,,,3,"
"270210386,MORATALAZ,FONTARRON,18 CALLE CORREGIDOR ALONSO DE TOBAR,28030,""444995,56"",""4472792,47"",Abierto,CAFE BAR VILLENA,Anual,Abierta,""29,16"",""29,16"",Otros,10,0,0,0,10,0,23,0,10,0,1,0,10,0,23,0,9,9"
"280064624,MORATALAZ,MEDIA-LEGUA,25 CALLE CORREGIDOR DIEGO DE VALDERRABANO,28030,""444060,57"",""4473688,48"",Abierto,CERVECERIA GAMBRINUS,Anual,Abierta,""9,56"",""9,56"",Acera,10,0,0,0,10,0,23,0,10,0,1,0,10,0,23,0,5,5"
"280064019,MORATALAZ,MARROQUINA,10 CALLE MERIDA,28030,""445947,55"",""4473137,46"",Abierto,TAPA Y TOMA,Estacional,Abierta,""15,84"",,Acera,10,0,0,0,,,,,10,0,1,0,,,,,6,"
"270371814,MORATALAZ,FONTARRON,65 CALLE CORREGIDOR JUAN FRANCISCO DE LUJAN,28030,""445081,56"",""4472594,47"",Abierto,BAR EL LUGAR,Anual,Abierta,""21,63"",""21,63"",Acera,8,0,0,0,8,0,23,0,8,0,1,0,8,0,23,0,7,7"
"280064571,MORATALAZ,PAVONES,26 CALLE VALDEBERNARDO,28030,""446429,55"",""4472722,45"",Abierto,BAR EL CIRCUITO,Estacional,Abierta,""22,5"",,Otros,10,0,0,0,,,,,10,0,1,0,,,,,6,"
"140000344,MORATALAZ,PAVONES,10 CALLE FLORENCIA,28030,""446687,55"",""4472532,45"",Abierto,TABERNA TREINTA Y UNA REAL,Estacional,Abierta,""43,6"",,Acera,10,0,0,0,,,,,10,0,1,0,,,,,10,"
"270165468,MORATALAZ,MEDIA-LEGUA,1 CALLE ENTRE ARROYOS,28030,""444303,57"",""4473375,48"",Abierto,BAR ACUARELA,Estacional,Abierta,""56,93"",,Otros,10,0,0,0,,,,,10,0,1,0,,,,,15,"
"270164356,MORATALAZ,PAVONES,233 CALLE HACIENDA DE PAVONES,28030,""446191,55"",""4472430,45"",Abierto,LA PERCHA GASTROBAR,Estacional,Abierta,""10,08"",,Acera,10,0,0,0,,,,,10,0,1,0,,,,,7,"
"270538359,MORATALAZ,MARROQUINA,59 CALLE FUENTE CARRANTONA,28030,""446540,55"",""4473488,45"",Abierto,LA PIZZA ITALIA,Estacional,Abierta,""16,12"",,Acera,10,0,0,0,,,,,10,0,1,0,,,,,6,"
"270166014,MORATALAZ,FONTARRON,124 CALLE HACIENDA DE PAVONES,28030,""445324,56"",""4472701,47"",Abierto,PUB CAFETERIA CRIN,Estacional,Abierta,90,,Otros,10,0,0,0,,,,,10,0,1,0,,,,,12,"
"270314276,MORATALAZ,VINATEROS,195 CALLE HACIENDA DE PAVONES,28030,""445855,55"",""4472680,46"",Abierto,BAR SANZ,Anual,Abierta,""25,2"",""25,2"",Acera,10,0,0,0,10,0,23,0,10,0,1,0,10,0,23,0,8,8"
