id;Gis_X;Gis_Y;FechadeAlta;Distrito;Barrio;Calle;NFinca;TipodeReserva;NumerodePlazas;Longitud;Latitud;Direccion
244;439144,97;4476825,45;44194;07  CHAMBERÍ;07-06 VALLEHERMOSO;ISAAC PERAL, CALLE, DE;44;BiciMAD;24;-37.175.468;404.398.513;ISAAC PERAL, CALLE, DE, 44
245;439767,36;4476444,58;44194;07  CHAMBERÍ;07-02 ARAPILES;GALILEO, CALLE, DE;63;BiciMAD;24;-37.101.726;404.364.656;GALILEO, CALLE, DE, 63
246;440693,2;4476388,4;44194;07  CHAMBERÍ;07-03 TRAFALGAR;SANTA ENGRACIA, CALLE, DE;87;BiciMAD;24;-3.699.252;40.436.026;SANTA ENGRACIA, CALLE, DE, 87
247;441238,82;4476643,99;44194;07  CHAMBERÍ;07-05 RÍOS ROSAS;ZURBANO, CALLE, DE;90;BiciMAD;24;-3.692.843;404.383.672;ZURBANO, CALLE, DE, 90
248;441694,11;4480631,92;44194;08  FUENCARRAL-EL PARDO;08-05 LA PAZ;SINESIO DELGADO, CALLE, DE;2;BiciMAD;24;-36.878.414;404.743.243;SINESIO DELGADO, CALLE, DE, 2
249;441914,27;4481195,42;44194;05  CHAMARTÍN;05-06 CASTILLA;CASTELLANA, PASEO, DE LA;frente al 298;BiciMAD;24;-36.852.959;404.794.159;CASTELLANA, PASEO, DE LA, frente al 298
250;441812,82;4476911,24;44194;05  CHAMARTÍN;05-01 EL VISO;SERRANO, CALLE, DE;113 b;BiciMAD;24;-36.861;404.408.151;SERRANO, CALLE, DE, 113 b
251;443447,95;4477272,58;44194;05  CHAMARTÍN;05-02 PROSPERIDAD;SANTA HORTENSIA, CALLE, DE;31;BiciMAD;24;-36.668.532;40.444.183;SANTA HORTENSIA, CALLE, DE, 31
252;442025,04;4480322,99;44194;05  CHAMARTÍN;05-06 CASTILLA;RODRIGUEZ JAEN, CALLE, DE;S/N;BiciMAD;24;-36.839.094;404.715.645;RODRIGUEZ JAEN, CALLE, DE, S/N
253;441626,91;4478554,58;44194;05  CHAMARTÍN;05-04 HISPANOAMÉRICA;DOCTOR FLEMING, CALLE, DEL;7;BiciMAD;24;-3.688.443;40.455.606;DOCTOR FLEMING, CALLE, DEL, 7
254;442639,53;4479150,36;44194;05  CHAMARTÍN;05-05 NUEVA ESPAÑA;PIO XII, AVENIDA, DE;3;BiciMAD;24;-36.765.549;404.610.436;PIO XII, AVENIDA, DE, 3
255;441910,45;4479454,04;44194;05  CHAMARTÍN;05-05 NUEVA ESPAÑA;GENERAL LOPEZ POZAS, CALLE, DEL;2;BiciMAD;24;-36.851.815;404.637.286;GENERAL LOPEZ POZAS, CALLE, DEL, 2
256;439465,58;4477545,36;44194;09  MONCLOA-ARAVACA;09-03 CIUDAD UNIVERSITARIA;BEATRIZ DE BOBADILLA, CALLE, DE;frente al 2;BiciMAD;24;-37.138.353;404.463.599;BEATRIZ DE BOBADILLA, CALLE, DE, frente al 2
257;438063,25;4476718,06;44194;09  MONCLOA-ARAVACA;09-03 CIUDAD UNIVERSITARIA;JUAN DE HERRERA, AVENIDA, DE;1;BiciMAD;24;-373.029;40.438.804;JUAN DE HERRERA, AVENIDA, DE, 1
258;438326,14;4477849,84;44194;09  MONCLOA-ARAVACA;09-03 CIUDAD UNIVERSITARIA;COMPLUTENSE, AVENIDA;frente al 14;BiciMAD;24;-37.273.004;40.449.019;COMPLUTENSE, AVENIDA, frente al 14
259;438344,78;4477338,89;44194;09  MONCLOA-ARAVACA;09-03 CIUDAD UNIVERSITARIA;RAMON Y CAJAL, PLAZA, DE;S/N;BiciMAD;24;-3.727.031;404.444.176;RAMON Y CAJAL, PLAZA, DE, S/N
260;438328,53;4477762,41;44194;09  MONCLOA-ARAVACA;09-03 CIUDAD UNIVERSITARIA;JOSE ANTONIO NOVAIS, CALLE, DE;S/N;BiciMAD;24;-37.272.637;404.482.316;JOSE ANTONIO NOVAIS, CALLE, DE, S/N
261;438161,53;4478015,95;44194;09  MONCLOA-ARAVACA;09-03 CIUDAD UNIVERSITARIA;COMPLUTENSE, AVENIDA;frente al 7;BiciMAD;24;-37.292.576;404.505.032;COMPLUTENSE, AVENIDA, frente al 7
