COD_TIPO_DATO;TIPO_DATO;IDENTIFICADOR_MINT;COD_ELEMENTO;COD_NDP;DIRECCION_COMPLETA;DIRECCION AUXILIAR;CENTRO;COD_VIAL;CLASE_VIAL;PARTICULAS_VIAL;NOMBRE_VIAL;TIPO_NÚMERO;NÚMERO;COD_BARRIO;BARRIO;COD_DISTRITO;DISTRITO;UTMX;UTMY;LATITUD;LONGITUD;HORARIO;OBSERVACIONES;DIRECCIONHORARIO
;Contenedor de ropa;;;;Calle  Cidro , 5 ;;Punto Limpio Fijo;;Calle;;Cidro ;número;5;;;11;Carabanchel;436678,3;4468887,6;403.681.598.503.117;-374.583.949.112.276;Lunes a Sabado 8:00 a 20:00. Domingo y festivos 9:00 a 14:00.  24 y 31 de diciembre 8:00 a 14:00. 25 de diciembre y 1 y 6 enero CERRADO.;;Calle  Cidro , 5  Lunes a Sabado 8:00 a 20:00. Domingo y festivos 9:00 a 14:00.  24 y 31 de diciembre 8:00 a 14:00. 25 de diciembre y 1 y 6 enero CERRADO.
;Contenedor de ropa;;;;Calle  Jose del Rio, 23 ;;;;Calle;;Jose del Rio;número;23;;;11;Carabanchel;437949,1;4471743,2;403.939.800.041.978;-373.115.051.104.291;;;Calle  Jose del Rio, 23  
;Contenedor de ropa;;;;Calle  Fragata, 42 ;;;;Calle;;Fragata;número;42;;;11;Carabanchel;437845,7;4471759,6;403.941.200.330.003;-373.237.038.755.021;;;Calle  Fragata, 42  
;Contenedor de ropa;;;;Calle  Comandante Fontanes , 8 ;;"Centro Atención Mujeres ""María Maeztu""";;Calle;;Comandante Fontanes ;número;8;;;11;Carabanchel;438748,1;4471887,6;403.953.399.701.442;-372.175.043.522.021;;;Calle  Comandante Fontanes , 8  
;Contenedor de ropa;;;;Calle  Vía Carpetana , 141 ;;;;Calle;;Vía Carpetana ;número;141;;;11;Carabanchel;437123,3;4471642,4;403.930.100.221.796;-374.087.025.714.404;;;Calle  Vía Carpetana , 141  
;Contenedor de ropa;;;;Calle  Laguna , 115 ;;;;Calle;;Laguna ;número;115;;;11;Carabanchel;437025,1;4471472,3;403.914.702.688.085;-374.201.042.682.462;;;Calle  Laguna , 115  
;Contenedor de ropa;;;;Calle  Las Clarisas , 21 ;;;;Calle;;Las Clarisas ;número;21;;;11;Carabanchel;438313,9;4471303,9;403.900.496.837.395;-372.680.982.425.057;;;Calle  Las Clarisas , 21  
;Contenedor de ropa;;;;Avenida  Pedro Díez , 1 ;;;;Avenida;;Pedro Díez ;número;1;;;11;Carabanchel;438123,4;4471364,4;403.905.805.669.653;-372.906.007.540.052;;;Avenida  Pedro Díez , 1  
;Contenedor de ropa;;;;Calle  Julián González, 7 ;;"Instalación Deportiva Básica ""Julián González""";;Calle;;Julián González;número;7;;;11;Carabanchel;438964,1;4472247,7;403.985.997.785.232;-371.923.994.884.173;;;Calle  Julián González, 7  
;Contenedor de ropa;;;;Calle  Ontanilla , 25 ;;"Instalación Deportiva Básica ""Ontanilla""";;Calle;;Ontanilla ;número;25;;;11;Carabanchel;437907,5;4469682,2;403.754.104.546.653;-373.143.978.528.189;;;Calle  Ontanilla , 25  
;Contenedor de ropa;;;;Calle  Patrimonio  Humanidad , 37 ;;Centro Atención Adolescentes Aspa.;;Calle;;Patrimonio  Humanidad ;número;37;;;11;Carabanchel;435192,2;4468182,1;403.616.901.969.987;-376.327.048.519.724;;;Calle  Patrimonio  Humanidad , 37  
;Contenedor de ropa;;;;Calle  Del Euro, 27 frente;frente;;;Calle;;Del Euro;número;27;;;11;Carabanchel;436527,8;4468670,2;403.661.899.657.027;-374.759.038.459.146;;;Calle  Del Euro, 27 frente 
;Contenedor de ropa;;;;Avenida  Peseta , 103 ;;;;Avenida;;Peseta ;número;103;;;11;Carabanchel;436603,3;4468351;403.633.202.077.021;-374.666.946.887.149;;;Avenida  Peseta , 103  
;Contenedor de ropa;;;;Avenida  Peseta , 62 ;;;;Avenida;;Peseta ;número;62;;;11;Carabanchel;435776,8;4468221,5;403.620.903.614.888;-375.638.992.753.073;;;Avenida  Peseta , 62  
;Contenedor de ropa;;;;Calle  Patrimonio  Humanidad , 6 ;;;;Calle;;Patrimonio  Humanidad ;número;6;;;11;Carabanchel;435568;4468130;40.361.249.980.262;-375.883.962.646.795;;;Calle  Patrimonio  Humanidad , 6  
;Contenedor de ropa;;;;Calle  Salvador Allende , 22 ;;;;Calle;;Salvador Allende ;número;22;;;11;Carabanchel;435652;4468420,1;403.638.698.172.351;-375.787.967.676.153;;;Calle  Salvador Allende , 22  
;Contenedor de ropa;;;;Calle  Verdad, 29 ;;"Centro Cultural ""Fernando Lázaro Carreter""";;Calle;;Verdad;número;29;;;11;Carabanchel;439136,8;4471462,6;403.915.398.617.598;-371.712.998.385.739;;;Calle  Verdad, 29  
;Contenedor de ropa;;;;Calle  Pinar de San José , 50 frente;frente;;;Calle;;Pinar de San José ;número;50;;;11;Carabanchel;434897;4468312,3;403.628.400.986.106;-376.676.018.286.944;;;Calle  Pinar de San José , 50 frente 
;Contenedor de ropa;;;;Avenida  Peseta, 22 ;;;;Avenida;;Peseta;número;22;;;11;Carabanchel;435198,1;4468469,5;403.642.796.798.197;-376.323.020.428.965;;;Avenida  Peseta, 22  
;Contenedor de ropa;;;;Calle  Camino de las Cruces , 17 ;;;;Calle;;Camino de las Cruces ;número;17;;;11;Carabanchel;435545,4;4469064,9;403.696.702.240.668;-375.920.026.258.977;;;Calle  Camino de las Cruces , 17  
;Contenedor de ropa;;;;Calle  Zaida , 36 en la esquina;en la esquina;;;Calle;;Zaida ;número;36;;;11;Carabanchel;437531,8;4471675,6;403.933.398.398.132;-373.606.057.440.346;;;Calle  Zaida , 36 en la esquina 
;Contenedor de ropa;;;;Avenida  Carabanchel Alto , 90 ;;;;Avenida;;Carabanchel Alto ;número;90;;;11;Carabanchel;436024,2;4468861;403.678.702.853.607;-375.354.056.089.402;;;Avenida  Carabanchel Alto , 90  
;Contenedor de ropa;;;;Avenida  Carabanchel Alto , 34 ;;;;Avenida;;Carabanchel Alto ;número;34;;;11;Carabanchel;436159,1;4469343,8;403.722.299.053.232;-375.200.011.049.783;;;Avenida  Carabanchel Alto , 34  
;Contenedor de ropa;;;;Calle  Joaquin Turina , 15 frente;frente;;;Calle;;Joaquin Turina ;número;15;;;11;Carabanchel;436145,3;4469422,8;403.729.405.152.686;-375.217.056.433.141;;;Calle  Joaquin Turina , 15 frente 
;Contenedor de ropa;;;;Calle  Ronda  de Don Bosco , 18 frente;frente;;;Calle;;Ronda  de Don Bosco ;número;18;;;11;Carabanchel;436071,47;4469678,18;403.752.354.310.866;-375.306.577.834.363;;;Calle  Ronda  de Don Bosco , 18 frente 
;Contenedor de ropa;;;;Calle  Eugenia de Montijo , 87 ;;;;Calle;;Eugenia de Montijo ;número;87;;;11;Carabanchel;436269,5;4469648,2;403.749.805.242.151;-375.073.021.571;;;Calle  Eugenia de Montijo , 87  
;Contenedor de ropa;;;;Calle  Eugenia de Montijo , 74 ;;;;Calle;;Eugenia de Montijo ;número;74;;;11;Carabanchel;436588,32;4470139,02;403.794.263.679.315;-374.702.372.777.712;;;Calle  Eugenia de Montijo , 74  
;Contenedor de ropa;;;;Parque  Eugenia de Montijo , 38 frente;frente;;;Parque;;Eugenia de Montijo ;número;38;;;11;Carabanchel;436958,44;4470449,18;403.822.485.109.784;-374.269.454.727.752;;;Parque  Eugenia de Montijo , 38 frente 
;Contenedor de ropa;;;;Parque  Eugenia de Montijo , 2 frente;frente;;;Parque;;Eugenia de Montijo ;número;2;;;11;Carabanchel;436461,3;4469939,6;403.776.202.292.101;-374.850.008.897.997;;;Parque  Eugenia de Montijo , 2 frente 
;Contenedor de ropa;;;;Avenida  Nuestr Sra de Fátima , 98 ;;;;Avenida;;Nuestr Sra de Fátima ;número;98;;;11;Carabanchel;436462,9;4470329,2;403.811.300.394.984;-37.485.200.853.164;;;Avenida  Nuestr Sra de Fátima , 98  
;Contenedor de ropa;;;;Calle  Nuestra Señora de la Luz , 74 ;;Residencia Orpea Carabanchel;;Calle;;Nuestra Señora de la Luz ;número;74;;;11;Carabanchel;436760;4470429,9;4.038.517;-374.875;;;Calle  Nuestra Señora de la Luz , 74  
;Contenedor de ropa;;;;Calle  Nuestra Señora de la Luz , 12 ;;;;Calle;;Nuestra Señora de la Luz ;número;12;;;11;Carabanchel;436912,2;4470556,3;403.832.099.959.424;-374.324.986.483.822;;;Calle  Nuestra Señora de la Luz , 12  
;Contenedor de ropa;;;;Calle  Joaquin Turina , 74 frente;frente;;;Calle;;Joaquin Turina ;número;74;;;11;Carabanchel;436633,2;4470689,7;4.037.228;-37.595;;;Calle  Joaquin Turina , 74 frente 
;Contenedor de ropa;;;;Calle  Vía Carpetana, 199 ;;;;Calle;;Vía Carpetana;número;199;;;11;Carabanchel;436846,3;4471194;403.889.496.850.503;-374.408.940.012.758;;;Calle  Vía Carpetana, 199  
;Contenedor de ropa;;;;Avenida  Nuestra Señora de Fátima , 16 ;;;;Avenida;;Nuestra Señora de Fátima ;número;16;;;11;Carabanchel;436884,3;4470972,8;403.869.598.987.925;-374.361.979.553.697;;;Avenida  Nuestra Señora de Fátima , 16  
;Contenedor de ropa;;;;Paseo  Marcelino Camacho, 11 ;;;;Paseo;;Marcelino Camacho;número;11;;;11;Carabanchel;437140,9;4470803,1;403.854.505.661.332;-374.058.006.809.405;;;Paseo  Marcelino Camacho, 11  
;Contenedor de ropa;;;;Avenida  Plaza de Toros , 3 ;;;;Avenida;;Plaza de Toros ;número;3;;;11;Carabanchel;437402,3;4470798,6;403.854.297.092.778;-373.750.016.101.304;;;Avenida  Plaza de Toros , 3  
;Contenedor de ropa;;;;Calle  Blasòn , 19 frente;frente;;;Calle;;Blasòn ;número;19;;;11;Carabanchel;437150,5;4470426,7;403.820.605.098.613;-374.042.984.461.537;;;Calle  Blasòn , 19 frente 
;Contenedor de ropa;;;;Calle  De la Sombra , 13 frente;frente;;;Calle;;De la Sombra ;número;13;;;11;Carabanchel;437049,7;4470154,4;403.795.998.991.485;-374.159.037.541.316;;;Calle  De la Sombra , 13 frente 
;Contenedor de ropa;;;;Calle  Federico Grases, 14 ;;;;Calle;;Federico Grases;número;14;;;11;Carabanchel;436917,7;4470004,6;403.782.404.510.267;-374.313.045.886.122;;;Calle  Federico Grases, 14  
;Contenedor de ropa;;;;Avenida  Oporto, 6 ;;;;Avenida;;Oporto;número;6;;;11;Carabanchel;438931,46;4470776,6;403.853.450.121.772;-3.719.483.486.272;;;Avenida  Oporto, 6  
;Contenedor de ropa;;;;Calle  Belzunegui , 18 ;;;;Calle;;Belzunegui ;número;18;;;11;Carabanchel;437230,8;4469783,3;403.762.705.202.994;-373.942.053.402.188;;;Calle  Belzunegui , 18  
;Contenedor de ropa;;;;Calle  María Odiaga , 58 frente;frente;;;Calle;;María Odiaga ;número;58;;;11;Carabanchel;436826,2;4469723,4;403.757.003.428.022;-374.418.040.111.853;;;Calle  María Odiaga , 58 frente 
;Contenedor de ropa;;;;calle  Antonia Rodriquez Sacristan, 14 ;;;;calle;;Antonia Rodriquez Sacristan;número;14;;;11;Carabanchel;436925,73;4469413,74;403.729.183.216.966;-374.297.740.172.187;;;calle  Antonia Rodriquez Sacristan, 14  
;Contenedor de ropa;;;;Calle  Monseñor Óscar Romero , 32 frente;frente;;;Calle;;Monseñor Óscar Romero ;número;32;;;11;Carabanchel;436868,57;4470373,87;403.815.632.806.118;-374.374.576.256.623;;;Calle  Monseñor Óscar Romero , 32 frente 
;Contenedor de ropa;;;;calle  Vía Lusitana, 10 ;;mercadillo ;;calle;;Vía Lusitana;número;10;;;11;Carabanchel;438828,27;4470657,29;4.038.426.251;-372.068.769;;;calle  Vía Lusitana, 10  
;Contenedor de ropa;;;;Calle  Oca, 13 ;;;;Calle;;Oca;número;13;;;11;Carabanchel;437340,58;4471205,95;403.890.946.613.266;-373.826.733.097.514;;;Calle  Oca, 13  
;Contenedor de ropa;;;;Calle  Valle de Oro, 20 ;;;;Calle;;Valle de Oro;número;20;;;11;Carabanchel;438163,94;4471054,87;403.877.951.871.099;-372.855.240.130.845;;;Calle  Valle de Oro, 20  
;Contenedor de ropa;;;;Avenida  Oporto, 15 ;;;;Avenida;;Oporto;número;15;;;11;Carabanchel;438686,38;4470754,79;403.851.305.369.901;-372.236.859.816.449;;;Avenida  Oporto, 15  
;Contenedor de ropa;;;;Calle  Santa Cruz de Marcenado, 21 ;;Cantón de Limpieza;;Calle;;Santa Cruz de Marcenado;número;21;;;1;Centro;439719,57;4475611,35;40.428.952;-37.106.636;;;Calle  Santa Cruz de Marcenado, 21  
;Contenedor de ropa;;;;Plaza  Campillo del Mundo Nuevo, 3 ;;Mercadillo en la vía pública de Parque de la Cornisa ;;Plaza;;Campillo del Mundo Nuevo;número;3;;;1;Centro;439926,67;4473116,92;4.040.645;-370.798;Martes y Sábados 9:00 a 14:00;;Plaza  Campillo del Mundo Nuevo, 3  Martes y Sábados 9:00 a 14:00
;Contenedor de ropa;;;;Calle  Barceló, 6 ;;Punto limpio de proximidad - Mercado de Barceló;;Calle;;Barceló;número;6;;;1;Centro;440719,17;4475360,72;4.042.677;-369.885;;;Calle  Barceló, 6  
;Contenedor de ropa;;;;Calle  Casino, 3 ;;Punto limpio de proximidad - Parque Casino de la Reina;;Calle;;Casino;número;3;;;1;Centro;440177,22;4473143,78;4.040.676;-370.503;Lunes a Viernes 8:30 a 21:30. Sábados 10:00 a 15:00 y de 16:00 a 21:30.;;Calle  Casino, 3  Lunes a Viernes 8:30 a 21:30. Sábados 10:00 a 15:00 y de 16:00 a 21:30.
;Contenedor de ropa;;;;Calle  Pradillo, 33 ;;"Centro Deportivo Municipal ""Pradillo""";;Calle;;Pradillo;número;33;;;5;Chamartín;443039,19;4477823,43;40.449.113;-36.717.244;Lunes a Viernes 9:00 a 22:45. Sábados y domingos  8:30 a 14:30;;Calle  Pradillo, 33  Lunes a Viernes 9:00 a 22:45. Sábados y domingos  8:30 a 14:30
;Contenedor de ropa;;;;Calle  Puerto Rico, 52 ;;"Instalación Deportiva Municipal Básica ""Puerto Rico""";;Calle;;Puerto Rico;número;52;;;5;Chamartín;442844,05;4478937,36;40.459.135;-36.741.242;;;Calle  Puerto Rico, 52  
;Contenedor de ropa;;;;Avenida  Alfonso XIII, 128  (Entrada junto gasolinera); (Entrada junto gasolinera);Punto Limpio Fijo;;Avenida;;Alfonso XIII;número;128;;;5;Chamartín;443406;4478883,97;40.458.687;-36.674.913;Lunes a Sabado 8:00 a 20:00. Domingo y festivos 9:00 a 14:00.  24 y 31 de diciembre 8:00 a 14:00. 25 de diciembre y 1 y 6 enero CERRADO.;;Avenida  Alfonso XIII, 128  (Entrada junto gasolinera) Lunes a Sabado 8:00 a 20:00. Domingo y festivos 9:00 a 14:00.  24 y 31 de diciembre 8:00 a 14:00. 25 de diciembre y 1 y 6 enero CERRADO.
;Contenedor de ropa;;;;Calle  Corazón de María, 53 ;;;;Calle;;Corazón de María;número;53;;;5;Chamartín;443515,84;4477575,98;4.044.692;-366.608;;;Calle  Corazón de María, 53  
;Contenedor de ropa;;;;Calle  López de Hoyos, 200 ;;;;Calle;;López de Hoyos;número;200;;;5;Chamartín;443393,52;4477774,42;404.487;-366.754;;;Calle  López de Hoyos, 200  
;Contenedor de ropa;;;;Calle  Clara del Rey, 65 ;;;;Calle;;Clara del Rey;número;65;;;5;Chamartín;443336,26;4477602,88;4.044.715;-36.682;;;Calle  Clara del Rey, 65  
;Contenedor de ropa;;;;Calle  Clara del Rey, 32 ;;;;Calle;;Clara del Rey;número;32;;;5;Chamartín;443049,97;4476974,41;4.044.147;-367.152;;;Calle  Clara del Rey, 32  
;Contenedor de ropa;;;;Calle  Clara del Rey, 14 ;;;;Calle;;Clara del Rey;número;14;;;5;Chamartín;443322,35;4477213,35;4.044.364;-366.833;;;Calle  Clara del Rey, 14  
;Contenedor de ropa;;;;Calle  Cartagena, 120 ;;;;Calle;;Cartagena;número;120;;;5;Chamartín;442825,38;4476882,99;4.044.063;-367.416;;;Calle  Cartagena, 120  
;Contenedor de ropa;;;;Calle de Jose Pla , 68 esquina Calle de López de Hoyos;esquina Calle de López de Hoyos;;;Calle;de;Jose Pla ;número;68;;;5;Chamartín;442536,09;4477336,5;40.444;-3.677.573;;;Calle de Jose Pla , 68 esquina Calle de López de Hoyos 
;Contenedor de ropa;;;;Plaza  Getafe, 1 ;;;;Plaza;;Getafe;número;1;;;5;Chamartín;443000,5;4477282,3;4.044.424;-367.213;;;Plaza  Getafe, 1  
;Contenedor de ropa;;;;Calle  López de Hoyos, 166 ;;Iglesia;;Calle;;López de Hoyos;número;166;;;5;Chamartín;443169,36;4477505,24;4.044.626;-367.016;;;Calle  López de Hoyos, 166  
;Contenedor de ropa;;;;Calle  Vinaroz, 1 ;;;;Calle;;Vinaroz;número;1;;;5;Chamartín;442772,67;4477316,28;4.044.453;-367.482;;;Calle  Vinaroz, 1  
;Contenedor de ropa;;;;Calle  Sánchez Pacheco, 35 ;;;;Calle;;Sánchez Pacheco;número;35;;;5;Chamartín;442790,21;4477613,66;4.044.721;-367.464;;;Calle  Sánchez Pacheco, 35  
;Contenedor de ropa;;;;Calle  Pradillo, 4 ;;Jardines Prospero Sonara;;Calle;;Pradillo;número;4;;;5;Chamartín;442676,56;4477814,87;40.448.319;-367.596;;;Calle  Pradillo, 4  
;Contenedor de ropa;;;;Calle  Pradillo, 33 ;;"Centro Deportivo Municipal ""Pradillo""";;Calle;;Pradillo;número;33;;;5;Chamartín;443039,45;4477822,65;4.044.911;-367.172;;;Calle  Pradillo, 33  
;Contenedor de ropa;;;;Avenida  Ramón y Cajal, 67 ;;Iglesia La Asuncion de Nuestra Señora;;Avenida;;Ramón y Cajal;número;67;;;5;Chamartín;443317,68;4478171,39;4.045.227;-366.847;;;Avenida  Ramón y Cajal, 67  
;Contenedor de ropa;;;;Calle  Puerto Rico, 1 ;;Parroquia Nuestra Señora de Guadalupe;;Calle;;Puerto Rico;número;1;;;5;Chamartín;442757,93;4478163,32;4.045.216;-367.507;;;Calle  Puerto Rico, 1  
;Contenedor de ropa;;;;Calle  Principe de Vergara, 205 frente;frente;;;Calle;;Principe de Vergara;número;205;;;5;Chamartín;442503,15;4477888,95;4.044.967;-367.805;;;Calle  Principe de Vergara, 205 frente 
;Contenedor de ropa;;;;Avenida  Doctor Arce, 32 ;;;;Avenida;;Doctor Arce;número;32;;;5;Chamartín;442421,44;4477741,94;4.044.834;-3.679;;;Avenida  Doctor Arce, 32  
;Contenedor de ropa;;;;Calle  López de Hoyos, 40 ;;CEIP Patriarca Obispo Eijo Garay;;Calle;;López de Hoyos;número;40;;;5;Chamartín;442201,01;4476771,17;4.043.958;-368.151;;;Calle  López de Hoyos, 40  
;Contenedor de ropa;;;;Calle  Pablo Aranda, 4 ;;;;Calle;;Pablo Aranda;número;4;;;5;Chamartín;441873,14;4477031,25;404.419;-36.854;;;Calle  Pablo Aranda, 4  
;Contenedor de ropa;;;;Paseo de la  Habana, 5 ;;Instituto de Censores Jurados de Cuentas de España;;Paseo;de la ;Habana;número;5;;;5;Chamartín;441478,23;4477727,04;4.044.814;-369.012;;;Paseo de la  Habana, 5  
;Contenedor de ropa;;;;Paseo de la  Habana, 54 ;;;;Paseo;de la ;Habana;número;54;;;5;Chamartín;441789,49;4478039,88;4.045.098;-368.648;;;Paseo de la  Habana, 54  
;Contenedor de ropa;;;;Avenida  Santo Domingo de Silos, 5 ;;ASICS - Madrid Concha Espina;;Avenida;;Santo Domingo de Silos;número;5;;;5;Chamartín;441652,74;4478131,96;40.451.466;-3.687.864;;;Avenida  Santo Domingo de Silos, 5  
;Contenedor de ropa;;;;Paseo de la Habana, 33 ;;Parroquia los Sagrados Corazones;;Paseo;de la;Habana;número;33;;;5;Chamartín;441844,28;4478221,47;4.045.262;-368.585;;;Paseo de la Habana, 33  
;Contenedor de ropa;;;;Calle  Padre Damian, 30 ;;;;Calle;;Padre Damian;número;30;;;5;Chamartín;441799,11;4478639,21;4.045.638;-368.642;;;Calle  Padre Damian, 30  
;Contenedor de ropa;;;;Calle  Doctor Fleming, 11 ;;;;Calle;;Doctor Fleming;número;11;;;5;Chamartín;441619,33;4478635,01;4.045.633;-368.854;;;Calle  Doctor Fleming, 11  
;Contenedor de ropa;;;;Calle  Carlos Maurras, 7 ;;;;Calle;;Carlos Maurras;número;7;;;5;Chamartín;441667,02;4479207,4;4.046.149;-368.803;;;Calle  Carlos Maurras, 7  
;Contenedor de ropa;;;;Calle  Doctor Fleming, 42 ;;;;Calle;;Doctor Fleming;número;42;;;5;Chamartín;441690,93;4479200,34;40.460.731;-3.687.709;;;Calle  Doctor Fleming, 42  
;Contenedor de ropa;;;;Calle  Padre Damián, 44 ;;;;Calle;;Padre Damián;número;44;;;5;Chamartín;441908,65;4478986,93;4.045.952;-368.516;;;Calle  Padre Damián, 44  
;Contenedor de ropa;;;;Calle  Apolonio Morales, 3 ;;;;Calle;;Apolonio Morales;número;3;;;5;Chamartín;441999,43;4479428,02;404.635;-368.413;;;Calle  Apolonio Morales, 3  
;Contenedor de ropa;;;;Paseo de la Habana, 190 ;; Centro Geriatrico;;Paseo;de la;Habana;número;190;;;5;Chamartín;442297,27;4479229,28;4.046.173;-36.806;;;Paseo de la Habana, 190  
;Contenedor de ropa;;;;Calle  Felix Boix, 13 ;;Parroquia Santisimo Redentor;;Calle;;Felix Boix;número;13;;;5;Chamartín;441849,21;4479413,65;4.046.336;-36.859;;;Calle  Felix Boix, 13  
;Contenedor de ropa;;;;Calle  Conde de Torralba, 8 ;;;;Calle;;Conde de Torralba;número;8;;;5;Chamartín;441958,32;4481194,78;40.478.716;-3.684.738;;;Calle  Conde de Torralba, 8  
;Contenedor de ropa;;;;Calle  Mauricio Legendre, 17 ;;;;Calle;;Mauricio Legendre;número;17;;;5;Chamartín;441803,63;4480325,11;40.470.871;-3.686.483;;;Calle  Mauricio Legendre, 17  
;Contenedor de ropa;;;;Calle  Mateo Inurria, 35 ;;;;Calle;;Mateo Inurria;número;35;;;5;Chamartín;442218,29;4479880,38;4.046.759;-368.159;;;Calle  Mateo Inurria, 35  
;Contenedor de ropa;;;;Avenida de Burgos, 17 ;;;;Avenida;de;Burgos;número;17;;;5;Chamartín;442686,05;4480593,82;40.473.353;-3.676.099;;;Avenida de Burgos, 17  
;Contenedor de ropa;;;;Calle  Pastora Imperio, 1 ;;;;Calle;;Pastora Imperio;número;1;;;5;Chamartín;442817,15;4481362,14;4.048.098;-367.466;;;Calle  Pastora Imperio, 1  
;Contenedor de ropa;;;;Calle  Buganvilla, 2 esquina Av Burgos;esquina Av Burgos;;;Calle;;Buganvilla;número;2;;;5;Chamartín;442657,87;4480390,11;40.471.516;-3.676.413;;;Calle  Buganvilla, 2 esquina Av Burgos 
;Contenedor de ropa;;;;Calle  Dolores Sanchez Carrascosa, 3 ;;;;Calle;;Dolores Sanchez Carrascosa;número;3;;;5;Chamartín;442465,21;4479912,8;404.679;-367.868;;;Calle  Dolores Sanchez Carrascosa, 3  
;Contenedor de ropa;;;;Avenida   Pio XII, 43 ;;;;Avenida;; Pio XII;número;43;;;5;Chamartín;442701,61;4479555,82;404.647;-367.586;;;Avenida   Pio XII, 43  
;Contenedor de ropa;;;;Avenida  Madre de Dios, 2 ;;;;Avenida;;Madre de Dios;número;2;;;5;Chamartín;442797,63;4479375,41;40.462.385;-3.674.673;;;Avenida  Madre de Dios, 2  
;Contenedor de ropa;;;;Avenida  Alfonso XIII, 182 ;;;;Avenida;;Alfonso XIII;número;182;;;5;Chamartín;442580,25;4479097,16;4.046.056;-367.725;;;Avenida  Alfonso XIII, 182  
;Contenedor de ropa;;;;Calle  Puerto Rico, 52 ;;Instalación Deportiva Municipal Básica Puerto Rico;;Calle;;Puerto Rico;número;52;;;5;Chamartín;442844,47;4478936,48;4.045.913;-367.412;;;Calle  Puerto Rico, 52  
;Contenedor de ropa;;;;Calle  Bolivia, 14 ;;;;Calle;;Bolivia;número;14;;;5;Chamartín;442522,79;4478673,59;4.045.674;-367.789;;;Calle  Bolivia, 14  
;Contenedor de ropa;;;;Calle  Serrano, 203 frente;frente;;;Calle;;Serrano;número;203;;;5;Chamartín;442328,7;4478254,39;4.045.295;-368.014;;;Calle  Serrano, 203 frente 
;Contenedor de ropa;;;;Calle  Chile, 24 ;;;;Calle;;Chile;número;24;;;5;Chamartín;442709,11;4478832,81;40.457.491;-3.675.668;;;Calle  Chile, 24  
;Contenedor de ropa;;;;Calle  Urugua, 35 ;;;;Calle;;Urugua;número;35;;;5;Chamartín;443034,33;4478498,77;404.552;-367.184;;;Calle  Urugua, 35  
;Contenedor de ropa;;;;Avenida de Alfonso XIII, 91 ;;;;Avenida;de;Alfonso XIII;número;91;;;5;Chamartín;443418,7;4478639;4.045.649;-366.732;;;Avenida de Alfonso XIII, 91  
;Contenedor de ropa;;;;Avenida  Alfonso XIII, 128 ;;Punto Limpio Fijo;;Avenida;;Alfonso XIII;número;128;;;5;Chamartín;443406,1;4478882,22;4.045.868;-366.749;;;Avenida  Alfonso XIII, 128  
;Contenedor de ropa;;;;Calle del Padre Claret, 13 ;;;;Calle;del;Padre Claret;número;13;;;5;Chamartín;443632,1;4477647,43;40.446.876;-3.664.678;;;Calle del Padre Claret, 13  
;Contenedor de ropa;;;;Calle  Crucero 25 de mayo, 11 esquina Calle Drácena;esquina Calle Drácena;;;Calle;;Crucero 25 de mayo;número;11;;;5;Chamartín;443116,68;4479429,71;40.463.004;-3.671.616;;;Calle  Crucero 25 de mayo, 11 esquina Calle Drácena 
;Contenedor de ropa;;;;Calle  Ricardo Ortiz, 10 frente;frente;;;Calle;;Ricardo Ortiz;número;10;;;15;Ciudad Lineal;444159,08;4475719,58;40.429.545;-3.658.295;;;Calle  Ricardo Ortiz, 10 frente 
;Contenedor de ropa;;;;Calle  Ricardo Ortiz, 60 ;;;;Calle;;Ricardo Ortiz;número;60;;;15;Ciudad Lineal;444180,8;4475197,95;40.424.847;-3.657.993;;;Calle  Ricardo Ortiz, 60  
;Contenedor de ropa;;;;Avenida  Marques de Corbera, 18 ;;;;Avenida;;Marques de Corbera;número;18;;;15;Ciudad Lineal;444452,94;4475039,96;40.423.442;-3.654.771;;;Avenida  Marques de Corbera, 18  
;Contenedor de ropa;;;;Calle  Maria Teresa Saenz de Heredia, 18 ;;C.C La Elipa;;Calle;;Maria Teresa Saenz de Heredia;número;18;;;15;Ciudad Lineal;444735,41;4475247,43;4.042.533;-365.146;;;Calle  Maria Teresa Saenz de Heredia, 18  
;Contenedor de ropa;;;;Calle  Pablo Lafargue, 12 ;;;;Calle;;Pablo Lafargue;número;12;;;15;Ciudad Lineal;444527,19;4474871,6;40.421.931;-3.653.882;;;Calle  Pablo Lafargue, 12  
;Contenedor de ropa;;;;Calle   Santa Genoveva, 32 ;;Colegio Publico Gustavo Adolfo Becquer;;Calle;; Santa Genoveva;número;32;;;15;Ciudad Lineal;444943,12;4475056,02;4.042.362;-3.648.995;;;Calle   Santa Genoveva, 32  
;Contenedor de ropa;;;;Calle  Poeta Blas de Otero, 81 ;;Centro Sociocultural Ciudad Lineal;;Calle;;Poeta Blas de Otero;número;81;;;15;Ciudad Lineal;444733,44;4474984,87;40.422.965;-365.146;Lunes a Viernes  9:00 a 14:00 y de 16:00 a 18:00;;Calle  Poeta Blas de Otero, 81  Lunes a Viernes  9:00 a 14:00 y de 16:00 a 18:00
;Contenedor de ropa;;;;Calle  Santa Felicidad, 30 ;;Centro Cultural La Elipa;;Calle;;Santa Felicidad;número;30;;;15;Ciudad Lineal;444812,75;4475163,16;40.424.576;-3.650.541;;;Calle  Santa Felicidad, 30  
